name,type,prefab,worldX,worldY,terrainX,terrainY,gisX,gisY
WOD_BanditCamp,0,WOD_BanditCamp_01,242,0,21,107,242.1640625,-0.1640625
WOD_Ruins,0,WOD_Ruins_05,249,0,64,107,249.5,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,284,0,107,64,284.8359375,-0.5
WOD_Ruins,0,WOD_Ruins_04,242,1,21,68,242.1640625,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_05,273,1,21,28,273.1640625,-1.8359375
WOD_BanditCamp,0,WOD_BanditCamp_02,273,1,107,107,273.8359375,-1.1640625
WOD_Ruins,0,WOD_Ruins_02,284,1,21,64,284.1640625,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_06,240,2,59,21,240.5,-2.8359375
WOD_BanditCamp,0,WOD_BanditCamp_01,254,2,107,64,254.8359375,-2.5
WOD_BanditCamp,0,WOD_BanditCamp_02,264,2,21,107,264.1640625,-2.1640625
WOD_BanditCamp,0,WOD_BanditCamp_01,238,3,107,21,238.8359375,-3.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_04,240,3,66,64,240.5,-3.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_02,240,3,66,107,240.5,-3.1640625
WOD_OrcCamp,0,WOD_OrcCamp_Small_03,242,3,64,21,242.5,-3.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_07,244,3,107,24,244.8359375,-3.8359375
WOD_BanditCamp,0,WOD_BanditCamp_09,258,3,64,107,258.5,-3.1640625
WOD_BanditCamp,0,WOD_BanditCamp_08,259,3,21,64,259.1640625,-3.5
WOD_GuardTower,0,WOD_Guardtower_01,270,3,21,107,270.1640625,-3.1640625
WOD_GuardTower,0,WOD_Guardtower_01,270,3,64,21,270.5,-3.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_07,270,3,107,107,270.8359375,-3.1640625
WOD_BanditCamp,0,WOD_BanditCamp_03,271,3,107,64,271.8359375,-3.5
WOD_GuardTower,0,WOD_Guardtower_01,275,3,67,21,275.5,-3.8359375
WOD_OrcCamp,0,WOD_OrcCamp_Medium_02,278,3,107,29,278.8359375,-3.8359375
WOD_Ruins,0,WOD_Ruins_01,242,4,107,21,242.8359375,-4.8359375
WOD_BanditCamp,0,WOD_BanditCamp_09,245,4,64,74,245.5,-4.5
WOD_Ruins,0,WOD_Ruins_05,245,4,21,114,245.1640625,-4.1640625
WOD_GuardTower,0,WOD_Guardtower_01,248,4,107,107,248.8359375,-4.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_03,279,4,107,66,279.8359375,-4.5
WOD_BanditCamp,0,WOD_BanditCamp_04,279,4,107,107,279.8359375,-4.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,222,5,21,64,222.1640625,-5.5
WOD_BanditFort,0,WOD_BanditFort_01,222,5,107,107,222.8359375,-5.1640625
WOD_BanditFort,0,WOD_BanditFort_01,224,5,21,59,224.1640625,-5.5
WOD_Ruins,0,WOD_Ruins_01,224,5,21,107,224.1640625,-5.1640625
