name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,altitude,sink,scale
Rocks,1,WOD_Rocks_Round_Small_06,-100,272,60,58,108,Northmoor,272.453125,-60.15625,1,4.0,0.5,0.4834425
Rocks,1,WOD_Rocks_Round_Small_08,30,241,14,24,95,Northmoor,241.1875,-14.2578125,1,4.0,0.5,0.46736955
Rocks,1,WOD_Rocks_Round_Small_07,-154,165,49,4,13,Northmoor,165.03125,-49.8984375,1,4.0,0.5,0.3817948
Rocks,1,WOD_Rocks_Round_Small_01,-180,211,40,64,13,Northmoor,211.5,-40.8984375,1,4.0,0.5,0.48975745
Rocks,1,WOD_Rocks_Round_Small_06,28,265,60,79,70,Northmoor,265.6171875,-60.453125,1,4.0,0.5,0.44038885
Rocks,1,WOD_Rocks_Round_Small_05,125,183,43,51,12,Northmoor,183.3984375,-43.90625,1,4.0,0.5,0.4558625
Rocks,1,WOD_Rocks_Round_Small_04,-112,230,22,68,117,Northmoor,230.53125,-22.0859375,1,4.0,0.5,0.41358395
Rocks,1,WOD_Rocks_Round_Small_01,-28,225,25,18,125,Northmoor,225.140625,-25.0234375,1,4.0,0.5,0.4745106
Rocks,1,WOD_Rocks_Round_Small_04,117,204,29,77,67,Northmoor,204.6015625,-29.4765625,1,4.0,0.5,0.463372
Rocks,1,WOD_Rocks_Round_Small_06,100,272,62,3,70,Northmoor,272.0234375,-62.453125,1,4.0,0.5,0.44984835
Rocks,1,WOD_Rocks_Round_Small_07,-131,179,39,6,42,Northmoor,179.046875,-39.671875,1,4.0,0.5,0.45072385
Rocks,1,WOD_Rocks_Round_Small_01,135,276,63,42,71,Northmoor,276.328125,-63.4453125,1,4.0,0.5,0.436017
Rocks,1,WOD_Rocks_Round_Small_03,-156,241,13,74,26,Northmoor,241.578125,-13.796875,1,4.0,0.5,0.4237755
Rocks,1,WOD_Rocks_Round_Small_08,-31,204,29,127,62,Northmoor,204.9921875,-29.515625,1,4.0,0.5,0.4954034
Rocks,1,WOD_Rocks_Round_Small_05,105,187,35,18,58,Northmoor,187.140625,-35.546875,1,4.0,0.5,0.4982369
Rocks,1,WOD_Rocks_Round_Small_06,24,266,61,92,126,Northmoor,266.71875,-61.015625,1,4.0,0.5,0.41095155
Rocks,1,WOD_Rocks_Round_Small_01,-29,191,37,63,53,Northmoor,191.4921875,-37.5859375,1,4.0,0.5,0.3771284
Rocks,1,WOD_Rocks_Round_Small_10,-125,180,39,46,63,Northmoor,180.359375,-39.5078125,1,4.0,0.5,0.4364455
Rocks,1,WOD_Rocks_Round_Small_09,50,212,20,95,64,Northmoor,212.7421875,-20.5,1,4.0,0.5,0.39086315
Rocks,1,WOD_Rocks_Round_Small_02,-76,230,22,24,126,Northmoor,230.1875,-22.015625,1,4.0,0.5,0.4027123
Rocks,1,WOD_Rocks_Round_Small_05,55,198,30,106,26,Northmoor,198.828125,-30.796875,1,4.0,0.5,0.4384996
Rocks,1,WOD_Rocks_Round_Small_05,39,272,62,65,90,Northmoor,272.5078125,-62.296875,1,4.0,0.5,0.4048907
Rocks,1,WOD_Rocks_Round_Small_02,-119,222,22,28,21,Northmoor,222.21875,-22.8359375,1,4.0,0.5,0.49342405
Rocks,1,WOD_Rocks_Round_Small_04,145,160,61,51,19,Northmoor,160.3984375,-61.8515625,1,4.0,0.5,0.47023275
Rocks,1,WOD_Rocks_Round_Small_06,20,224,25,106,107,Northmoor,224.828125,-25.1640625,1,4.0,0.5,0.48268605
Rocks,1,WOD_Rocks_Round_Small_01,170,224,25,44,9,Northmoor,224.34375,-25.9296875,1,4.0,0.5,0.44940935
Rocks,1,WOD_Rocks_Round_Small_10,164,232,13,119,1,Northmoor,232.9296875,-13.9921875,1,4.0,0.5,0.41673075
Rocks,1,WOD_Rocks_Round_Small_10,20,249,10,33,102,Northmoor,249.2578125,-10.203125,1,4.0,0.5,0.45682935
