fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
139,Orc Camp,0,WOD_OrcCamp_Medium_03,258,17,59,83,258591788,Northmoor,258.4609375,-17.3125,1
140,Orc Camp,0,WOD_OrcCamp_Large_01,258,16,106,60,2581241660,Northmoor,258.96875,-16.53125,1
141,Orc Camp,0,WOD_OrcCamp_Small_01,259,15,63,28,259631528,Northmoor,259.4921875,-15.78125,1
1199,Orc Camp,0,WOD_OrcCamp_Small_02,204,23,35,63,204352363,Northmoor,204.2734375,-23.5078125,1
1202,Orc Camp,0,WOD_OrcCamp_Medium_02,170,53,99,91,170995391,Northmoor,170.7734375,-53.2890625,1
1235,Orc Camp,0,WOD_OrcCamp_Small_03,170,64,114,29,1701146429,Northmoor,170.890625,-64.7734375,1
1250,Orc Camp,0,WOD_OrcCamp_Medium_01,193,61,54,68,193546168,Northmoor,193.421875,-61.46875,1
1285,Orc Camp,0,WOD_OrcCamp_Medium_01,231,5,46,12,231460508,Northmoor,231.359375,-5.9375,1
1337,Orc Camp,0,WOD_OrcCamp_Large_01,276,51,106,22,2761255106,Northmoor,276.9765625,-51.953125,1
1120,Orc Camp,0,WOD_OrcCamp_Large_01,274,15,95,106,2749515123,Northmoor,274.7421875,-15.0390625,2
1188,Orc Camp,0,WOD_OrcCamp_Medium_02,273,16,116,50,2731161650,Northmoor,273.90625,-16.609375,2
