name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,211,13,82,13,211821313,Northmoor,211.640625,-13.8984375
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,132,55,84,9,132845509,Northmoor,132.65625,-55.9296875
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,277,15,81,12,277811512,Northmoor,277.6328125,-15.90625
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,181,66,20,10,181206610,Northmoor,181.15625,-66.921875
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,148,67,60,96,148606796,Northmoor,148.46875,-67.25
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,226,65,76,14,226766514,Northmoor,226.59375,-65.890625
Northmoor Border Tower,0,WOD_Northmoor_BorderTower_01,,277,50,120,52,2771205052,Northmoor,277.9375,-50.59375
Northmoor Border Tower,0,WOD_Northmoor_ScoutTower_01,,275,60,120,55,2751206055,Northmoor,275.9375,-60.5703125
Northmoor Border Tower,0,WOD_Northmoor_ScoutTower_01,,204,66,82,6,204826606,Northmoor,204.640625,-66.953125
Northmoor Border Tower,0,WOD_Northmoor_ScoutTower_01,,147,61,13,52,147136152,Northmoor,147.1015625,-61.59375
