fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
553,Orc Camp,0,WOD_OrcCamp_Large_01,179,525,383,63,63,5256338363,Ayasofya,525.4921875,-383.5078125,7
554,Orc Camp,0,WOD_OrcCamp_Small_01,-108,525,382,102,78,52510238278,Ayasofya,525.796875,-382.390625,7
555,Orc Camp,0,WOD_OrcCamp_Small_02,-156,524,383,114,111,524114383111,Ayasofya,524.890625,-383.1328125,7
1431,Orc Camp,0,WOD_OrcCamp_Small_03,161,447,380,123,109,447123380109,Ayasofya,447.9609375,-380.1484375,7
556,Orc Camp,0,WOD_OrcCamp_Small_03,165,465,402,109,47,46510940247,Ayasofya,465.8515625,-402.6328125,8
557,Orc Camp,0,WOD_OrcCamp_Medium_01,-44,467,402,91,125,46791402125,Ayasofya,467.7109375,-402.0234375,8
558,Orc Camp,0,WOD_OrcCamp_Medium_02,88,466,402,109,44,46610940244,Ayasofya,466.8515625,-402.65625,8
559,Orc Camp,0,WOD_OrcCamp_Medium_03,-81,465,402,52,81,4655240281,Ayasofya,465.40625,-402.3671875,8
560,Orc Camp,0,WOD_OrcCamp_Large_01,-173,466,400,29,17,4662940017,Ayasofya,466.2265625,-400.8671875,8
561,Orc Camp,0,WOD_OrcCamp_Small_01,125,466,400,42,52,4664240052,Ayasofya,466.328125,-400.59375,8
