name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Bhoriane Border Tower,0,WOD_Border_Tower_01,180,656,108,106,45,65610610845,Bhoriane,"656,828125","-108,6484375"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,180,655,101,110,49,65511010149,Bhoriane,"655,859375","-101,6171875"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,,650,86,52,104,6505286104,Bhoriane,"650,40625","-86,1875"
Bhoriane Border Tower,0,WOD_Border_Tower_01,270,644,87,101,104,64410187104,Bhoriane,"644,7890625","-87,1875"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,270,640,87,102,118,64010287118,Bhoriane,"640,796875","-87,078125"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,270,626,88,24,115,6262488115,Bhoriane,"626,1875","-88,1015625"
Bhoriane Border Tower,0,WOD_Border_Tower_01,270,618,89,77,115,6187789115,Bhoriane,"618,6015625","-89,1015625"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,270,609,92,125,104,60912592104,Bhoriane,"609,9765625","-92,1875"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,270,602,91,23,116,6022391116,Bhoriane,"602,1796875","-91,09375"
Bhoriane Border Tower,0,WOD_Border_Tower_01,270,589,102,50,101,58950102101,Bhoriane,"589,390625","-102,2109375"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,577,108,22,3,5772210803,Bhoriane,"577,171875","-108,9765625"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,,571,110,49,102,57149110102,Bhoriane,"571,3828125","-110,203125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,566,111,19,113,56619111113,Bhoriane,"566,1484375","-111,1171875"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,,560,112,27,108,56027112108,Bhoriane,"560,2109375","-112,15625"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,547,116,12,52,5471211652,Bhoriane,"547,09375","-116,59375"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,,545,119,13,6,5451311906,Bhoriane,"545,1015625","-119,953125"
Bhoriane Border Tower,0,WOD_Scout_Tower_01,,547,132,9,108,54709132108,Bhoriane,"547,0703125","-132,15625"
Bhoriane Border Tower,0,WOD_Border_Tower_01,270,559,137,17,13,5591713713,Bhoriane,"559,1328125","-137,8984375"
Bhoriane Border Tower,0,WOD_Border_Tower_01,270,584,139,5,56,5840513956,Bhoriane,"584,0390625","-139,5625"
Bhoriane Border Tower,0,WOD_Border_Tower_01,270,589,139,31,22,5893113922,Bhoriane,"589,2421875","-139,828125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,180,622,116,96,108,62296116108,Bhoriane,"622,75","-116,15625"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,629,112,65,87,6296511287,Bhoriane,"629,5078125","-112,3203125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,180,637,112,96,15,6379611215,Bhoriane,"637,75","-112,8828125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,180,649,113,115,22,64911511322,Bhoriane,"649,8984375","-113,828125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,589,153,72,17,5897215317,Bhoriane,"589,5625","-153,8671875"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,591,149,118,31,59111814931,Bhoriane,"591,921875","-149,7578125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,612,151,76,38,6127615138,Bhoriane,"612,59375","-151,703125"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,607,147,42,78,6074214778,Bhoriane,"607,328125","-147,390625"
Bhoriane Border Tower,0,WOD_Border_Tower_01,,614,144,102,90,61410214490,Bhoriane,"614,796875","-144,296875"
