fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
19,Desert Mountain,3,WOD_Mountain_Desert_05,144,410,408,102,23,41010240823,Sentinel,410.796875,-408.8203125,8
41,Desert Mountain,3,WOD_Mountain_Desert_06,107,420,416,14,20,4201441620,Sentinel,420.109375,-416.84375,8
61,Desert Mountain,3,WOD_Mountain_Desert_05,-39,417,396,29,42,4172939642,Sentinel,417.2265625,-396.671875,8
68,Desert Mountain,3,WOD_Mountain_Desert_05,-164,409,405,4,70,4090440570,Sentinel,409.03125,-405.453125,8
82,Desert Mountain,3,WOD_Mountain_Desert_05,3,431,392,96,49,4319639249,Sentinel,431.75,-392.6171875,8
97,Desert Mountain,3,WOD_Mountain_Desert_06,-123,414,419,90,51,4149041951,Sentinel,414.703125,-419.6015625,8
131,Desert Mountain,3,WOD_Mountain_Desert_05,-128,432,396,24,104,43224396104,Sentinel,432.1875,-396.1875,8
183,Desert Mountain,3,WOD_Mountain_Desert_01,-134,417,419,28,101,41728419101,Sentinel,417.21875,-419.2109375,8
189,Desert Mountain,3,WOD_Mountain_Desert_07,59,433,402,6,116,43306402116,Sentinel,433.046875,-402.09375,8
200,Desert Mountain,3,WOD_Mountain_Desert_04,-80,415,416,18,27,4151841627,Sentinel,415.140625,-416.7890625,8
223,Desert Mountain,3,WOD_Mountain_Desert_06,-64,440,395,64,23,4406439523,Sentinel,440.5,-395.8203125,8
228,Desert Mountain,3,WOD_Mountain_Desert_04,-11,424,414,47,114,42447414114,Sentinel,424.3671875,-414.109375,8
311,Desert Mountain,3,WOD_Mountain_Desert_03,-124,426,393,109,13,42610939313,Sentinel,426.8515625,-393.8984375,8
314,Desert Mountain,3,WOD_Mountain_Desert_06,-50,438,394,84,20,4388439420,Sentinel,438.65625,-394.84375,8
324,Desert Mountain,3,WOD_Mountain_Desert_02,102,429,397,42,100,42942397100,Sentinel,429.328125,-397.21875,8
347,Desert Mountain,3,WOD_Mountain_Desert_04,-167,429,397,114,31,42911439731,Sentinel,429.890625,-397.7578125,8
350,Desert Mountain,3,WOD_Mountain_Desert_07,156,428,400,18,113,42818400113,Sentinel,428.140625,-400.1171875,8
388,Desert Mountain,3,WOD_Mountain_Desert_03,-16,401,421,47,47,4014742147,Sentinel,401.3671875,-421.6328125,8
407,Desert Mountain,3,WOD_Mountain_Desert_01,106,402,416,96,64,4029641664,Sentinel,402.75,-416.5,8
432,Desert Mountain,3,WOD_Mountain_Desert_05,86,438,415,54,116,43854415116,Sentinel,438.421875,-415.09375,8
433,Desert Mountain,3,WOD_Mountain_Desert_06,-120,425,416,77,127,42577416127,Sentinel,425.6015625,-416.0078125,8
524,Desert Mountain,3,WOD_Mountain_Desert_06,125,427,397,44,18,4274439718,Sentinel,427.34375,-397.859375,8
558,Desert Mountain,3,WOD_Mountain_Desert_05,137,422,396,92,76,4229239676,Sentinel,422.71875,-396.40625,8
563,Desert Mountain,3,WOD_Mountain_Desert_03,-47,419,400,50,105,41950400105,Sentinel,419.390625,-400.1796875,8
590,Desert Mountain,3,WOD_Mountain_Desert_02,3,430,412,27,101,43027412101,Sentinel,430.2109375,-412.2109375,8
673,Desert Mountain,3,WOD_Mountain_Desert_01,29,406,413,88,17,4068841317,Sentinel,406.6875,-413.8671875,8
688,Desert Mountain,3,WOD_Mountain_Desert_02,-3,405,402,54,28,4055440228,Sentinel,405.421875,-402.78125,8
699,Desert Mountain,3,WOD_Mountain_Desert_06,62,416,403,105,115,416105403115,Sentinel,416.8203125,-403.1015625,8
732,Desert Mountain,3,WOD_Mountain_Desert_04,103,419,415,114,72,41911441572,Sentinel,419.890625,-415.4375,8
743,Desert Mountain,3,WOD_Mountain_Desert_01,-176,416,408,65,26,4166540826,Sentinel,416.5078125,-408.796875,8
782,Desert Mountain,3,WOD_Mountain_Desert_05,68,407,409,40,59,4074040959,Sentinel,407.3125,-409.5390625,8
806,Desert Mountain,3,WOD_Mountain_Desert_01,-129,407,399,28,1,4072839901,Sentinel,407.21875,-399.9921875,8
819,Desert Mountain,3,WOD_Mountain_Desert_07,-172,410,410,81,18,4108141018,Sentinel,410.6328125,-410.859375,8
830,Desert Mountain,3,WOD_Mountain_Desert_04,-93,437,416,118,102,437118416102,Sentinel,437.921875,-416.203125,8
832,Desert Mountain,3,WOD_Mountain_Desert_06,155,438,417,87,70,4388741770,Sentinel,438.6796875,-417.453125,8
836,Desert Mountain,3,WOD_Mountain_Desert_03,15,435,402,15,33,4351540233,Sentinel,435.1171875,-402.7421875,8
856,Desert Mountain,3,WOD_Mountain_Desert_02,-12,424,409,102,4,42410240904,Sentinel,424.796875,-409.96875,8
861,Desert Mountain,3,WOD_Mountain_Desert_07,92,426,410,128,33,42612841033,Sentinel,427,-410.7421875,8
872,Desert Mountain,3,WOD_Mountain_Desert_04,-180,433,393,86,59,4338639359,Sentinel,433.671875,-393.5390625,8
896,Desert Mountain,3,WOD_Mountain_Desert_07,-20,424,393,40,81,4244039381,Sentinel,424.3125,-393.3671875,8
918,Desert Mountain,3,WOD_Mountain_Desert_01,-21,423,396,108,8,42310839608,Sentinel,423.84375,-396.9375,8
933,Desert Mountain,3,WOD_Mountain_Desert_02,96,404,411,65,102,40465411102,Sentinel,404.5078125,-411.203125,8
962,Desert Mountain,3,WOD_Mountain_Desert_03,-106,429,413,24,109,42924413109,Sentinel,429.1875,-413.1484375,8
975,Desert Mountain,3,WOD_Mountain_Desert_02,21,421,417,111,59,42111141759,Sentinel,421.8671875,-417.5390625,8
