name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,310,390,31,61,Sentinel,310.2421875,-390.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,312,390,61,60,Sentinel,312.4765625,-390.53125
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,314,390,65,61,Sentinel,314.5078125,-390.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,318,389,81,61,Sentinel,318.6328125,-389.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,318,395,63,61,Sentinel,318.4921875,-395.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,321,395,84,61,Sentinel,321.65625,-395.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,325,395,50,61,Sentinel,325.390625,-395.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,323,405,6,61,Sentinel,323.046875,-405.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,326,387,69,61,Sentinel,326.5390625,-387.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,329,387,24,61,Sentinel,329.1875,-387.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,331,389,69,61,Sentinel,331.5390625,-389.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,334,389,115,61,Sentinel,334.8984375,-389.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,325,405,106,61,Sentinel,325.828125,-405.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,328,405,55,61,Sentinel,328.4296875,-405.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,331,405,33,61,Sentinel,331.2578125,-405.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,333,405,37,61,Sentinel,333.2890625,-405.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,337,403,76,61,Sentinel,337.59375,-403.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,342,403,10,61,Sentinel,342.078125,-403.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,346,407,120,61,Sentinel,346.9375,-407.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,350,409,18,61,Sentinel,350.140625,-409.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,364,403,76,61,Sentinel,364.59375,-403.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,367,403,81,61,Sentinel,367.6328125,-403.5234375
Sentinel Banner Post,0,WOD_Sentinel_BannerPost_01,90.0,369,403,127,61,Sentinel,370.0,-403.5234375
