fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
562,Orc Camp,0,WOD_OrcCamp_Small_02,913,362,56,101,91356362101,Totambu,913.4375,-362.2109375,0
563,Orc Camp,0,WOD_OrcCamp_Small_03,913,362,68,79,9136836279,Totambu,913.53125,-362.3828125,0
565,Orc Camp,0,WOD_OrcCamp_Medium_02,914,361,91,93,9149136193,Totambu,914.7109375,-361.2734375,0
567,Orc Camp,0,WOD_OrcCamp_Large_01,913,362,97,108,91397362119,Totambu,913.7578125,-362.0703125,0
1703,Orc Camp,0,WOD_OrcCamp_Small_02,874,383,27,123,87427383127,Totambu,874.2109375,-383.0078125,0
1821,Orc Camp,0,WOD_OrcCamp_Small_01,915,341,88,61,9158834161,Totambu,915.6875,-341.5234375,0
1895,Orc Camp,0,WOD_OrcCamp_Medium_02,917,353,49,116,91749353116,Totambu,917.3828125,-353.09375,0
566,Orc Camp,0,WOD_OrcCamp_Medium_03,912,362,46,83,91246362105,Totambu,912.359375,-362.1796875,5
586,Orc Camp,0,WOD_OrcCamp_Medium_02,851,318,37,7,8513731805,Totambu,851.2890625,-318.9609375,5
587,Orc Camp,0,WOD_OrcCamp_Medium_03,851,319,39,36,8512331935,Totambu,851.1796875,-319.7265625,5
588,Orc Camp,0,WOD_OrcCamp_Large_01,851,319,83,101,85183319101,Totambu,851.6484375,-319.2109375,5
589,Orc Camp,0,WOD_OrcCamp_Small_01,773,321,73,84,7737332184,Totambu,773.5703125,-321.34375,5
590,Orc Camp,0,WOD_OrcCamp_Small_02,774,320,114,54,77411432054,Totambu,774.890625,-320.578125,5
591,Orc Camp,0,WOD_OrcCamp_Small_03,774,319,13,52,7741331952,Totambu,774.1015625,-319.59375,5
592,Orc Camp,0,WOD_OrcCamp_Medium_01,832,325,115,81,83212032581,Totambu,832.9375,-325.3671875,5
593,Orc Camp,0,WOD_OrcCamp_Medium_02,832,325,120,26,83212032526,Totambu,832.9375,-325.796875,5
594,Orc Camp,0,WOD_OrcCamp_Medium_03,831,324,76,30,8317632423,Totambu,831.59375,-324.8203125,5
595,Orc Camp,0,WOD_OrcCamp_Large_01,840,329,97,36,8409732936,Totambu,840.7578125,-329.71875,5
596,Orc Camp,0,WOD_OrcCamp_Small_01,841,329,23,101,84123329101,Totambu,841.1796875,-329.2109375,5
597,Orc Camp,0,WOD_OrcCamp_Small_02,840,327,91,6,8409132705,Totambu,840.7109375,-327.9609375,5
598,Orc Camp,0,WOD_OrcCamp_Small_03,789,330,11,77,7890833077,Totambu,789.0625,-330.3984375,5
599,Orc Camp,0,WOD_OrcCamp_Medium_01,788,332,116,37,78812433237,Totambu,788.96875,-332.7109375,5
600,Orc Camp,0,WOD_OrcCamp_Medium_02,787,331,120,118,787122331118,Totambu,787.953125,-331.078125,5
602,Orc Camp,0,WOD_OrcCamp_Large_01,846,331,101,90,84610133190,Totambu,846.7890625,-331.296875,5
603,Orc Camp,0,WOD_OrcCamp_Small_01,844,332,119,61,84411933261,Totambu,844.9296875,-332.5234375,5
604,Orc Camp,0,WOD_OrcCamp_Small_02,827,336,87,118,82787336118,Totambu,827.6796875,-336.078125,5
605,Orc Camp,0,WOD_OrcCamp_Small_03,826,335,51,115,82651335115,Totambu,826.3984375,-335.1015625,5
606,Orc Camp,0,WOD_OrcCamp_Medium_01,828,336,42,52,8284233652,Totambu,828.328125,-336.59375,5
608,Orc Camp,0,WOD_OrcCamp_Medium_03,844,336,91,45,84412533645,Totambu,844.9765625,-336.6484375,5
610,Orc Camp,0,WOD_OrcCamp_Small_01,868,345,47,15,8684734515,Totambu,868.3671875,-345.8828125,5
611,Orc Camp,0,WOD_OrcCamp_Small_02,868,346,108,122,868108346123,Totambu,868.84375,-346.0390625,5
613,Orc Camp,0,WOD_OrcCamp_Medium_01,874,346,86,95,8748634695,Totambu,874.671875,-346.2578125,5
615,Orc Camp,0,WOD_OrcCamp_Medium_03,875,348,81,89,87581348125,Totambu,875.6328125,-348.0234375,5
616,Orc Camp,0,WOD_OrcCamp_Large_01,926,353,22,92,9260135392,Totambu,926.0078125,-353.28125,5
617,Orc Camp,0,WOD_OrcCamp_Small_01,924,352,114,27,92411435227,Totambu,924.890625,-352.7890625,5
619,Orc Camp,0,WOD_OrcCamp_Small_03,914,355,102,86,91410235586,Totambu,914.796875,-355.328125,5
620,Orc Camp,0,WOD_OrcCamp_Medium_01,915,354,79,51,9157935451,Totambu,915.6171875,-354.6015625,5
621,Orc Camp,0,WOD_OrcCamp_Medium_02,913,353,118,33,91311835333,Totambu,913.921875,-353.7421875,5
622,Orc Camp,0,WOD_OrcCamp_Medium_03,931,355,88,42,93111335526,Totambu,931.8828125,-355.796875,5
623,Orc Camp,0,WOD_OrcCamp_Large_01,930,354,22,105,93018354105,Totambu,930.140625,-354.1796875,5
624,Orc Camp,0,WOD_OrcCamp_Small_01,931,353,10,9,9311035309,Totambu,931.078125,-353.9296875,5
626,Orc Camp,0,WOD_OrcCamp_Small_03,771,360,88,111,77188360111,Totambu,771.6875,-360.1328125,5
627,Orc Camp,0,WOD_OrcCamp_Medium_01,770,359,56,13,7705635901,Totambu,770.4375,-359.9921875,5
628,Orc Camp,0,WOD_OrcCamp_Medium_02,916,367,33,87,9163336787,Totambu,916.2578125,-367.3203125,5
629,Orc Camp,0,WOD_OrcCamp_Medium_03,916,367,38,36,9163836736,Totambu,916.296875,-367.71875,5
630,Orc Camp,0,WOD_OrcCamp_Large_01,915,367,19,47,9150436747,Totambu,915.03125,-367.6328125,5
631,Orc Camp,0,WOD_OrcCamp_Small_01,842,371,22,79,8422237179,Totambu,842.171875,-371.3828125,5
633,Orc Camp,0,WOD_OrcCamp_Small_03,843,370,40,65,8434037065,Totambu,843.3125,-370.4921875,5
634,Orc Camp,0,WOD_OrcCamp_Medium_01,777,373,50,81,7775037381,Totambu,777.390625,-373.3671875,5
635,Orc Camp,0,WOD_OrcCamp_Medium_02,777,375,45,78,7774537578,Totambu,777.3515625,-375.390625,5
636,Orc Camp,0,WOD_OrcCamp_Medium_03,778,375,31,45,7781537545,Totambu,778.1171875,-375.6484375,5
637,Orc Camp,0,WOD_OrcCamp_Large_01,908,377,31,68,9083137768,Totambu,908.2421875,-377.46875,5
638,Orc Camp,0,WOD_OrcCamp_Small_01,908,379,74,76,9087437976,Totambu,908.578125,-379.40625,5
639,Orc Camp,0,WOD_OrcCamp_Small_02,909,379,60,84,9096037984,Totambu,909.46875,-379.34375,5
640,Orc Camp,0,WOD_OrcCamp_Small_03,920,393,32,69,9203239369,Totambu,920.25,-393.4609375,5
641,Orc Camp,0,WOD_OrcCamp_Medium_01,920,393,73,105,92073393105,Totambu,920.5703125,-393.1796875,5
642,Orc Camp,0,WOD_OrcCamp_Medium_02,921,392,52,15,9215239215,Totambu,921.40625,-392.8828125,5
1397,Orc Camp,0,WOD_OrcCamp_Medium_01,895,358,54,70,8955435870,Totambu,895.421875,-358.453125,5
1401,Orc Camp,0,WOD_OrcCamp_Small_01,730,362,61,65,7306136265,Totambu,730.4765625,-362.4921875,5
1405,Orc Camp,0,WOD_OrcCamp_Medium_02,841,374,61,102,84161374102,Totambu,841.4765625,-374.203125,5
1407,Orc Camp,0,WOD_OrcCamp_Large_01,800,368,106,67,80010636867,Totambu,800.828125,-368.4765625,5
1412,Orc Camp,0,WOD_OrcCamp_Medium_02,773,328,121,24,77312832824,Totambu,774,-328.8125,5
1416,Orc Camp,0,WOD_OrcCamp_Small_02,863,317,19,102,86319317102,Totambu,863.1484375,-317.203125,5
1418,Orc Camp,0,WOD_OrcCamp_Medium_01,936,334,15,13,9361533413,Totambu,936.1171875,-334.8984375,5
1423,Orc Camp,0,WOD_OrcCamp_Small_02,805,342,61,70,8056134270,Totambu,805.4765625,-342.453125,5
1701,Orc Camp,0,WOD_OrcCamp_Large_01,748,346,50,107,74850346108,Totambu,748.390625,-346.15625,5
1702,Orc Camp,0,WOD_OrcCamp_Small_01,812,359,67,114,81267359114,Totambu,812.5234375,-359.109375,5
1705,Orc Camp,0,WOD_OrcCamp_Medium_01,809,350,61,76,8096135076,Totambu,809.4765625,-350.40625,5
1706,Orc Camp,0,WOD_OrcCamp_Medium_02,905,332,51,46,9055133246,Totambu,905.3984375,-332.640625,5
