name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,altitude,sink,scale
Rocks,1,WOD_Rocks_RoundSpiky_Small_01,-84,839,320,118,94,Totambu,839.921875,-320.265625,5,4.0,0.5,0.48459345
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,168,819,346,31,108,Totambu,819.2421875,-346.15625,5,4.0,0.5,0.48989205
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,155,802,353,109,56,Totambu,802.8515625,-353.5625,5,4.0,0.5,0.423501
Rocks,1,WOD_Rocks_RoundSpiky_Small_07,46,777,346,31,112,Totambu,777.2421875,-346.125,5,4.0,0.5,0.485687
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,108,882,345,46,70,Totambu,882.359375,-345.453125,5,4.0,0.5,0.4037194
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,28,756,374,91,111,Totambu,756.7109375,-374.1328125,5,4.0,0.5,0.3960688
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,-38,835,363,19,117,Totambu,835.1484375,-363.0859375,5,4.0,0.5,0.4463835
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,8,732,352,88,31,Totambu,732.6875,-352.7578125,5,4.0,0.5,0.4545051
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,-134,895,390,96,70,Totambu,895.75,-390.453125,5,4.0,0.5,0.47208
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,-4,793,334,101,48,Totambu,793.7890625,-334.625,5,4.0,0.5,0.40072565
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,-147,876,392,61,54,Totambu,876.4765625,-392.578125,5,4.0,0.5,0.43568685
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,-123,782,332,1,32,Totambu,782.0078125,-332.75,5,4.0,0.5,0.4222158
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,141,816,343,61,30,Totambu,816.4765625,-343.765625,5,4.0,0.5,0.48749915
Rocks,1,WOD_Rocks_RoundSpiky_Small_05,-34,755,344,113,18,Totambu,755.8828125,-344.859375,5,4.0,0.5,0.40019335
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,71,829,362,13,125,Totambu,829.1015625,-362.0234375,5,4.0,0.5,0.49437925
Rocks,1,WOD_Rocks_RoundSpiky_Small_05,41,736,354,67,80,Totambu,736.5234375,-354.375,5,4.0,0.5,0.4019122
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,-85,753,363,63,31,Totambu,753.4921875,-363.7578125,5,4.0,0.5,0.40707985
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,13,932,385,6,98,Totambu,932.046875,-385.234375,5,4.0,0.5,0.4193316
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,-96,780,325,36,26,Totambu,780.28125,-325.796875,5,4.0,0.5,0.37839835
Rocks,1,WOD_Rocks_RoundSpiky_Small_05,75,735,355,72,105,Totambu,735.5625,-355.1796875,5,4.0,0.5,0.4177807
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,-131,938,344,23,104,Totambu,938.1796875,-344.1875,5,4.0,0.5,0.41037305
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,55,860,368,69,1,Totambu,860.5390625,-368.9921875,5,4.0,0.5,0.3859076
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,24,746,346,96,12,Totambu,746.75,-346.90625,5,4.0,0.5,0.47773815
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,-147,851,357,61,94,Totambu,851.4765625,-357.265625,5,4.0,0.5,0.4613867
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,114,845,336,68,63,Totambu,845.53125,-336.5078125,5,4.0,0.5,0.4581204
Rocks,1,WOD_Rocks_RoundSpiky_Small_05,-91,769,373,122,59,Totambu,769.953125,-373.5390625,5,4.0,0.5,0.45047555
Rocks,1,WOD_Rocks_RoundSpiky_Small_01,141,765,373,55,126,Totambu,765.4296875,-373.015625,5,4.0,0.5,0.4630223
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,-18,753,350,6,52,Totambu,753.046875,-350.59375,5,4.0,0.5,0.4556386
Rocks,1,WOD_Rocks_RoundSpiky_Small_01,26,750,366,82,80,Totambu,750.640625,-366.375,5,4.0,0.5,0.4674469
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,140,923,341,20,93,Totambu,923.15625,-341.2734375,5,4.0,0.5,0.3804455
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,134,795,371,23,85,Totambu,795.1796875,-371.3359375,5,4.0,0.5,0.3866236
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,-35,904,362,27,37,Totambu,904.2109375,-362.7109375,5,4.0,0.5,0.427879
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,15,761,358,118,57,Totambu,761.921875,-358.5546875,5,4.0,0.5,0.46801325
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,136,790,342,44,0,Totambu,790.34375,-343.0,5,4.0,0.5,0.4271759
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,-155,906,384,109,22,Totambu,906.8515625,-384.828125,5,4.0,0.5,0.46175555
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,-173,772,329,76,126,Totambu,772.59375,-329.015625,5,4.0,0.5,0.4526359
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,-154,763,323,14,58,Totambu,763.109375,-323.546875,5,4.0,0.5,0.43928825
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,117,891,359,124,81,Totambu,891.96875,-359.3671875,5,4.0,0.5,0.43153705
Rocks,1,WOD_Rocks_RoundSpiky_Small_07,-150,741,346,65,30,Totambu,741.5078125,-346.765625,5,4.0,0.5,0.3755991
Rocks,1,WOD_Rocks_RoundSpiky_Small_07,-47,740,329,108,22,Totambu,740.84375,-329.828125,5,4.0,0.5,0.38752205
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,39,835,365,73,8,Totambu,835.5703125,-365.9375,5,4.0,0.5,0.452686
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,172,742,338,119,45,Totambu,742.9296875,-338.6484375,5,4.0,0.5,0.47299645
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,-171,731,355,40,104,Totambu,731.3125,-355.1875,5,4.0,0.5,0.4009851
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,44,922,393,63,112,Totambu,922.4921875,-393.125,5,4.0,0.5,0.47715045
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,17,815,339,54,104,Totambu,815.421875,-339.1875,5,4.0,0.5,0.4026068
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,-141,730,352,92,14,Totambu,730.71875,-352.890625,5,4.0,0.5,0.3996274
Rocks,1,WOD_Rocks_RoundSpiky_Small_01,-8,739,369,114,114,Totambu,739.890625,-369.109375,5,4.0,0.5,0.45950515
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,-6,734,358,14,8,Totambu,734.109375,-358.9375,5,4.0,0.5,0.46785815
Rocks,1,WOD_Rocks_RoundSpiky_Small_01,24,802,343,52,114,Totambu,802.40625,-343.109375,5,4.0,0.5,0.38476105
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,-65,778,346,102,33,Totambu,778.796875,-346.7421875,5,4.0,0.5,0.4047134
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,-125,735,341,19,22,Totambu,735.1484375,-341.828125,5,4.0,0.5,0.430293
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,172,899,341,124,39,Totambu,899.96875,-341.6953125,5,4.0,0.5,0.4022917
Rocks,1,WOD_Rocks_RoundSpiky_Small_07,-140,757,369,111,126,Totambu,757.8671875,-369.015625,5,4.0,0.5,0.3845901
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,-111,831,345,119,99,Totambu,831.9296875,-345.2265625,5,4.0,0.5,0.41506385
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,10,753,327,111,121,Totambu,753.8671875,-327.0546875,5,4.0,0.5,0.4173467
Rocks,1,WOD_Rocks_RoundSpiky_Small_02,95,813,369,108,88,Totambu,813.84375,-369.3125,5,4.0,0.5,0.397056
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,-178,905,346,45,85,Totambu,905.3515625,-346.3359375,5,4.0,0.5,0.42543695
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,41,937,367,29,99,Totambu,937.2265625,-367.2265625,5,4.0,0.5,0.4402293
Rocks,1,WOD_Rocks_RoundSpiky_Small_01,-91,801,342,36,122,Totambu,801.28125,-342.046875,5,4.0,0.5,0.4835625
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,-142,907,396,38,86,Totambu,907.296875,-396.328125,5,4.0,0.5,0.42874975
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,109,867,362,54,44,Totambu,867.421875,-362.65625,5,4.0,0.5,0.47522615
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,41,869,349,9,82,Totambu,869.0703125,-349.359375,5,4.0,0.5,0.49205075
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,99,901,393,128,62,Totambu,902.0,-393.515625,5,4.0,0.5,0.48630985
