name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Ephesus Border Tower,0,WOD_Border_Tower_04,,821,430,128,110,821128430110,Ephesus,822,"-430,140625"
Ephesus Border Tower,0,WOD_Scout_Tower_05,180,850,421,97,105,85097421105,Ephesus,"850,7578125","-421,1796875"
Ephesus Border Tower,0,WOD_Scout_Tower_05,,863,423,6,106,86306423106,Ephesus,"863,046875","-423,171875"
Ephesus Border Tower,0,WOD_Border_Tower_04,,866,423,33,123,86633423123,Ephesus,"866,2578125","-423,0390625"
Ephesus Border Tower,0,WOD_Scout_Tower_05,180,893,423,74,122,89374423122,Ephesus,"893,578125","-423,046875"
Ephesus Border Tower,0,WOD_Border_Tower_04,180,897,424,74,114,89774424114,Ephesus,"897,578125","-424,109375"
Ephesus Border Tower,0,WOD_Scout_Tower_05,180,900,424,72,119,90072424119,Ephesus,"900,5625","-424,0703125"
Ephesus Border Tower,0,WOD_Scout_Tower_05,180,923,430,115,50,92311543050,Ephesus,"923,8984375","-430,609375"
Ephesus Border Tower,0,WOD_Scout_Tower_05,180,924,450,116,51,92411645051,Ephesus,"924,90625","-450,6015625"
Ephesus Border Tower,0,WOD_Border_Tower_04,270,915,471,120,111,915120471111,Ephesus,"915,9375","-471,1328125"
Ephesus Border Tower,0,WOD_Border_Tower_04,270,891,471,69,8,8916947108,Ephesus,"891,5390625","-471,9375"
Ephesus Border Tower,0,WOD_Scout_Tower_05,270,866,470,70,12,8667047012,Ephesus,"866,546875","-470,90625"
Ephesus Border Tower,0,WOD_Scout_Tower_05,270,849,471,76,9,8497647109,Ephesus,"849,59375","-471,9296875"
Ephesus Border Tower,0,WOD_Border_Tower_04,270,840,471,70,9,8407047109,Ephesus,"840,546875","-471,9296875"
Ephesus Border Tower,0,WOD_Scout_Tower_05,270,829,470,72,8,8297247008,Ephesus,"829,5625","-470,9375"
Ephesus Border Tower,0,WOD_Scout_Tower_05,,818,470,10,99,8181047099,Ephesus,"818,078125","-470,2265625"
Ephesus Border Tower,0,WOD_Scout_Tower_05,,815,461,44,59,8154446159,Ephesus,"815,34375","-461,5390625"
Ephesus Border Tower,0,WOD_Border_Tower_04,,812,453,9,96,8120945396,Ephesus,"812,0703125","-453,25"
Ephesus Border Tower,0,WOD_Scout_Tower_05,,812,451,12,52,8121245152,Ephesus,"812,09375","-451,59375"
Ephesus Border Tower,0,WOD_Scout_Tower_05,90,817,432,29,119,81729432119,Ephesus,"817,2265625","-432,0703125"
