name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Shalgora Border Tower,0,WOD_Border_Tower_01,,303,194,31,125,30331194125,Shalgora,"303,2421875","-194,0234375"
Shalgora Border Tower,0,WOD_Border_Tower_01,,300,178,63,13,3006317813,Shalgora,"300,4921875","-178,8984375"
Shalgora Border Tower,0,WOD_Scout_Tower_01,,300,172,22,6,3002217206,Shalgora,"300,171875","-172,953125"
Shalgora Border Tower,0,WOD_Border_Tower_01,,295,166,127,27,29512716627,Shalgora,"295,9921875","-166,7890625"
Shalgora Border Tower,0,WOD_Border_Tower_01,,292,163,28,87,2922816387,Shalgora,"292,21875","-163,3203125"
Shalgora Border Tower,0,WOD_Border_Tower_01,,287,159,125,19,28712515919,Shalgora,"287,9765625","-159,8515625"
Shalgora Border Tower,0,WOD_Border_Tower_01,,272,156,36,24,2723615624,Shalgora,"272,28125","-156,8125"
Shalgora Border Tower,0,WOD_Border_Tower_01,,272,139,105,8,27210513908,Shalgora,"272,8203125","-139,9375"
Shalgora Border Tower,0,WOD_Border_Tower_01,,271,132,125,36,27112513236,Shalgora,"271,9765625","-132,71875"
Shalgora Border Tower,0,WOD_Border_Tower_01,,267,126,24,128,26724126128,Shalgora,"267,1875",-126
Shalgora Border Tower,0,WOD_Scout_Tower_01,,267,115,122,127,267122115127,Shalgora,"267,953125","-115,0078125"
Shalgora Border Tower,0,WOD_Scout_Tower_01,,279,111,95,106,27995111106,Shalgora,"279,7421875","-111,171875"
Shalgora Border Tower,0,WOD_Border_Tower_01,,283,111,127,90,28312711190,Shalgora,"283,9921875","-111,296875"
Shalgora Border Tower,0,WOD_Scout_Tower_01,,290,111,93,111,29093111111,Shalgora,"290,7265625","-111,1328125"
Shalgora Border Tower,0,WOD_Scout_Tower_01,,298,105,44,28,2984410528,Shalgora,"298,34375","-105,78125"
Shalgora Border Tower,0,WOD_Border_Tower_01,,298,103,100,110,298100103110,Shalgora,"298,78125","-103,140625"
Shalgora Border Tower,0,WOD_Border_Tower_01,90,307,100,46,108,30746100108,Shalgora,"307,359375","-100,15625"
Shalgora Border Tower,0,WOD_Border_Tower_01,90,319,100,125,108,319125100108,Shalgora,"319,9765625","-100,15625"
Shalgora Border Tower,0,WOD_Scout_Tower_01,90,330,100,3,101,33003100101,Shalgora,"330,0234375","-100,2109375"
Shalgora Border Tower,0,WOD_Border_Tower_01,90,337,100,116,82,33711610082,Shalgora,"337,90625","-100,359375"
Shalgora Border Tower,0,WOD_Border_Tower_01,90,342,100,8,111,34208100111,Shalgora,"342,0625","-100,1328125"
Shalgora Border Tower,0,WOD_Scout_Tower_01,,344,103,113,17,34411310317,Shalgora,"344,8828125","-103,8671875"
Shalgora Border Tower,0,WOD_Scout_Tower_01,180,345,119,93,46,3459311946,Shalgora,"345,7265625","-119,640625"
Shalgora Border Tower,0,WOD_Border_Tower_01,,344,140,110,45,34411014045,Shalgora,"344,859375","-140,6484375"
Shalgora Border Tower,0,WOD_Scout_Tower_01,180,332,146,111,67,33211114667,Shalgora,"332,8671875","-146,4765625"
Shalgora Border Tower,0,WOD_Border_Tower_01,180,331,160,118,56,33111816056,Shalgora,"331,921875","-160,5625"
Shalgora Border Tower,0,WOD_Border_Tower_01,180,331,169,120,111,331120169111,Shalgora,"331,9375","-169,1328125"
Shalgora Border Tower,0,WOD_Border_Tower_01,180,339,188,76,69,3397618869,Shalgora,"339,59375","-188,4609375"
Shalgora Border Tower,0,WOD_Border_Tower_01,270,339,194,81,42,3398119442,Shalgora,"339,6328125","-194,671875"
Shalgora Border Tower,0,WOD_Border_Tower_01,270,321,208,5,18,3210520818,Shalgora,"321,0390625","-208,859375"
Shalgora Border Tower,0,WOD_Border_Tower_01,270,310,213,123,45,31012321345,Shalgora,"310,9609375","-213,6484375"
