name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,-24,314,118,95,117,3149511773,Shalgora,314.7421875,-118.0859375,2.0,4.0,0.3212445801742146,0.9787766298354972
Rocks,1,WOD_Rocks_Round_Small_05,90,279,145,65,80,2796514436,Shalgora,279.5078125,-145.375,3.0,4.0,0.3669294843388208,0.9355344846331808
Rocks,1,WOD_Rocks_Round_Small_03,146,314,147,13,50,3141314606,Shalgora,314.1015625,-147.609375,1.0,4.0,0.3721257290390876,0.7770353337997812
Rocks,1,WOD_Rocks_Round_Small_07,153,338,125,118,62,33811812418,Shalgora,338.921875,-125.515625,1.0,4.0,0.2518339930241207,0.97530281061193
Rocks,1,WOD_Rocks_RoundSpiky_Small_06,82,291,115,23,13,2912311596,Shalgora,291.1796875,-115.8984375,2.0,4.0,0.2570846520351096,0.8731495393336097
Rocks,1,WOD_Rocks_Round_Small_07,-127,306,146,86,90,3068614546,Shalgora,306.671875,-146.296875,1.0,4.0,0.4288416914588661,0.8425392388790242
Rocks,1,WOD_Rocks_Round_Small_08,-10,285,136,109,120,28510913576,Shalgora,285.8515625,-136.0625,3.0,4.0,0.3017307755589502,0.8782919853717102
Rocks,1,WOD_Rocks_Round_Small_01,171,273,152,84,64,2738415120,Shalgora,273.65625,-152.5,3.0,4.0,0.3566136206527911,0.8314322403353307
Rocks,1,WOD_Rocks_Round_Small_02,142,339,136,42,116,3394213572,Shalgora,339.328125,-136.09375,1.0,4.0,0.4312174837082724,0.927018145671134
Rocks,1,WOD_Rocks_RoundSpiky_Small_09,145,270,115,40,72,2704011428,Shalgora,270.3125,-115.4375,2.0,4.0,0.3674937545318936,0.9501618654563622
Rocks,1,WOD_Rocks_Round_Small_04,-155,290,132,17,111,2901713167,Shalgora,290.1328125,-132.1328125,3.0,4.0,0.3208403142858792,0.8681181208474678
Rocks,1,WOD_Rocks_Round_Small_03,15,322,137,76,7,3227613790,Shalgora,322.59375,-137.9453125,1.0,4.0,0.3267503922449855,0.8170459769414079
Rocks,1,WOD_Rocks_RoundSpiky_Small_10,80,325,109,19,33,32519109116,Shalgora,325.1484375,-109.7421875,2.0,4.0,0.4145462512576089,0.8972222329470178
Rocks,1,WOD_Rocks_Round_Small_03,-130,339,134,58,111,3395813367,Shalgora,339.453125,-134.1328125,1.0,4.0,0.3299736150206514,0.8577914142518465
Rocks,1,WOD_Rocks_Round_Small_04,169,334,127,110,50,33411012606,Shalgora,334.859375,-127.609375,1.0,4.0,0.2761470896147701,0.8502229202489593
Rocks,1,WOD_Rocks_Round_Small_07,-130,340,138,95,126,3409513782,Shalgora,340.7421875,-138.015625,1.0,4.0,0.4044504376691614,0.8600374744221306
Rocks,1,WOD_Rocks_Round_Small_04,94,331,143,105,95,33110514251,Shalgora,331.8203125,-143.2578125,1.0,4.0,0.378020638718003,0.8990519664438457
Rocks,1,WOD_Rocks_Round_Small_06,-137,328,113,104,16,32810411399,Shalgora,328.8125,-113.875,1.0,4.0,0.4434896103646888,0.8429507937167146
Rocks,1,WOD_Rocks_Round_Small_02,-165,268,110,113,22,268113110105,Shalgora,268.8828125,-110.828125,3.0,4.0,0.2981045759763961,0.9629343313918124
Rocks,1,WOD_Rocks_Round_Small_03,-13,331,127,28,33,33128127116,Shalgora,331.21875,-127.7421875,1.0,4.0,0.3813488586030227,0.8409720687465444
Rocks,1,WOD_Rocks_Round_Small_03,28,332,118,50,35,33250118118,Shalgora,332.390625,-118.7265625,1.0,4.0,0.287113427448912,0.8788606254663438
Rocks,1,WOD_Rocks_Round_Small_08,-116,298,127,52,37,29852127120,Shalgora,298.40625,-127.7109375,3.0,4.0,0.3692965047911786,0.883343783898581
Rocks,1,WOD_Rocks_RoundSpiky_Small_04,-4,322,104,32,125,3223210381,Shalgora,322.25,-104.0234375,2.0,4.0,0.257018588420242,0.8740366342560503
Rocks,1,WOD_Rocks_Round_Small_02,105,328,140,50,81,3285013937,Shalgora,328.390625,-140.3671875,1.0,4.0,0.3443730391077322,0.8767218732683174
Rocks,1,WOD_Rocks_Round_Small_03,171,321,143,95,47,3219514203,Shalgora,321.7421875,-143.6328125,1.0,4.0,0.3258321286718095,0.7706042175278497
