name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,sink,scale
Foothills,1,WOD_Mountain_Small_01,31,602,8,59,35,Phrygias,602.4609375,-8.7265625,4.0,1,0.8080326
Foothills,1,WOD_Mountain_Small_01,116,594,14,104,56,Phrygias,594.8125,-14.5625,4.0,1,0.6811184
Foothills,1,WOD_Mountain_Small_01,13,578,5,106,100,Phrygias,578.828125,-5.21875,4.0,1,0.6156842
Foothills,1,WOD_Mountain_Small_07,-154,602,9,27,23,Phrygias,602.2109375,-9.8203125,4.0,1,0.9633092
Foothills,1,WOD_Mountain_Small_03,-75,596,10,91,119,Phrygias,596.7109375,-10.0703125,4.0,1,0.6178039
Foothills,1,WOD_Mountain_Small_04,91,596,12,58,82,Phrygias,596.453125,-12.359375,4.0,1,0.9855871
Foothills,1,WOD_Mountain_Small_04,72,596,9,97,14,Phrygias,596.7578125,-9.890625,4.0,1,0.946923
Foothills,1,WOD_Mountain_Small_07,-105,602,11,70,5,Phrygias,602.546875,-11.9609375,4.0,1,0.8272613
Foothills,1,WOD_Mountain_Small_03,-30,588,7,17,8,Phrygias,588.1328125,-7.9375,4.0,1,0.7119888
Foothills,1,WOD_Mountain_Small_02,-138,603,12,110,104,Phrygias,603.859375,-12.1875,4.0,1,0.8977852
Foothills,1,WOD_Mountain_Small_07,-85,593,13,88,64,Phrygias,593.6875,-13.5,4.0,1,0.8246386
Foothills,1,WOD_Mountain_Small_02,15,578,5,56,40,Phrygias,578.4375,-5.6875,4.0,1,0.9527562
Foothills,1,WOD_Mountain_Small_01,-83,604,11,58,32,Phrygias,604.453125,-11.75,4.0,1,0.8803003
Foothills,1,WOD_Mountain_Small_07,-74,604,12,125,91,Phrygias,604.9765625,-12.2890625,4.0,1,0.6373513
Foothills,1,WOD_Mountain_Small_07,-125,594,13,8,9,Phrygias,594.0625,-13.9296875,4.0,1,0.9627419
Foothills,1,WOD_Mountain_Small_02,77,588,9,93,97,Phrygias,588.7265625,-9.2421875,4.0,1,0.777267
Foothills,1,WOD_Mountain_Small_03,17,592,13,124,115,Phrygias,592.96875,-13.1015625,4.0,1,0.8070084
Foothills,1,WOD_Mountain_Small_03,-135,593,13,119,56,Phrygias,593.9296875,-13.5625,4.0,1,0.7356958
Foothills,1,WOD_Mountain_Small_03,-31,578,6,115,78,Phrygias,578.8984375,-6.390625,4.0,1,0.878294
Foothills,1,WOD_Mountain_Small_05,124,593,13,58,52,Phrygias,593.453125,-13.59375,4.0,1,0.8274882
Foothills,1,WOD_Mountain_Small_01,-133,601,7,93,108,Phrygias,601.7265625,-7.15625,4.0,1,0.8272919
Foothills,1,WOD_Mountain_Small_07,-88,579,3,106,49,Phrygias,579.828125,-3.6171875,4.0,1,0.775765
Foothills,1,WOD_Mountain_Small_03,-13,581,4,101,29,Phrygias,581.7890625,-4.7734375,4.0,1,0.6005188
Foothills,1,WOD_Mountain_Small_04,-14,602,9,119,46,Phrygias,602.9296875,-9.640625,4.0,1,0.9380419
Foothills,1,WOD_Mountain_Small_03,-162,588,7,41,20,Phrygias,588.3203125,-7.84375,4.0,1,0.9970869
Foothills,1,WOD_Mountain_Small_03,32,579,6,84,31,Phrygias,579.65625,-6.7578125,4.0,1,0.6222541
Foothills,1,WOD_Mountain_Small_01,-178,588,12,52,95,Phrygias,588.40625,-12.2578125,4.0,1,0.7139795
Foothills,1,WOD_Mountain_Small_03,152,601,8,127,55,Phrygias,601.9921875,-8.5703125,4.0,1,0.6473254
Foothills,1,WOD_Mountain_Small_05,-46,587,12,63,95,Phrygias,587.4921875,-12.2578125,4.0,1,0.81116
Foothills,1,WOD_Mountain_Small_05,65,578,5,60,27,Phrygias,578.46875,-5.7890625,4.0,1,0.732947
Foothills,1,WOD_Mountain_Small_04,-99,602,11,88,69,Phrygias,602.6875,-11.4609375,4.0,1,0.8394974
Foothills,1,WOD_Mountain_Small_02,-168,603,9,42,51,Phrygias,603.328125,-9.6015625,4.0,1,0.8984156
Foothills,1,WOD_Mountain_Small_02,90,579,6,92,47,Phrygias,579.71875,-6.6328125,4.0,1,0.8517413
Foothills,1,WOD_Mountain_Small_04,169,595,9,78,6,Phrygias,595.609375,-9.953125,4.0,1,0.7575221
Foothills,1,WOD_Mountain_Small_02,-19,588,10,45,14,Phrygias,588.3515625,-10.890625,4.0,1,0.6091241
Foothills,1,WOD_Mountain_Small_04,-12,602,8,41,116,Phrygias,602.3203125,-8.09375,4.0,1,0.8260557
Foothills,1,WOD_Mountain_Small_04,40,595,10,9,26,Phrygias,595.0703125,-10.796875,4.0,1,0.8146861
Foothills,1,WOD_Mountain_Small_04,-17,606,9,93,4,Phrygias,606.7265625,-9.96875,4.0,1,0.7960908
Foothills,1,WOD_Mountain_Small_05,155,596,12,55,74,Phrygias,596.4296875,-12.421875,4.0,1,0.7386689
Foothills,1,WOD_Mountain_Small_04,103,587,11,122,18,Phrygias,587.953125,-11.859375,4.0,1,0.885493
