name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale
Small Mountain,3,WOD_Mountain_09,626,52,83,61,626835261,Kambria,626.6484375,-52.5234375,-65,0.69
Small Mountain,3,WOD_Mountain_09,631,47,54,58,631544758,Kambria,631.421875,-47.546875,122,0.67
Small Mountain,3,WOD_Mountain_01,658,44,13,13,658134413,Kambria,658.1015625,-44.8984375,124,0.53
Small Mountain,3,WOD_Mountain_04,651,46,110,9,6511104609,Kambria,651.859375,-46.9296875,-69,0.52
Small Mountain,3,WOD_Mountain_01,612,42,31,100,6123142100,Kambria,612.2421875,-42.21875,89,0.66
Small Mountain,3,WOD_Mountain_02,625,51,0,119,6250051119,Kambria,625,-51.0703125,-68,0.55
Small Mountain,3,WOD_Mountain_09,655,46,120,13,6551204613,Kambria,655.9375,-46.8984375,56,0.58
Small Mountain,3,WOD_Mountain_07,629,48,127,49,6291274849,Kambria,629.9921875,-48.6171875,141,0.68
Small Mountain,3,WOD_Mountain_06,653,44,61,99,653614499,Kambria,653.4765625,-44.2265625,59,0.7
Small Mountain,3,WOD_Mountain_09,623,49,82,67,623824967,Kambria,623.640625,-49.4765625,41,0.56
Small Mountain,3,WOD_Mountain_03,623,49,106,128,62310649128,Kambria,623.828125,-49,-53,0.66
Small Mountain,3,WOD_Mountain_05,656,46,61,24,656614624,Kambria,656.4765625,-46.8125,32,0.64
Small Mountain,3,WOD_Mountain_02,623,48,84,113,6238448113,Kambria,623.65625,-48.1171875,-147,0.57
Small Mountain,3,WOD_Mountain_07,649,45,92,1,649924501,Kambria,649.71875,-45.9921875,151,0.64
Small Mountain,3,WOD_Mountain_05,641,59,63,104,6416359104,Kambria,641.4921875,-59.1875,44,0.53
Small Mountain,3,WOD_Mountain_08,631,49,19,76,631194976,Kambria,631.1484375,-49.40625,65,0.68
Small Mountain,3,WOD_Mountain_05,652,46,55,44,652554644,Kambria,652.4296875,-46.65625,-66,0.71
Small Mountain,3,WOD_Mountain_05,652,44,23,106,6522344106,Kambria,652.1796875,-44.171875,126,0.63
Small Mountain,3,WOD_Mountain_09,637,48,50,10,637504810,Kambria,637.390625,-48.921875,101,0.59
Small Mountain,3,WOD_Mountain_06,653,45,32,67,653324567,Kambria,653.25,-45.4765625,-118,0.58
Small Mountain,3,WOD_Mountain_05,655,48,9,37,655094837,Kambria,655.0703125,-48.7109375,70,0.68
Small Mountain,3,WOD_Mountain_04,629,54,44,51,629445451,Kambria,629.34375,-54.6015625,-52,0.61
Small Mountain,3,WOD_Mountain_01,653,46,88,9,653884609,Kambria,653.6875,-46.9296875,-94,0.59
