name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Menevia Border Tower,0,WOD_Border_Tower_02,,790,153,32,84,7903215384,Menevia,"790,25","-153,34375"
Menevia Border Tower,0,WOD_Scout_Tower_02,,809,148,29,116,80929148116,Menevia,"809,2265625","-148,09375"
Menevia Border Tower,0,WOD_Border_Tower_02,,823,147,35,118,82335147118,Menevia,"823,2734375","-147,078125"
Menevia Border Tower,0,WOD_Border_Tower_02,,839,144,10,96,8391014496,Menevia,"839,078125","-144,25"
Menevia Border Tower,0,WOD_Scout_Tower_02,,843,143,31,120,84331143120,Menevia,"843,2421875","-143,0625"
Menevia Border Tower,0,WOD_Border_Tower_02,180,851,146,122,49,85112214649,Menevia,"851,953125","-146,6171875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,851,144,122,40,85112214440,Menevia,"851,953125","-144,6875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,851,143,118,60,85111814360,Menevia,"851,921875","-143,53125"
Menevia Border Tower,0,WOD_Border_Tower_02,180,850,142,120,82,85012014282,Menevia,"850,9375","-142,359375"
Menevia Border Tower,0,WOD_Border_Tower_02,180,851,148,118,113,851118148113,Menevia,"851,921875","-148,1171875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,850,150,115,72,85011515072,Menevia,"850,8984375","-150,4375"
Menevia Border Tower,0,WOD_Border_Tower_02,180,850,153,122,73,85012215373,Menevia,"850,953125","-153,4296875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,850,155,119,47,85011915547,Menevia,"850,9296875","-155,6328125"
Menevia Border Tower,0,WOD_Border_Tower_02,180,850,155,123,93,85012315593,Menevia,"850,9609375","-155,2734375"
Menevia Border Tower,0,WOD_Border_Tower_02,270,850,157,41,10,8504115710,Menevia,"850,3203125","-157,921875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,849,160,122,114,849122160114,Menevia,"849,953125","-160,109375"
Menevia Border Tower,0,WOD_Border_Tower_02,180,849,163,122,104,849122163104,Menevia,"849,953125","-163,1875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,849,166,116,49,84911616649,Menevia,"849,90625","-166,6171875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,849,173,118,108,849118173108,Menevia,"849,921875","-173,15625"
Menevia Border Tower,0,WOD_Border_Tower_02,180,849,177,119,73,84911917773,Menevia,"849,9296875","-177,4296875"
Menevia Border Tower,0,WOD_Border_Tower_02,180,850,184,118,40,85011818440,Menevia,"850,921875","-184,6875"
Menevia Border Tower,0,WOD_Scout_Tower_02,180,845,195,106,50,84510619550,Menevia,"845,828125","-195,609375"
Menevia Border Tower,0,WOD_Border_Tower_02,180,846,199,119,55,84611919955,Menevia,"846,9296875","-199,5703125"
Menevia Border Tower,0,WOD_Scout_Tower_02,,850,212,102,22,85010221222,Menevia,"850,796875","-212,828125"
Menevia Border Tower,0,WOD_Scout_Tower_02,,837,211,28,17,8372821117,Menevia,"837,21875","-211,8671875"
Menevia Border Tower,0,WOD_Scout_Tower_02,,833,208,5,50,8330520850,Menevia,"833,0390625","-208,609375"
Menevia Border Tower,0,WOD_Border_Tower_02,180,827,211,118,99,82711821199,Menevia,"827,921875","-211,2265625"
Menevia Border Tower,0,WOD_Scout_Tower_02,180,828,218,115,51,82811521851,Menevia,"828,8984375","-218,6015625"
Menevia Border Tower,0,WOD_Border_Tower_02,,790,215,108,18,79010821518,Menevia,"790,84375","-215,859375"
Menevia Border Tower,0,WOD_Border_Tower_02,,800,182,18,54,8001818254,Menevia,"800,140625","-182,578125"
Menevia Border Tower,0,WOD_Border_Tower_02,,797,163,37,45,7973716345,Menevia,"797,2890625","-163,6484375"
