fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
538,Orc Camp,0,WOD_OrcCamp_Medium_03,-102,174,452,96,26,1749645226,Abibon-gora,174.75,-452.796875,7
539,Orc Camp,0,WOD_OrcCamp_Large_01,48,174,453,114,35,17411445335,Abibon-gora,174.890625,-453.7265625,7
540,Orc Camp,0,WOD_OrcCamp_Small_01,42,175,453,40,67,1754045367,Abibon-gora,175.3125,-453.4765625,7
541,Orc Camp,0,WOD_OrcCamp_Small_02,-164,152,484,127,23,15212748423,Abibon-gora,152.9921875,-484.8203125,0
542,Orc Camp,0,WOD_OrcCamp_Small_03,-88,154,483,123,45,15412348345,Abibon-gora,154.9609375,-483.6484375,7
543,Orc Camp,0,WOD_OrcCamp_Medium_01,6,153,483,5,10,1530548310,Abibon-gora,153.0390625,-483.921875,7
544,Orc Camp,0,WOD_OrcCamp_Medium_02,2,209,484,61,73,2096148473,Abibon-gora,209.4765625,-484.4296875,7
545,Orc Camp,0,WOD_OrcCamp_Medium_03,5,207,482,72,67,2077248267,Abibon-gora,207.5625,-482.4765625,7
546,Orc Camp,0,WOD_OrcCamp_Large_01,47,209,484,88,96,2098848496,Abibon-gora,209.6875,-484.25,7
1427,Orc Camp,0,WOD_OrcCamp_Medium_03,-29,170,491,96,38,1709649138,Abibon-gora,170.75,-491.703125,7
1432,Orc Camp,0,WOD_OrcCamp_Medium_01,-43,197,487,120,90,19712048790,Abibon-gora,197.9375,-487.296875,7
1434,Orc Camp,0,WOD_OrcCamp_Medium_03,-56,204,486,110,54,20411048654,Abibon-gora,204.859375,-486.578125,7
1441,Orc Camp,0,WOD_OrcCamp_Medium_03,-109,202,473,22,114,20222473114,Abibon-gora,202.171875,-473.109375,7
1444,Orc Camp,0,WOD_OrcCamp_Small_02,-171,198,489,28,76,1982848976,Abibon-gora,198.21875,-489.40625,7
