fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
517,Orc Camp,0,WOD_OrcCamp_Medium_03,-62,377,32,42,65,377423265,Ykalon,377.328125,-32.4921875,1
518,Orc Camp,0,WOD_OrcCamp_Large_01,15,376,32,108,110,37611332118,Ykalon,376.8828125,-32.078125,1
519,Orc Camp,0,WOD_OrcCamp_Small_01,18,377,32,27,96,377273296,Ykalon,377.2109375,-32.25,1
520,Orc Camp,0,WOD_OrcCamp_Small_02,-67,318,46,6,63,318034663,Ykalon,318.0234375,-46.5078125,1
521,Orc Camp,0,WOD_OrcCamp_Small_03,18,317,47,69,86,317694786,Ykalon,317.5390625,-47.328125,1
522,Orc Camp,0,WOD_OrcCamp_Medium_01,163,316,46,52,117,3165246119,Ykalon,316.40625,-46.0703125,1
1287,Orc Camp,0,WOD_OrcCamp_Medium_03,-86,446,37,96,91,4461093791,Ykalon,446.8515625,-37.2890625,1
1297,Orc Camp,0,WOD_OrcCamp_Small_02,96,445,21,18,61,445182161,Ykalon,445.140625,-21.5234375,1
74,Orc Camp,0,WOD_OrcCamp_Medium_01,-107,377,18,114,12,3771141810,Ykalon,377.890625,-18.921875,2
75,Orc Camp,0,WOD_OrcCamp_Medium_02,-19,378,18,51,49,378511849,Ykalon,378.3984375,-18.6171875,2
263,Orc Camp,0,WOD_OrcCamp_Medium_01,-180,398,4,78,14,398780414,Ykalon,398.609375,-4.890625,2
264,Orc Camp,0,WOD_OrcCamp_Medium_02,119,398,2,52,14,398520214,Ykalon,398.40625,-2.890625,2
478,Orc Camp,0,WOD_OrcCamp_Small_02,-21,443,10,28,6,443281001,Ykalon,443.21875,-10.9921875,2
479,Orc Camp,0,WOD_OrcCamp_Small_03,152,443,10,118,90,4431201090,Ykalon,443.9375,-10.296875,2
508,Orc Camp,0,WOD_OrcCamp_Medium_01,52,298,1,64,38,298640138,Ykalon,298.5,-1.703125,2
509,Orc Camp,0,WOD_OrcCamp_Medium_02,-102,297,0,12,65,297120065,Ykalon,297.09375,-0.4921875,2
511,Orc Camp,0,WOD_OrcCamp_Large_01,126,338,6,93,97,338930697,Ykalon,338.7265625,-6.2421875,2
512,Orc Camp,0,WOD_OrcCamp_Small_01,95,338,4,60,76,338600476,Ykalon,338.46875,-4.40625,2
513,Orc Camp,0,WOD_OrcCamp_Small_02,50,336,4,24,6,336240401,Ykalon,336.1875,-4.9921875,2
514,Orc Camp,0,WOD_OrcCamp_Small_03,-101,352,10,54,8,352541005,Ykalon,352.421875,-10.9609375,2
515,Orc Camp,0,WOD_OrcCamp_Medium_01,65,352,11,116,68,3521241168,Ykalon,352.96875,-11.46875,2
1100,Orc Camp,0,WOD_OrcCamp_Small_01,-150,401,20,32,93,401322093,Ykalon,401.25,-20.2734375,2
1101,Orc Camp,0,WOD_OrcCamp_Small_02,-4,393,29,102,77,3931022977,Ykalon,393.796875,-29.3984375,2
1105,Orc Camp,0,WOD_OrcCamp_Medium_03,109,296,16,39,41,296311640,Ykalon,296.2421875,-16.6875,2
1106,Orc Camp,0,WOD_OrcCamp_Large_01,119,348,19,29,22,348291905,Ykalon,348.2265625,-19.9609375,2
1109,Orc Camp,0,WOD_OrcCamp_Small_03,-127,315,27,74,11,315742703,Ykalon,315.578125,-27.9765625,2
