name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Ykalon Border Tower,0,WOD_Border_Tower_06,,287,7,9,114,2870907114,Ykalon,"287,0703125","-7,109375"
Ykalon Border Tower,0,WOD_Border_Tower_06,,277,16,23,113,2772316113,Ykalon,"277,1796875","-16,1171875"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,276,17,13,100,2761317100,Ykalon,"276,1015625","-17,21875"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,275,24,8,100,2750824100,Ykalon,"275,0625","-24,21875"
Ykalon Border Tower,0,WOD_Border_Tower_06,,275,35,49,58,275493558,Ykalon,"275,3828125","-35,546875"
Ykalon Border Tower,0,WOD_Border_Tower_06,,278,50,58,95,278585095,Ykalon,"278,453125","-50,2578125"
Ykalon Border Tower,0,WOD_Border_Tower_06,,284,51,32,12,284325112,Ykalon,"284,25","-51,90625"
Ykalon Border Tower,0,WOD_Border_Tower_06,,290,51,70,13,290705113,Ykalon,"290,546875","-51,8984375"
Ykalon Border Tower,0,WOD_Border_Tower_06,,304,50,55,28,304555028,Ykalon,"304,4296875","-50,78125"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,324,54,31,26,324315426,Ykalon,"324,2421875","-54,796875"
Ykalon Border Tower,0,WOD_Border_Tower_06,,329,54,32,26,329325426,Ykalon,"329,25","-54,796875"
Ykalon Border Tower,0,WOD_Border_Tower_06,,353,42,72,19,353724219,Ykalon,"353,5625","-42,8515625"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,368,43,79,18,368794318,Ykalon,"368,6171875","-43,859375"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,373,43,31,20,373314320,Ykalon,"373,2421875","-43,84375"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,378,43,115,102,37811543102,Ykalon,"378,8984375","-43,203125"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,380,35,3,26,380033526,Ykalon,"380,0234375","-35,796875"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,390,38,102,24,3901023824,Ykalon,"390,796875","-38,8125"
Ykalon Border Tower,0,WOD_Border_Tower_06,,394,38,10,17,394103817,Ykalon,"394,078125","-38,8671875"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,402,38,55,18,402553818,Ykalon,"402,4296875","-38,859375"
Ykalon Border Tower,0,WOD_Border_Tower_06,,422,38,77,17,422773817,Ykalon,"422,6015625","-38,8671875"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,430,40,118,111,43011840111,Ykalon,"430,921875","-40,1328125"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,449,37,111,56,4491113756,Ykalon,"449,8671875","-37,5625"
Ykalon Border Tower,0,WOD_Border_Tower_06,,448,35,1,111,4480135111,Ykalon,"448,0078125","-35,1328125"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,447,31,120,13,4471203113,Ykalon,"447,9375","-31,8984375"
Ykalon Border Tower,0,WOD_Border_Tower_06,,444,18,115,122,44411518122,Ykalon,"444,8984375","-18,046875"
Ykalon Border Tower,0,WOD_Border_Tower_06,,443,12,116,61,4431161261,Ykalon,"443,90625","-12,5234375"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,442,7,24,123,4422407123,Ykalon,"442,1875","-7,0390625"
Ykalon Border Tower,0,WOD_Scout_Tower_01,,442,3,122,105,44212203105,Ykalon,"442,953125","-3,1796875"
