fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink
75737,Rocks,1,WOD_Rocks_Round_LightGray_Medium_10,113,271,1133027175,30,75,Betony,113.234375,-271.4140625,-9,Temperate Woodlands,LightGray,0.5
75522,Rocks,1,WOD_Rocks_Round_LightGray_Large_04,120,259,1201225965,12,65,Betony,120.09375,-259.4921875,-26,Temperate Woodlands,LightGray,0.5
75636,Rocks,1,WOD_Rocks_Round_LightGray_Large_03,111,263,1116826376,68,76,Betony,111.53125,-263.40625,-169,Temperate Woodlands,LightGray,0.5
75695,Rocks,1,WOD_Rocks_Round_LightGray_Large_01,129,261,12939261105,39,105,Betony,129.3046875,-261.1796875,-100,Temperate Woodlands,LightGray,0.5
75675,Rocks,1,WOD_Rocks_Round_LightGray_Large_04,111,263,11112026369,120,69,Betony,111.9375,-263.4609375,51,Temperate Woodlands,LightGray,0.5
75558,Rocks,1,WOD_Rocks_Round_LightGray_Large_06,127,253,12738253120,38,120,Betony,127.296875,-253.0625,-44,Temperate Woodlands,LightGray,0.5
75666,Rocks,1,WOD_Rocks_Round_LightGray_Medium_01,112,270,1124727042,47,42,Betony,112.3671875,-270.671875,178,Temperate Woodlands,LightGray,0.5
75841,Rocks,1,WOD_Rocks_Round_LightGray_Medium_08,131,256,1316225626,62,26,Betony,131.484375,-256.796875,-63,Temperate Woodlands,LightGray,0.5
75678,Rocks,1,WOD_Rocks_Round_LightGray_Large_08,130,258,130128258100,128,100,Betony,131,-258.21875,-75,Temperate Woodlands,LightGray,0.5
75777,Rocks,1,WOD_Rocks_Round_LightGray_Small_09,118,252,1184725231,47,31,Betony,118.3671875,-252.7578125,98,Temperate Woodlands,LightGray,0.5
75769,Rocks,1,WOD_Rocks_Round_LightGray_Large_08,111,256,1117925610,79,10,Betony,111.6171875,-256.921875,-67,Ocean,LightGray,0.5
75554,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,116,254,11696254101,96,101,Betony,116.75,-254.2109375,53,Temperate Woodlands,LightGray,0.5
75575,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,113,272,1131127255,11,55,Betony,113.0859375,-272.5703125,-37,Temperate Woodlands,LightGray,0.5
75569,Rocks,1,WOD_Rocks_Round_LightGray_Small_10,116,272,11611527288,115,88,Betony,116.8984375,-272.3125,56,Temperate Woodlands,LightGray,0.5
75718,Rocks,1,WOD_Rocks_Round_LightGray_Large_05,109,268,1091826862,18,62,Betony,109.140625,-268.515625,-163,Temperate Woodlands,LightGray,0.5
75748,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,127,256,12710625691,106,91,Betony,127.828125,-256.2890625,-74,Temperate Woodlands,LightGray,0.5
75703,Rocks,1,WOD_Rocks_Round_LightGray_Small_07,118,269,1185626951,56,51,Betony,118.4375,-269.6015625,-115,Temperate Woodlands,LightGray,0.5
75641,Rocks,1,WOD_Rocks_Round_LightGray_Small_01,112,271,11210327179,103,79,Betony,112.8046875,-271.3828125,-152,Temperate Woodlands,LightGray,0.5
75838,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,109,261,1093926162,39,62,Betony,109.3046875,-261.515625,97,Temperate Woodlands,LightGray,0.5
75839,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,113,271,1138727137,87,37,Betony,113.6796875,-271.7109375,40,Temperate Woodlands,LightGray,0.5
75504,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,113,256,11367256125,67,125,Betony,113.5234375,-256.0234375,-118,Temperate Woodlands,LightGray,0.5
75803,Rocks,1,WOD_Rocks_Round_LightGray_Medium_10,116,271,11611527173,115,73,Betony,116.8984375,-271.4296875,-163,Temperate Woodlands,LightGray,0.5
75683,Rocks,1,WOD_Rocks_Round_LightGray_Small_06,110,260,1105826094,58,94,Betony,110.453125,-260.265625,9,Temperate Woodlands,LightGray,0.5
75804,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,129,258,1295625855,56,55,Betony,129.4375,-258.5703125,77,Temperate Woodlands,LightGray,0.5
75628,Rocks,1,WOD_Rocks_Round_LightGray_Medium_02,128,257,1288725737,87,37,Betony,128.6796875,-257.7109375,-148,Temperate Woodlands,LightGray,0.5
75702,Rocks,1,WOD_Rocks_Round_LightGray_Small_04,120,257,12012625764,126,64,Betony,120.984375,-257.5,135,Temperate Woodlands,LightGray,0.5
75542,Rocks,1,WOD_Rocks_Round_LightGray_Small_02,124,257,1240925767,9,67,Betony,124.0703125,-257.4765625,-127,Temperate Woodlands,LightGray,0.5
75564,Rocks,1,WOD_Rocks_Round_LightGray_Small_04,128,258,1288325832,83,32,Betony,128.6484375,-258.75,165,Temperate Woodlands,LightGray,0.5
75654,Rocks,1,WOD_Rocks_Round_LightGray_Large_03,116,266,1160626697,6,97,Betony,116.046875,-266.2421875,131,Temperate Woodlands,LightGray,0.5
75790,Rocks,1,WOD_Rocks_Round_LightGray_Large_03,118,268,1185126839,51,39,Betony,118.3984375,-268.6953125,-138,Temperate Woodlands,LightGray,0.5
75665,Rocks,1,WOD_Rocks_Round_LightGray_Small_10,112,260,11255260123,55,123,Betony,112.4296875,-260.0390625,-148,Temperate Woodlands,LightGray,0.5
75700,Rocks,1,WOD_Rocks_Round_LightGray_Small_02,118,262,1184926286,49,86,Betony,118.3828125,-262.328125,-25,Temperate Woodlands,LightGray,0.5
75627,Rocks,1,WOD_Rocks_Round_LightGray_Medium_01,111,260,11169260117,69,117,Betony,111.5390625,-260.0859375,-165,Temperate Woodlands,LightGray,0.5
75668,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,121,258,12183258103,83,103,Betony,121.6484375,-258.1953125,81,Temperate Woodlands,LightGray,0.5
75824,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,110,261,1109326185,93,85,Betony,110.7265625,-261.3359375,-125,Temperate Woodlands,LightGray,0.5
75528,Rocks,1,WOD_Rocks_Round_LightGray_Small_09,119,262,1199426292,94,92,Betony,119.734375,-262.28125,103,Temperate Woodlands,LightGray,0.5
75826,Rocks,1,WOD_Rocks_Round_LightGray_Large_02,122,264,12274264121,74,121,Betony,122.578125,-264.0546875,-126,Temperate Woodlands,LightGray,0.5
75782,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,118,256,11811225645,112,45,Betony,118.875,-256.6484375,-119,Temperate Woodlands,LightGray,0.5
75634,Rocks,1,WOD_Rocks_Round_LightGray_Large_01,129,262,129122262103,122,103,Betony,129.953125,-262.1953125,0,Temperate Woodlands,LightGray,0.5
75551,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,131,255,1314525509,45,9,Betony,131.3515625,-255.9296875,86,Temperate Woodlands,LightGray,0.5
75625,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,112,264,1127826492,78,92,Betony,112.609375,-264.28125,153,Temperate Woodlands,LightGray,0.5
75730,Rocks,1,WOD_Rocks_Round_LightGray_Small_10,122,253,12251253100,51,100,Betony,122.3984375,-253.21875,-53,Temperate Woodlands,LightGray,0.5
75681,Rocks,1,WOD_Rocks_Round_LightGray_Small_04,128,262,1288226282,82,82,Betony,128.640625,-262.359375,166,Temperate Woodlands,LightGray,0.5
75601,Rocks,1,WOD_Rocks_Round_LightGray_Large_07,120,258,1202525870,25,70,Betony,120.1953125,-258.453125,91,Temperate Woodlands,LightGray,0.5
75757,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,112,271,1126427150,64,50,Betony,112.5,-271.609375,-73,Temperate Woodlands,LightGray,0.5
75508,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,116,256,1167525615,75,15,Betony,116.5859375,-256.8828125,-39,Temperate Woodlands,LightGray,0.5
75521,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,112,269,11235269128,35,128,Betony,112.2734375,-269,-21,Temperate Woodlands,LightGray,0.5
75687,Rocks,1,WOD_Rocks_Round_LightGray_Medium_01,115,256,1152125621,21,21,Betony,115.1640625,-256.8359375,82,Temperate Woodlands,LightGray,0.5
75742,Rocks,1,WOD_Rocks_Round_LightGray_Large_06,123,253,1239925339,99,39,Betony,123.7734375,-253.6953125,104,Temperate Woodlands,LightGray,0.5
75829,Rocks,1,WOD_Rocks_Round_LightGray_Small_01,134,258,13411025844,110,44,Betony,134.859375,-258.65625,30,Temperate Woodlands,LightGray,0.5
75658,Rocks,1,WOD_Rocks_Round_LightGray_Small_02,129,256,1298225681,82,81,Betony,129.640625,-256.3671875,174,Temperate Woodlands,LightGray,0.5
75547,Rocks,1,WOD_Rocks_Round_LightGray_Small_09,122,264,1224426457,44,57,Betony,122.34375,-264.5546875,-127,Temperate Woodlands,LightGray,0.5
75814,Rocks,1,WOD_Rocks_Round_LightGray_Small_06,113,262,11311726276,117,76,Betony,113.9140625,-262.40625,16,Temperate Woodlands,LightGray,0.5
75639,Rocks,1,WOD_Rocks_Round_LightGray_Large_08,116,269,11694269111,94,111,Betony,116.734375,-269.1328125,28,Temperate Woodlands,LightGray,0.5
75595,Rocks,1,WOD_Rocks_Round_LightGray_Medium_09,131,255,1310425522,4,22,Betony,131.03125,-255.828125,73,Temperate Woodlands,LightGray,0.5
75531,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,122,267,1221726759,17,59,Betony,122.1328125,-267.5390625,-173,Temperate Woodlands,LightGray,0.5
75828,Rocks,1,WOD_Rocks_Round_LightGray_Large_09,121,268,1212526878,25,78,Betony,121.1953125,-268.390625,79,Temperate Woodlands,LightGray,0.5
75591,Rocks,1,WOD_Rocks_Round_LightGray_Medium_03,119,270,11912027029,120,29,Betony,119.9375,-270.7734375,-57,Temperate Woodlands,LightGray,0.5
75526,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,131,259,13169259102,69,102,Betony,131.5390625,-259.203125,9,Temperate Woodlands,LightGray,0.5
75501,Rocks,1,WOD_Rocks_Round_LightGray_Medium_01,115,256,11590256121,90,121,Betony,115.703125,-256.0546875,-141,Temperate Woodlands,LightGray,0.5
75622,Rocks,1,WOD_Rocks_Round_LightGray_Small_02,110,268,1102526872,25,72,Betony,110.1953125,-268.4375,3,Temperate Woodlands,LightGray,0.5
75761,Rocks,1,WOD_Rocks_Round_LightGray_Medium_10,133,260,133125260103,125,103,Betony,133.9765625,-260.1953125,-99,Temperate Woodlands,LightGray,0.5
75550,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,122,255,1223925545,39,45,Betony,122.3046875,-255.6484375,-84,Temperate Woodlands,LightGray,0.5
75619,Rocks,1,WOD_Rocks_Round_LightGray_Large_03,119,256,1195825662,58,62,Betony,119.453125,-256.515625,-5,Temperate Woodlands,LightGray,0.5
75845,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,123,265,1231126508,11,8,Betony,123.0859375,-265.9375,-89,Temperate Woodlands,LightGray,0.5
75664,Rocks,1,WOD_Rocks_Round_LightGray_Small_09,121,264,1213526488,35,88,Betony,121.2734375,-264.3125,126,Temperate Woodlands,LightGray,0.5
75584,Rocks,1,WOD_Rocks_Round_LightGray_Small_01,113,263,11391263123,91,123,Betony,113.7109375,-263.0390625,12,Temperate Woodlands,LightGray,0.5
75651,Rocks,1,WOD_Rocks_Round_LightGray_Medium_10,117,254,11766254101,66,101,Betony,117.515625,-254.2109375,144,Temperate Woodlands,LightGray,0.5
75540,Rocks,1,WOD_Rocks_Round_LightGray_Large_09,118,257,1188025728,80,28,Betony,118.625,-257.78125,157,Temperate Woodlands,LightGray,0.5
75809,Rocks,1,WOD_Rocks_Round_LightGray_Large_09,117,271,1178827165,88,65,Betony,117.6875,-271.4921875,-54,Temperate Woodlands,LightGray,0.5
75822,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,132,260,13210326017,103,17,Betony,132.8046875,-260.8671875,-94,Temperate Woodlands,LightGray,0.5
75821,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,114,267,1147326704,73,4,Betony,114.5703125,-267.96875,-134,Temperate Woodlands,LightGray,0.5
75538,Rocks,1,WOD_Rocks_Round_LightGray_Large_06,130,258,1303925820,39,20,Betony,130.3046875,-258.84375,112,Temperate Woodlands,LightGray,0.5
75612,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,109,268,1094226860,42,60,Betony,109.328125,-268.53125,-62,Temperate Woodlands,LightGray,0.5
75714,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,131,258,1313225896,32,96,Betony,131.25,-258.25,-82,Temperate Woodlands,LightGray,0.5
75605,Rocks,1,WOD_Rocks_Round_LightGray_Small_04,130,261,13011126127,111,27,Betony,130.8671875,-261.7890625,-115,Temperate Woodlands,LightGray,0.5
75671,Rocks,1,WOD_Rocks_Round_LightGray_Medium_09,125,262,1256026217,60,17,Betony,125.46875,-262.8671875,150,Temperate Woodlands,LightGray,0.5
75776,Rocks,1,WOD_Rocks_Round_LightGray_Small_08,114,270,1149527003,95,3,Betony,114.7421875,-270.9765625,164,Temperate Woodlands,LightGray,0.5
75661,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,132,257,1324325768,43,68,Betony,132.3359375,-257.46875,-55,Temperate Woodlands,LightGray,0.5
75630,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,126,254,1267325424,73,24,Betony,126.5703125,-254.8125,61,Temperate Woodlands,LightGray,0.5
75747,Rocks,1,WOD_Rocks_Round_LightGray_Small_03,114,266,1145026659,50,59,Betony,114.390625,-266.5390625,-129,Temperate Woodlands,LightGray,0.5
75566,Rocks,1,WOD_Rocks_Round_LightGray_Small_06,114,265,1142526514,25,14,Betony,114.1953125,-265.890625,-11,Temperate Woodlands,LightGray,0.5
75692,Rocks,1,WOD_Rocks_Round_LightGray_Medium_09,112,266,11295266110,95,110,Betony,112.7421875,-266.140625,30,Temperate Woodlands,LightGray,0.5
75802,Rocks,1,WOD_Rocks_Round_LightGray_Medium_02,125,261,1252926184,29,84,Betony,125.2265625,-261.34375,103,Temperate Woodlands,LightGray,0.5
75660,Rocks,1,WOD_Rocks_Round_LightGray_Small_04,111,265,1113326557,33,57,Betony,111.2578125,-265.5546875,95,Temperate Woodlands,LightGray,0.5
75512,Rocks,1,WOD_Rocks_Round_LightGray_Large_01,122,252,1228725204,87,4,Betony,122.6796875,-252.96875,44,Ocean,LightGray,0.5
75597,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,121,255,1213625595,36,95,Betony,121.28125,-255.2578125,125,Temperate Woodlands,LightGray,0.5
75801,Rocks,1,WOD_Rocks_Round_LightGray_Small_10,118,252,11811825221,118,21,Betony,118.921875,-252.8359375,-115,Temperate Woodlands,LightGray,0.5
75831,Rocks,1,WOD_Rocks_Round_LightGray_Small_03,111,269,11121269120,21,120,Betony,111.1640625,-269.0625,-71,Temperate Woodlands,LightGray,0.5
75818,Rocks,1,WOD_Rocks_Round_LightGray_Medium_01,110,261,1105426151,54,51,Betony,110.421875,-261.6015625,9,Temperate Woodlands,LightGray,0.5
75720,Rocks,1,WOD_Rocks_Round_LightGray_Large_07,116,260,11611826093,118,93,Betony,116.921875,-260.2734375,155,Temperate Woodlands,LightGray,0.5
