name,type,prefab,worldX,worldY,terrainX,terrainY,gisX,gisY
WOD_Ruins,0,WOD_Ruins_06,714,313,64,107,714.5,-313.1640625
WOD_BanditCamp,0,WOD_BanditCamp_06,714,313,107,64,714.8359375,-313.5
WOD_GuardTower,0,WOD_Guardtower_01,721,313,67,21,721.5,-313.8359375
WOD_Ruins,0,WOD_Ruins_03,717,314,64,107,717.5,-314.1640625
WOD_BanditCamp,0,WOD_BanditCamp_08,730,314,107,64,730.8359375,-314.5
WOD_Ruins,0,WOD_Ruins_05,736,314,68,64,736.5,-314.5
WOD_Ruins,0,WOD_Ruins_05,736,314,21,21,736.1640625,-314.8359375
WOD_Ruins,0,WOD_Ruins_04,707,315,21,107,707.1640625,-315.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,708,315,107,64,708.8359375,-315.5
WOD_Ruins,0,WOD_Ruins_01,722,315,107,60,722.8359375,-315.5
WOD_BanditCamp,0,WOD_BanditCamp_05,722,315,107,21,722.8359375,-315.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_02,723,315,21,62,723.1640625,-315.5
WOD_BanditFort,0,WOD_BanditFort_01,723,315,21,107,723.1640625,-315.1640625
WOD_BanditCamp,0,WOD_BanditCamp_05,728,315,64,21,728.5,-315.8359375
WOD_Ruins,0,WOD_Ruins_03,734,315,21,64,734.1640625,-315.5
WOD_BanditCamp,0,WOD_BanditCamp_03,734,315,107,21,734.8359375,-315.8359375
WOD_Ruins,0,WOD_Ruins_03,738,315,107,64,738.8359375,-315.5
WOD_GuardTower,0,WOD_Guardtower_01,701,316,21,64,701.1640625,-316.5
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_03,701,316,21,110,701.1640625,-316.1640625
WOD_GuardTower,0,WOD_Guardtower_01,701,316,61,21,701.5,-316.8359375
WOD_BanditCamp,0,WOD_BanditCamp_09,713,316,21,64,713.1640625,-316.5
WOD_Ruins,0,WOD_Ruins_03,713,316,21,107,713.1640625,-316.1640625
WOD_BanditCamp,0,WOD_BanditCamp_05,713,316,107,21,713.8359375,-316.8359375
WOD_BanditCamp,0,WOD_BanditCamp_03,731,316,21,107,731.1640625,-316.1640625
WOD_BanditFort,0,WOD_BanditFort_01,732,316,107,107,732.8359375,-316.1640625
WOD_Ruins,0,WOD_Ruins_02,734,316,64,21,734.5,-316.8359375
WOD_BanditCamp,0,WOD_BanditCamp_01,742,316,21,107,742.1640625,-316.1640625
WOD_BanditCamp,0,WOD_BanditCamp_01,703,317,21,107,703.1640625,-317.1640625
WOD_Ruins,0,WOD_Ruins_06,707,317,64,107,707.5,-317.1640625
WOD_Ruins,0,WOD_Ruins_03,708,317,64,21,708.5,-317.8359375
WOD_BanditFort,0,WOD_BanditFort_01,721,317,21,21,721.1640625,-317.8359375
WOD_BanditCamp,0,WOD_BanditCamp_07,733,317,107,107,733.8359375,-317.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,741,317,21,64,741.1640625,-317.5
WOD_Ruins,0,WOD_Ruins_02,741,317,64,21,741.5,-317.8359375
WOD_BanditCamp,0,WOD_BanditCamp_08,744,317,21,58,744.1640625,-317.5
WOD_Ruins,0,WOD_Ruins_06,687,318,107,21,687.8359375,-318.8359375
WOD_BanditCamp,0,WOD_BanditCamp_01,689,318,21,21,689.1640625,-318.8359375
WOD_BanditFort,0,WOD_BanditFort_01,691,318,107,21,691.8359375,-318.8359375
WOD_BanditFort,0,WOD_BanditFort_01,695,318,107,107,695.8359375,-318.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_02,707,318,21,64,707.1640625,-318.5
WOD_Ruins,0,WOD_Ruins_06,707,318,107,64,707.8359375,-318.5
WOD_GuardTower,0,WOD_Guardtower_01,721,318,62,64,721.5,-318.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_06,721,318,66,107,721.5,-318.1640625
WOD_Ruins,0,WOD_Ruins_06,736,318,21,107,736.1640625,-318.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,739,318,21,116,739.1640625,-318.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,743,318,107,21,743.8359375,-318.8359375
WOD_Ruins,0,WOD_Ruins_02,686,319,21,64,686.1640625,-319.5
WOD_Ruins,0,WOD_Ruins_01,686,319,64,21,686.5,-319.8359375
WOD_BanditCamp,0,WOD_BanditCamp_02,706,319,107,113,706.8359375,-319.1640625
WOD_Ruins,0,WOD_Ruins_02,710,319,21,64,710.1640625,-319.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_06,731,319,21,24,731.1640625,-319.8359375
WOD_BanditCamp,0,WOD_BanditCamp_05,732,319,21,58,732.1640625,-319.5
WOD_Ruins,0,WOD_Ruins_01,733,319,64,60,733.5,-319.5
WOD_BanditFort,0,WOD_BanditFort_01,734,319,64,107,734.5,-319.1640625
WOD_BanditFort,0,WOD_BanditFort_01,735,319,64,68,735.5,-319.5
WOD_Ruins,0,WOD_Ruins_06,738,319,107,58,738.8359375,-319.5
WOD_Ruins,0,WOD_Ruins_02,741,319,107,112,741.8359375,-319.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,741,319,64,107,741.5,-319.1640625
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_04,683,320,107,24,683.8359375,-320.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_03,720,320,107,110,720.8359375,-320.1640625
