name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Kozanset Border Tower,0,WOD_Scout_Tower_01,90,683,320,79,113,68379320113,Kozanset,"683,6171875","-320,1171875"
Kozanset Border Tower,0,WOD_Border_Tower_05,90,701,316,50,122,70150316122,Kozanset,"701,390625","-316,046875"
Kozanset Border Tower,0,WOD_Scout_Tower_01,90,708,315,32,114,70832315114,Kozanset,"708,25","-315,109375"
Kozanset Border Tower,0,WOD_Border_Tower_05,90,721,313,26,115,72126313115,Kozanset,"721,203125","-313,1015625"
Kozanset Border Tower,0,WOD_Scout_Tower_01,90,736,314,77,113,73677314113,Kozanset,"736,6015625","-314,1171875"
Kozanset Border Tower,0,WOD_Scout_Tower_01,180,746,316,114,51,74611431651,Kozanset,"746,890625","-316,6015625"
Kozanset Border Tower,0,WOD_Border_Tower_05,180,735,335,113,49,73511333549,Kozanset,"735,8828125","-335,6171875"
Kozanset Border Tower,0,WOD_Scout_Tower_01,270,732,340,124,28,73212434028,Kozanset,"732,96875","-340,78125"
Kozanset Border Tower,0,WOD_Border_Tower_05,270,723,354,105,52,72310535452,Kozanset,"723,8203125","-354,59375"
Kozanset Border Tower,0,WOD_Scout_Tower_01,,707,349,15,54,7071534954,Kozanset,"707,1171875","-349,578125"
Kozanset Border Tower,0,WOD_Border_Tower_05,270,697,340,104,22,69710434022,Kozanset,"697,8125","-340,828125"
Kozanset Border Tower,0,WOD_Scout_Tower_01,,689,331,17,55,6891733155,Kozanset,"689,1328125","-331,5703125"
