fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
643,Orc Camp,0,WOD_OrcCamp_Medium_03,73,927,278,27,61,9272727861,Mournoth,927.2109375,-278.5234375,5
644,Orc Camp,0,WOD_OrcCamp_Large_01,48,927,277,63,24,9276327724,Mournoth,927.4921875,-277.8125,5
645,Orc Camp,0,WOD_OrcCamp_Small_01,-32,925,279,56,88,9255627988,Mournoth,925.4375,-279.3125,5
646,Orc Camp,0,WOD_OrcCamp_Small_02,-26,882,293,24,81,8822429381,Mournoth,882.1875,-293.3671875,5
647,Orc Camp,0,WOD_OrcCamp_Small_03,-65,882,294,118,50,88211829450,Mournoth,882.921875,-294.609375,5
648,Orc Camp,0,WOD_OrcCamp_Medium_01,-98,881,293,22,13,8812229313,Mournoth,881.171875,-293.8984375,5
649,Orc Camp,0,WOD_OrcCamp_Medium_02,-115,966,334,90,81,9669033481,Mournoth,966.703125,-334.3671875,5
650,Orc Camp,0,WOD_OrcCamp_Medium_03,-39,966,333,32,74,9663233374,Mournoth,966.25,-333.421875,5
651,Orc Camp,0,WOD_OrcCamp_Large_01,84,966,332,41,8,9664133208,Mournoth,966.3203125,-332.9375,5
652,Orc Camp,0,WOD_OrcCamp_Small_01,74,986,371,4,95,9860437195,Mournoth,986.03125,-371.2578125,5
653,Orc Camp,0,WOD_OrcCamp_Small_02,169,986,369,58,47,9865836947,Mournoth,986.453125,-369.6328125,5
654,Orc Camp,0,WOD_OrcCamp_Small_03,64,985,369,91,88,9859136988,Mournoth,985.7109375,-369.3125,5
655,Orc Camp,0,WOD_OrcCamp_Medium_01,-73,986,372,68,114,98668372114,Mournoth,986.53125,-372.109375,5
656,Orc Camp,0,WOD_OrcCamp_Medium_02,127,986,372,58,8,9865837208,Mournoth,986.453125,-372.9375,5
657,Orc Camp,0,WOD_OrcCamp_Medium_03,-145,988,372,15,41,9881537241,Mournoth,988.1171875,-372.6796875,5
1399,Orc Camp,0,WOD_OrcCamp_Medium_03,132,943,374,52,76,9435237476,Mournoth,943.40625,-374.40625,5
1402,Orc Camp,0,WOD_OrcCamp_Small_02,-23,918,328,54,88,9185432888,Mournoth,918.421875,-328.3125,5
1403,Orc Camp,0,WOD_OrcCamp_Small_03,139,984,367,90,91,9849036791,Mournoth,984.703125,-367.2890625,5
1408,Orc Camp,0,WOD_OrcCamp_Small_01,52,972,344,52,52,9725234452,Mournoth,972.40625,-344.59375,5
1410,Orc Camp,0,WOD_OrcCamp_Small_03,-121,968,307,96,76,9689630776,Mournoth,968.75,-307.40625,5
1413,Orc Camp,0,WOD_OrcCamp_Medium_03,-160,948,304,52,49,9485230449,Mournoth,948.40625,-304.6171875,5
1414,Orc Camp,0,WOD_OrcCamp_Large_01,22,968,325,8,109,96808325109,Mournoth,968.0625,-325.1484375,5
1415,Orc Camp,0,WOD_OrcCamp_Small_01,-74,915,320,70,12,9157032012,Mournoth,915.546875,-320.90625,5
1419,Orc Camp,0,WOD_OrcCamp_Medium_02,5,944,306,46,106,94446306106,Mournoth,944.359375,-306.171875,5
1420,Orc Camp,0,WOD_OrcCamp_Medium_03,14,950,356,76,64,9507635664,Mournoth,950.59375,-356.5,5
1422,Orc Camp,0,WOD_OrcCamp_Small_01,-93,927,286,115,36,92711528636,Mournoth,927.8984375,-286.71875,5
1426,Orc Camp,0,WOD_OrcCamp_Medium_02,133,946,296,92,95,9469229695,Mournoth,946.71875,-296.2578125,5
