name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,180,308,390,118,54,30811839054,Myrkwasa,"308,921875","-390,578125"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,180,310,396,108,24,31010839624,Myrkwasa,"310,84375","-396,8125"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,90,321,406,77,115,32177406115,Myrkwasa,"321,6015625","-406,1015625"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,90,325,406,26,113,32526406113,Myrkwasa,"325,203125","-406,1171875"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,270,332,424,78,13,3327842413,Myrkwasa,"332,609375","-424,8984375"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,180,307,434,120,51,30712043451,Myrkwasa,"307,9375","-434,6015625"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,270,290,447,19,6,2901944706,Myrkwasa,"290,1484375","-447,953125"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,270,279,448,19,10,2791944810,Myrkwasa,"279,1484375","-448,921875"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,,262,453,17,100,26217453100,Myrkwasa,"262,1328125","-453,21875"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,,244,448,22,23,2442244823,Myrkwasa,"244,171875","-448,8203125"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,90,248,432,32,106,24832432106,Myrkwasa,"248,25","-432,171875"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,,252,428,15,99,2521542899,Myrkwasa,"252,1171875","-428,2265625"
Myrkwasa Border Tower,0,WOD_Scout_Tower_03,90,259,421,74,120,25974421120,Myrkwasa,"259,578125","-421,0625"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,,264,416,8,22,2640841622,Myrkwasa,"264,0625","-416,828125"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,,280,403,20,115,28020403115,Myrkwasa,"280,15625","-403,1015625"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,,301,392,79,105,30179392105,Myrkwasa,"301,6171875","-392,1796875"
Myrkwasa Border Tower,0,WOD_Border_Tower_Desert_04,,305,389,81,92,3058138992,Myrkwasa,"305,6328125","-389,28125"
