fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
12,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,392,135,35,13,3923513504,Anticlere,392.2734375,-135.96875,1
57,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,452,168,47,65,4524716865,Anticlere,452.3671875,-168.4921875,1
89,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,406,141,83,33,4068314133,Anticlere,406.6484375,-141.7421875,1
102,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,468,141,59,92,4685914192,Anticlere,468.4609375,-141.28125,1
185,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,404,119,28,115,40428119118,Anticlere,404.21875,-119.078125,1
253,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,423,129,67,68,4236712968,Anticlere,423.5234375,-129.46875,1
267,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,475,163,12,111,47512163111,Anticlere,475.09375,-163.1328125,1
269,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,335,163,96,59,3359616359,Anticlere,335.75,-163.5390625,1
273,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,471,162,115,115,471115162128,Anticlere,471.8984375,-162.0,1
278,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,396,137,59,83,3965913783,Anticlere,396.4609375,-137.3515625,1
