fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
1212,Orc Camp,0,WOD_OrcCamp_Small_01,-35,479,160,8,23,4790816023,Anticlere,479.0625,-160.8203125,1
1228,Orc Camp,0,WOD_OrcCamp_Small_03,-7,507,141,90,81,5079014181,Anticlere,507.703125,-141.3671875,1
1237,Orc Camp,0,WOD_OrcCamp_Medium_02,-47,435,138,8,55,4350513855,Anticlere,435.0390625,-138.5703125,1
1241,Orc Camp,0,WOD_OrcCamp_Small_02,60,483,156,108,20,48310815620,Anticlere,483.84375,-156.84375,1
1251,Orc Camp,0,WOD_OrcCamp_Medium_02,117,449,138,69,81,4496913881,Anticlere,449.5390625,-138.3671875,1
1254,Orc Camp,0,WOD_OrcCamp_Small_01,115,433,146,116,38,43311614638,Anticlere,433.90625,-146.703125,1
1267,Orc Camp,0,WOD_OrcCamp_Large_01,68,416,157,101,107,416101157118,Anticlere,416.7890625,-157.078125,1
1277,Orc Camp,0,WOD_OrcCamp_Small_03,-85,411,131,13,116,41113131116,Anticlere,411.1015625,-131.09375,1
1286,Orc Camp,0,WOD_OrcCamp_Medium_02,16,338,163,37,121,33837163122,Anticlere,338.2890625,-163.046875,1
1304,Orc Camp,0,WOD_OrcCamp_Small_02,149,379,163,15,33,3791516333,Anticlere,379.1171875,-163.7421875,1
1307,Orc Camp,0,WOD_OrcCamp_Medium_02,-45,422,140,13,114,42213140114,Anticlere,422.1015625,-140.109375,1
1312,Orc Camp,0,WOD_OrcCamp_Small_03,88,358,126,99,7,3589912606,Anticlere,358.7734375,-126.953125,1
1325,Orc Camp,0,WOD_OrcCamp_Small_02,99,419,171,102,6,41910217106,Anticlere,419.796875,-171.953125,1
1338,Orc Camp,0,WOD_OrcCamp_Small_01,-62,466,145,76,86,4667614586,Anticlere,466.59375,-145.328125,1
1339,Orc Camp,0,WOD_OrcCamp_Small_02,-163,342,141,46,102,34246141102,Anticlere,342.359375,-141.203125,1
1340,Orc Camp,0,WOD_OrcCamp_Small_03,-15,434,155,26,64,4342615564,Anticlere,434.203125,-155.5,1
1351,Orc Camp,0,WOD_OrcCamp_Large_01,-84,406,120,79,109,40679120114,Anticlere,406.6171875,-120.109375,1
1395,Orc Camp,0,WOD_OrcCamp_Small_02,-105,416,151,55,123,41655151125,Anticlere,416.4296875,-151.0234375,1
