name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale
Small Mountain,3,WOD_Mountain_01,989,112,47,19,9894711219,Wrothgarian Mountains,989.3671875,-112.8515625,-17,0.62
Small Mountain,3,WOD_Mountain_03,904,69,29,60,904296960,Wrothgarian Mountains,904.2265625,-69.53125,140,0.68
Small Mountain,3,WOD_Mountain_04,937,460,59,102,93759460102,Dragontail Mountains,937.4609375,-460.203125,-28,0.53
Small Mountain,3,WOD_Mountain_05,988,386,8,78,9880838678,Dragontail Mountains,988.0625,-386.390625,-14,0.67
Small Mountain,3,WOD_Mountain_08,811,46,5,12,811054612,Wrothgarian Mountains,811.0390625,-46.90625,-162,0.67
Small Mountain,3,WOD_Mountain_02,662,36,78,14,662783614,Wrothgarian Mountains,662.609375,-36.890625,-166,0.6
Small Mountain,3,WOD_Mountain_05,999,174,44,51,9994417451,Wrothgarian Mountains,999.34375,-174.6015625,-89,0.64
Small Mountain,3,WOD_Mountain_08,877,482,92,69,8779248269,Dragontail Mountains,877.71875,-482.4609375,103,0.64
Small Mountain,3,WOD_Mountain_08,956,140,59,47,9565914047,Wrothgarian Mountains,956.4609375,-140.6328125,29,0.68
Small Mountain,3,WOD_Mountain_02,690,187,1,17,6900118717,Isle of Balfiera,690.0078125,-187.8671875,100,0.62
Small Mountain,3,WOD_Mountain_05,816,133,9,123,81609133123,Wrothgarian Mountains,816.0703125,-133.0390625,61,0.55
Small Mountain,3,WOD_Mountain_04,992,421,52,3,9925242103,Dragontail Mountains,992.40625,-421.9765625,-41,0.65
Small Mountain,3,WOD_Mountain_06,755,128,68,111,75568128111,Wrothgarian Mountains,755.53125,-128.1328125,20,0.73
Small Mountain,3,WOD_Mountain_09,753,49,67,90,753674990,Wrothgarian Mountains,753.5234375,-49.296875,96,0.71
Small Mountain,3,WOD_Mountain_02,858,480,77,1,8587748001,Dragontail Mountains,858.6015625,-480.9921875,132,0.53
Small Mountain,3,WOD_Mountain_04,802,469,123,76,80212346976,Dragontail Mountains,802.9609375,-469.40625,-138,0.52
Small Mountain,3,WOD_Mountain_05,704,361,6,61,7040636161,Dragontail Mountains,704.046875,-361.5234375,-83,0.71
Small Mountain,3,WOD_Mountain_04,959,409,78,79,9597840979,Dragontail Mountains,959.609375,-409.3828125,122,0.75
Small Mountain,3,WOD_Mountain_05,672,352,56,23,6725635223,Dragontail Mountains,672.4375,-352.8203125,65,0.75
Small Mountain,3,WOD_Mountain_06,969,145,24,102,96924145102,Wrothgarian Mountains,969.1875,-145.203125,7,0.66
Small Mountain,3,WOD_Mountain_02,888,456,101,102,888101456102,Ephesus,888.7890625,-456.203125,-21,0.72
Small Mountain,3,WOD_Mountain_03,797,381,42,29,7974238129,Dragontail Mountains,797.328125,-381.7734375,102,0.53
Small Mountain,3,WOD_Mountain_04,799,125,12,124,79912125124,Wrothgarian Mountains,799.09375,-125.03125,-2,0.71
Small Mountain,3,WOD_Mountain_09,750,473,111,104,750111473104,Dragontail Mountains,750.8671875,-473.1875,-92,0.5
Small Mountain,3,WOD_Mountain_01,762,73,1,60,762017360,Wrothgarian Mountains,762.0078125,-73.53125,-87,0.53
Small Mountain,3,WOD_Mountain_03,781,139,55,44,7815513944,Wrothgarian Mountains,781.4296875,-139.65625,-104,0.63
Small Mountain,3,WOD_Mountain_05,969,83,65,59,969658359,Wrothgarian Mountains,969.5078125,-83.5390625,-34,0.64
Small Mountain,3,WOD_Mountain_06,968,442,93,127,96893442127,Dragontail Mountains,968.7265625,-442.0078125,-60,0.69
Small Mountain,3,WOD_Mountain_07,750,116,61,64,7506111664,Wrothgarian Mountains,750.4765625,-116.5,100,0.62
