name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,492,474,38,61,Dak'fron,492.296875,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,495,474,1,59,Dak'fron,495.0078125,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,496,474,84,59,Dak'fron,496.65625,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,498,474,42,59,Dak'fron,498.328125,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,499,474,106,59,Dak'fron,499.828125,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,501,473,88,60,Dak'fron,501.6875,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,503,473,88,59,Dak'fron,503.6875,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,505,473,88,59,Dak'fron,505.6875,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,507,473,33,59,Dak'fron,507.2578125,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,509,473,6,56,Dak'fron,509.046875,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,510,473,72,56,Dak'fron,510.5625,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,513,473,29,56,Dak'fron,513.2265625,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,532,466,82,59,Dak'fron,532.640625,-466.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,534,466,27,58,Dak'fron,534.2109375,-466.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,535,467,119,60,Dak'fron,535.9296875,-467.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,537,468,70,59,Dak'fron,537.546875,-468.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,539,468,18,59,Dak'fron,539.140625,-468.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,540,468,23,59,Dak'fron,540.1796875,-468.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,541,469,72,60,Dak'fron,541.5625,-469.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,546,469,114,60,Dak'fron,546.890625,-469.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,548,469,58,60,Dak'fron,548.453125,-469.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,549,469,113,55,Dak'fron,549.8828125,-469.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,551,469,81,58,Dak'fron,551.6328125,-469.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,553,469,4,59,Dak'fron,553.03125,-469.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,554,470,108,58,Dak'fron,554.84375,-470.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,556,470,73,55,Dak'fron,556.5703125,-470.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,560,470,102,58,Dak'fron,560.796875,-470.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,562,470,79,55,Dak'fron,562.6171875,-470.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,564,471,127,59,Dak'fron,564.9921875,-471.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,566,471,127,56,Dak'fron,567.0,-471.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,568,472,77,59,Dak'fron,568.6015625,-472.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,570,472,102,59,Dak'fron,570.796875,-472.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,574,472,13,58,Dak'fron,574.1015625,-472.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,576,472,119,55,Dak'fron,576.9296875,-472.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,578,473,65,55,Dak'fron,578.5078125,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,580,473,127,54,Dak'fron,580.9921875,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,582,473,29,54,Dak'fron,582.2265625,-473.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,584,475,59,50,Dak'fron,584.4609375,-475.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,586,475,102,49,Dak'fron,586.796875,-475.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,589,475,32,49,Dak'fron,589.25,-475.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,591,475,23,50,Dak'fron,591.1796875,-475.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,594,474,76,55,Dak'fron,594.59375,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,596,474,56,52,Dak'fron,596.4375,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,598,474,10,52,Dak'fron,598.078125,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,599,474,90,54,Dak'fron,599.703125,-474.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,606,477,51,58,Dak'fron,606.3984375,-477.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,615,470,63,45,Dak'fron,615.4921875,-470.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,622,470,12,54,Dak'fron,622.09375,-470.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,623,471,124,51,Dak'fron,623.96875,-471.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,626,471,97,51,Dak'fron,626.7578125,-471.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,630,471,59,49,Dak'fron,630.4609375,-471.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,634,471,115,47,Dak'fron,634.8984375,-471.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,642,467,68,54,Dak'fron,642.53125,-467.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,645,467,27,54,Dak'fron,645.2109375,-467.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,648,464,70,55,Dak'fron,648.546875,-464.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,650,464,111,52,Dak'fron,650.8671875,-464.5234375
Dak'fron Banner Post,0,WOD_DakFron_BannerPost_01,90.0,653,464,37,49,Dak'fron,653.2890625,-464.5234375
