fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
862,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,-51,708,462,12,70,7081246270,Dak'fron,708.09375,-462.453125,4
1492,Orc Camp,0,WOD_OrcCamp_Small_01,164,510,461,79,78,5107946178,Dak'fron,510.6171875,-461.390625,8
1493,Orc Camp,0,WOD_OrcCamp_Small_02,-128,551,447,76,125,55176447125,Dak'fron,551.59375,-447.0234375,8
52,Orc Camp,0,WOD_OrcCamp_Small_03,50,639,455,58,83,6395845583,Dak'fron,639.453125,-455.3515625,9
53,Orc Camp,0,WOD_OrcCamp_Medium_01,99,639,455,83,26,6398345526,Dak'fron,639.6484375,-455.796875,9
54,Orc Camp,0,WOD_OrcCamp_Medium_02,49,641,456,29,37,6412945637,Dak'fron,641.2265625,-456.7109375,9
55,Orc Camp,0,WOD_OrcCamp_Medium_03,-42,572,470,79,50,5727947050,Dak'fron,572.6171875,-470.609375,9
56,Orc Camp,0,WOD_OrcCamp_Large_01,151,572,472,82,78,5728247278,Dak'fron,572.640625,-472.390625,9
57,Orc Camp,0,WOD_OrcCamp_Small_01,114,572,471,90,14,5729047114,Dak'fron,572.703125,-471.890625,9
58,Orc Camp,0,WOD_OrcCamp_Small_02,-158,610,495,63,26,6106349526,Dak'fron,610.4921875,-495.796875,9
59,Orc Camp,0,WOD_OrcCamp_Small_03,-157,608,494,73,68,6087349468,Dak'fron,608.5703125,-494.46875,9
60,Orc Camp,0,WOD_OrcCamp_Medium_01,-164,608,494,44,46,6084449446,Dak'fron,608.34375,-494.640625,9
1451,Orc Camp,0,WOD_OrcCamp_Small_02,-39,599,462,59,123,59959462123,Dak'fron,599.4609375,-462.0390625,9
1452,Orc Camp,0,WOD_OrcCamp_Small_03,133,543,476,14,6,5431447606,Dak'fron,543.109375,-476.953125,9
1453,Orc Camp,0,WOD_OrcCamp_Medium_01,30,668,495,5,93,6680549593,Dak'fron,668.0390625,-495.2734375,9
1454,Orc Camp,0,WOD_OrcCamp_Medium_02,-48,626,473,118,27,62611847327,Dak'fron,626.921875,-473.7890625,9
1455,Orc Camp,0,WOD_OrcCamp_Medium_03,32,657,446,73,104,65773446104,Dak'fron,657.5703125,-446.1875,9
1456,Orc Camp,0,WOD_OrcCamp_Large_01,78,608,482,73,72,6087348272,Dak'fron,608.5703125,-482.4375,9
1457,Orc Camp,0,WOD_OrcCamp_Small_01,117,489,485,90,70,4899048570,Dak'fron,489.703125,-485.453125,9
1458,Orc Camp,0,WOD_OrcCamp_Small_02,152,700,471,110,125,700110471125,Dak'fron,700.859375,-471.0234375,9
1459,Orc Camp,0,WOD_OrcCamp_Small_03,-35,653,450,4,24,6530445024,Dak'fron,653.03125,-450.8125,9
1460,Orc Camp,0,WOD_OrcCamp_Medium_01,-103,519,471,37,100,51937471100,Dak'fron,519.2890625,-471.21875,9
1461,Orc Camp,0,WOD_OrcCamp_Medium_02,131,546,478,31,106,54631478106,Dak'fron,546.2421875,-478.171875,9
1462,Orc Camp,0,WOD_OrcCamp_Medium_03,60,598,499,96,61,5989649961,Dak'fron,598.75,-499.5234375,9
1463,Orc Camp,0,WOD_OrcCamp_Large_01,-105,564,468,19,111,56419468111,Dak'fron,564.1484375,-468.1328125,9
1464,Orc Camp,0,WOD_OrcCamp_Small_01,-106,519,482,96,54,5199648254,Dak'fron,519.75,-482.578125,9
1465,Orc Camp,0,WOD_OrcCamp_Small_02,-153,609,476,45,45,6094547645,Dak'fron,609.3515625,-476.6484375,9
1466,Orc Camp,0,WOD_OrcCamp_Small_03,-170,634,498,22,100,63422498100,Dak'fron,634.171875,-498.21875,9
1467,Orc Camp,0,WOD_OrcCamp_Medium_01,-113,650,469,120,122,650120469122,Dak'fron,650.9375,-469.046875,9
1468,Orc Camp,0,WOD_OrcCamp_Medium_02,-71,638,480,47,64,6384748064,Dak'fron,638.3671875,-480.5,9
1469,Orc Camp,0,WOD_OrcCamp_Medium_03,4,622,483,111,79,62211148379,Dak'fron,622.8671875,-483.3828125,9
1470,Orc Camp,0,WOD_OrcCamp_Large_01,-66,718,488,32,44,7183248844,Dak'fron,718.25,-488.65625,9
1471,Orc Camp,0,WOD_OrcCamp_Small_01,-58,708,488,50,127,70850488127,Dak'fron,708.390625,-488.0078125,9
1472,Orc Camp,0,WOD_OrcCamp_Small_02,45,586,470,54,29,5865447029,Dak'fron,586.421875,-470.7734375,9
1473,Orc Camp,0,WOD_OrcCamp_Small_03,7,631,462,105,73,63110546273,Dak'fron,631.8203125,-462.4296875,9
1474,Orc Camp,0,WOD_OrcCamp_Medium_01,22,637,485,26,68,6372648568,Dak'fron,637.203125,-485.46875,9
1475,Orc Camp,0,WOD_OrcCamp_Medium_02,169,596,449,82,55,5968244955,Dak'fron,596.640625,-449.5703125,9
