name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,sink,scale
Desert Mountain,1,WOD_Mountain_Small_05,53,542,491,118,108,Dak'fron,542.921875,-491.15625,9,1,0.8195254
Desert Mountain,1,WOD_Mountain_Small_01,90,476,492,127,50,Dak'fron,476.9921875,-492.609375,9,1,0.8860757
Desert Mountain,1,WOD_Mountain_Small_01,-166,498,497,13,6,Dak'fron,498.1015625,-497.953125,9,1,0.8411053
Desert Mountain,1,WOD_Mountain_Small_07,137,594,470,70,59,Dak'fron,594.546875,-470.5390625,9,1,0.7694619
Desert Mountain,1,WOD_Mountain_Small_03,78,618,494,20,125,Dak'fron,618.15625,-494.0234375,9,1,0.8583577
Desert Mountain,1,WOD_Mountain_Small_03,-123,538,493,27,27,Dak'fron,538.2109375,-493.7890625,9,1,0.7533766
Desert Mountain,1,WOD_Mountain_Small_07,32,559,494,60,88,Dak'fron,559.46875,-494.3125,9,1,0.6284145
Desert Mountain,1,WOD_Mountain_Small_07,85,477,493,54,113,Dak'fron,477.421875,-493.1171875,9,1,0.6080874
Desert Mountain,1,WOD_Mountain_Small_04,-124,491,482,38,45,Dak'fron,491.296875,-482.6484375,9,1,0.933048
Desert Mountain,1,WOD_Mountain_Small_02,172,595,471,37,42,Dak'fron,595.2890625,-471.671875,9,1,0.9914473
Desert Mountain,1,WOD_Mountain_Small_06,-108,516,494,115,104,Dak'fron,516.8984375,-494.1875,9,1,0.7058222
Desert Mountain,1,WOD_Mountain_Small_01,-99,613,486,110,55,Dak'fron,613.859375,-486.5703125,9,1,0.6075159
Desert Mountain,1,WOD_Mountain_Small_02,-50,560,496,44,82,Dak'fron,560.34375,-496.359375,9,1,0.9774992
Desert Mountain,1,WOD_Mountain_Small_05,12,537,458,108,102,Dak'fron,537.84375,-458.203125,9,1,0.8727281
Desert Mountain,1,WOD_Mountain_Small_07,174,570,495,5,120,Dak'fron,570.0390625,-495.0625,9,1,0.8790525
Desert Mountain,1,WOD_Mountain_Small_04,-123,606,465,102,6,Dak'fron,606.796875,-465.953125,9,1,0.684153
Desert Mountain,1,WOD_Mountain_Small_01,-64,582,450,65,26,Dak'fron,582.5078125,-450.796875,9,1,0.7454843
Desert Mountain,1,WOD_Mountain_Small_03,-165,621,494,58,95,Dak'fron,621.453125,-494.2578125,9,1,0.8280787
Desert Mountain,1,WOD_Mountain_Small_06,5,583,480,13,19,Dak'fron,583.1015625,-480.8515625,9,1,0.6408179
Desert Mountain,1,WOD_Mountain_Small_02,-7,579,463,51,104,Dak'fron,579.3984375,-463.1875,9,1,0.6552732
Desert Mountain,1,WOD_Mountain_Small_01,137,597,490,65,78,Dak'fron,597.5078125,-490.390625,9,1,0.6786329
Desert Mountain,1,WOD_Mountain_Small_04,32,542,492,24,0,Dak'fron,542.1875,-493.0,9,1,0.74749
Desert Mountain,1,WOD_Mountain_Small_05,-51,617,493,122,27,Dak'fron,617.953125,-493.7890625,9,1,0.9283973
Desert Mountain,1,WOD_Mountain_Small_07,63,584,481,92,73,Dak'fron,584.71875,-481.4296875,9,1,0.935178
