name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,110,153,90,46,1109015346,Daggerfall,"110,703125","-153,640625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,113,153,87,45,1138715345,Daggerfall,"113,6796875","-153,6484375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,116,153,86,42,1168615342,Daggerfall,"116,671875","-153,671875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,126,151,83,44,1268315144,Daggerfall,"126,6484375","-151,65625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,133,152,88,45,1338815245,Daggerfall,"133,6875","-152,6484375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,136,152,83,45,1368315245,Daggerfall,"136,6484375","-152,6484375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,145,152,50,51,1455015251,Daggerfall,"145,390625","-152,6015625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,151,147,105,49,15110514749,Daggerfall,"151,8203125","-147,6171875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,164,146,40,81,1644014681,Daggerfall,"164,3125","-146,3671875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,167,147,28,93,1672814793,Daggerfall,"167,21875","-147,2734375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,176,148,76,86,1767614886,Daggerfall,"176,59375","-148,328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,181,148,83,17,1818314817,Daggerfall,"181,6484375","-148,8671875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,183,149,73,63,1837314963,Daggerfall,"183,5703125","-149,5078125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,196,151,127,69,19612715169,Daggerfall,"196,9921875","-151,4609375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,213,151,95,91,2139515191,Daggerfall,"213,7421875","-151,2890625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,220,151,93,93,2209315193,Daggerfall,"220,7265625","-151,2734375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,222,151,55,90,2225515190,Daggerfall,"222,4296875","-151,296875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,228,132,92,46,2289213246,Daggerfall,"228,71875","-132,640625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,240,131,115,96,24011513196,Daggerfall,"240,8984375","-131,25"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,242,131,86,90,2428613190,Daggerfall,"242,671875","-131,296875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,133,105,96,27010513396,Daggerfall,"270,8203125","-133,25"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,138,87,33,2708713833,Daggerfall,"270,6796875","-138,7421875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,269,140,100,44,26910014044,Daggerfall,"269,78125","-140,65625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,156,104,45,27010415645,Daggerfall,"270,8125","-156,6484375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,273,157,12,88,2731215788,Daggerfall,"273,09375","-157,3125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,287,160,42,79,2874216079,Daggerfall,"287,328125","-160,3828125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,291,164,78,82,2917816482,Daggerfall,"291,609375","-164,359375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,294,167,87,68,2948716768,Daggerfall,"294,6796875","-167,46875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,298,171,82,27,2988217127,Daggerfall,"298,640625","-171,7890625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,301,194,111,115,301111194115,Daggerfall,"301,8671875","-194,1015625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,309,202,65,105,30965202105,Daggerfall,"309,5078125","-202,1796875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,309,206,108,88,30910820688,Daggerfall,"309,84375","-206,3125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,308,208,111,86,30811120886,Daggerfall,"308,8671875","-208,328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,308,210,28,27,3082821027,Daggerfall,"308,21875","-210,7890625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,307,212,100,50,30710021250,Daggerfall,"307,78125","-212,609375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,307,199,84,65,3078419965,Daggerfall,"307,65625","-199,4921875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,305,199,26,110,30526199110,Daggerfall,"305,203125","-199,140625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,302,196,115,111,302115196111,Daggerfall,"302,8984375","-196,1328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,299,190,125,22,29912519022,Daggerfall,"299,9765625","-190,828125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,300,188,116,64,30011618864,Daggerfall,"300,90625","-188,5"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,300,184,114,49,30011418449,Daggerfall,"300,890625","-184,6171875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,300,180,111,111,300111180111,Daggerfall,"300,8671875","-180,1328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,299,177,115,45,29911517745,Daggerfall,"299,8984375","-177,6484375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,299,174,114,54,29911417454,Daggerfall,"299,890625","-174,578125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,299,173,76,118,29976173118,Daggerfall,"299,59375","-173,078125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,297,169,113,86,29711316986,Daggerfall,"297,8828125","-169,328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,292,165,115,38,29211516538,Daggerfall,"292,8984375","-165,703125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,290,162,102,92,29010216292,Daggerfall,"290,796875","-162,28125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,275,159,78,95,2757815995,Daggerfall,"275,609375","-159,2578125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,280,159,63,88,2806315988,Daggerfall,"280,4921875","-159,3125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,284,159,91,82,2849115982,Daggerfall,"284,7109375","-159,359375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,154,115,101,270115154101,Daggerfall,"270,8984375","-154,2109375"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,151,118,36,27011815136,Daggerfall,"270,921875","-151,71875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,148,110,24,27011014824,Daggerfall,"270,859375","-148,8125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,269,146,119,47,26911914647,Daggerfall,"269,9296875","-146,6328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,269,143,115,35,26911514335,Daggerfall,"269,8984375","-143,7265625"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,270,137,116,105,270116137105,Daggerfall,"270,90625","-137,1796875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,271,135,120,104,271120135104,Daggerfall,"271,9375","-135,1875"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,269,131,100,111,269100131111,Daggerfall,"269,78125","-131,1328125"
Daggerfall Border Tower,0,WOD_Daggerfall_Border_Tower_01,180,267,131,23,110,26723131110,Daggerfall,"267,1796875","-131,140625"
