name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,90,163,91,101,Daggerfall,90.7109375,-163.2109375
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,274,158,109,101,Daggerfall,274.8515625,-158.2109375
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,273,157,12,88,Daggerfall,273.09375,-157.3125
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,267,131,23,110,Daggerfall,267.1796875,-131.140625
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,145,152,50,51,Daggerfall,145.390625,-152.6015625
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,133,152,88,45,Daggerfall,133.6875,-152.6484375
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,284,159,91,82,Daggerfall,284.7109375,-159.359375
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,300,184,114,49,Daggerfall,300.890625,-184.6171875
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,269,143,115,35,Daggerfall,269.8984375,-143.7265625
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,275,159,78,95,Daggerfall,275.609375,-159.2578125
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,116,153,86,42,Daggerfall,116.671875,-153.671875
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,270,156,104,45,Daggerfall,270.8125,-156.6484375
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,126,151,83,44,Daggerfall,126.6484375,-151.65625
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,113,153,87,45,Daggerfall,113.6796875,-153.6484375
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,271,135,120,104,Daggerfall,271.9375,-135.1875
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,242,131,86,90,Daggerfall,242.671875,-131.296875
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,309,206,108,88,Daggerfall,309.84375,-206.3125
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,270,147,100,70,Daggerfall,270.78125,-147.453125
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,270,138,87,33,Daggerfall,270.6796875,-138.7421875
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,176,148,76,86,Daggerfall,176.59375,-148.328125
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,296,168,111,70,Daggerfall,296.8671875,-168.453125
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,240,131,115,96,Daggerfall,240.8984375,-131.25
Daggerfall Border Tower,0,WOD_Daggerfall_BorderTower_01,180,299,173,76,118,Daggerfall,299.59375,-173.078125
