fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
70,Orc Camp,0,WOD_OrcCamp_Large_01,300,184,82,47,3008218447,Daggerfall,300.640625,-184.6328125,1
71,Orc Camp,0,WOD_OrcCamp_Small_01,299,182,104,18,29910418218,Daggerfall,299.8125,-182.859375,1
72,Orc Camp,0,WOD_OrcCamp_Small_02,299,182,100,97,29910018297,Daggerfall,299.78125,-182.2421875,1
316,Orc Camp,0,WOD_OrcCamp_Small_01,142,163,17,33,1421716333,Daggerfall,142.1328125,-163.7421875,1
317,Orc Camp,0,WOD_OrcCamp_Small_02,143,164,109,18,14310916418,Daggerfall,143.8515625,-164.859375,1
318,Orc Camp,0,WOD_OrcCamp_Small_03,144,163,12,114,14412163114,Daggerfall,144.09375,-163.109375,1
323,Orc Camp,0,WOD_OrcCamp_Small_01,146,205,42,17,1464220517,Daggerfall,146.328125,-205.8671875,1
324,Orc Camp,0,WOD_OrcCamp_Small_02,145,205,61,92,1456120592,Daggerfall,145.4765625,-205.28125,1
1213,Orc Camp,0,WOD_OrcCamp_Small_02,275,172,95,23,2759517223,Daggerfall,275.7421875,-172.8203125,1
1218,Orc Camp,0,WOD_OrcCamp_Large_01,282,205,58,107,28258205109,Daggerfall,282.453125,-205.1484375,1
1221,Orc Camp,0,WOD_OrcCamp_Small_03,291,192,27,67,2912719267,Daggerfall,291.2109375,-192.4765625,1
1238,Orc Camp,0,WOD_OrcCamp_Medium_03,198,168,44,84,1983316895,Daggerfall,198.2578125,-168.2578125,1
1253,Orc Camp,0,WOD_OrcCamp_Large_01,124,174,51,81,1245117481,Daggerfall,124.3984375,-174.3671875,1
1276,Orc Camp,0,WOD_OrcCamp_Small_02,301,211,10,23,3011021123,Daggerfall,301.078125,-211.8203125,1
1289,Orc Camp,0,WOD_OrcCamp_Small_01,95,174,58,5,955817401,Daggerfall,95.453125,-174.9921875,1
1293,Orc Camp,0,WOD_OrcCamp_Medium_02,145,204,120,56,14512520456,Daggerfall,145.9765625,-204.5625,1
1319,Orc Camp,0,WOD_OrcCamp_Small_03,127,203,90,109,12790203109,Daggerfall,127.703125,-203.1484375,1
1328,Orc Camp,0,WOD_OrcCamp_Medium_02,203,206,36,8,2033620600,Daggerfall,203.28125,-207,1
1332,Orc Camp,0,WOD_OrcCamp_Small_02,179,213,38,33,1793821333,Daggerfall,179.296875,-213.7421875,1
1379,Orc Camp,0,WOD_OrcCamp_Large_01,228,176,106,76,22811617676,Daggerfall,228.90625,-176.40625,1
1384,Orc Camp,0,WOD_OrcCamp_Medium_02,227,203,109,31,22710920331,Daggerfall,227.8515625,-203.7578125,1
1388,Orc Camp,0,WOD_OrcCamp_Small_02,122,160,87,23,1228716023,Daggerfall,122.6796875,-160.8203125,1
