name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Urvaius Border Tower,0,WOD_Border_Tower_04,,420,44,33,52,420334452,Urvaius,"420,2578125","-44,59375"
Urvaius Border Tower,0,WOD_Border_Tower_04,90,422,39,72,92,422723992,Urvaius,"422,5625","-39,28125"
Urvaius Border Tower,0,WOD_Scout_Tower_05,,431,40,46,51,431464051,Urvaius,"431,359375","-40,6015625"
Urvaius Border Tower,0,WOD_Border_Tower_04,90,451,40,74,113,4517440113,Urvaius,"451,578125","-40,1171875"
Urvaius Border Tower,0,WOD_Border_Tower_04,90,463,42,74,108,4637442108,Urvaius,"463,578125","-42,15625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,90,481,42,73,115,4817342115,Urvaius,"481,5703125","-42,1015625"
Urvaius Border Tower,0,WOD_Border_Tower_04,180,486,43,113,50,4861134350,Urvaius,"486,8828125","-43,609375"
Urvaius Border Tower,0,WOD_Border_Tower_04,180,487,56,88,108,4878856108,Urvaius,"487,6875","-56,15625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,180,487,68,105,104,48710568104,Urvaius,"487,8203125","-68,1875"
Urvaius Border Tower,0,WOD_Border_Tower_04,180,488,82,84,100,4888482100,Urvaius,"488,65625","-82,21875"
Urvaius Border Tower,0,WOD_Scout_Tower_05,180,489,88,78,102,4897888102,Urvaius,"489,609375","-88,203125"
Urvaius Border Tower,0,WOD_Scout_Tower_05,180,490,93,84,27,490849327,Urvaius,"490,65625","-93,7890625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,180,493,100,82,76,4938210076,Urvaius,"493,640625","-100,40625"
Urvaius Border Tower,0,WOD_Border_Tower_04,180,499,112,104,106,499104112106,Urvaius,"499,8125","-112,171875"
Urvaius Border Tower,0,WOD_Scout_Tower_05,90,504,114,20,109,50420114109,Urvaius,"504,15625","-114,1484375"
Urvaius Border Tower,0,WOD_Border_Tower_04,180,513,120,106,100,513106120100,Urvaius,"513,828125","-120,21875"
Urvaius Border Tower,0,WOD_Scout_Tower_05,180,514,126,111,49,51411112649,Urvaius,"514,8671875","-126,6171875"
Urvaius Border Tower,0,WOD_Scout_Tower_05,180,513,132,110,55,51311013255,Urvaius,"513,859375","-132,5703125"
Urvaius Border Tower,0,WOD_Border_Tower_04,270,507,131,77,19,5077713119,Urvaius,"507,6015625","-131,8515625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,270,502,131,83,18,5028313118,Urvaius,"502,6484375","-131,859375"
Urvaius Border Tower,0,WOD_Scout_Tower_05,270,496,131,104,26,49610413126,Urvaius,"496,8125","-131,796875"
Urvaius Border Tower,0,WOD_Border_Tower_04,270,491,131,55,8,4915513108,Urvaius,"491,4296875","-131,9375"
Urvaius Border Tower,0,WOD_Scout_Tower_05,270,451,131,83,19,4518313119,Urvaius,"451,6484375","-131,8515625"
Urvaius Border Tower,0,WOD_Border_Tower_04,270,444,130,78,76,4447813076,Urvaius,"444,609375","-130,40625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,,437,127,49,101,43749127101,Urvaius,"437,3828125","-127,2109375"
Urvaius Border Tower,0,WOD_Border_Tower_04,,432,117,101,28,43210111728,Urvaius,"432,7890625","-117,78125"
Urvaius Border Tower,0,WOD_Scout_Tower_05,270,421,116,78,20,4217811620,Urvaius,"421,609375","-116,84375"
Urvaius Border Tower,0,WOD_Scout_Tower_05,270,412,116,18,22,4121811622,Urvaius,"412,140625","-116,828125"
Urvaius Border Tower,0,WOD_Scout_Tower_05,,406,107,24,46,4062410746,Urvaius,"406,1875","-107,640625"
Urvaius Border Tower,0,WOD_Border_Tower_04,,416,92,33,122,4163392122,Urvaius,"416,2578125","-92,046875"
Urvaius Border Tower,0,WOD_Scout_Tower_05,,418,85,76,101,4187685101,Urvaius,"418,59375","-85,2109375"
Urvaius Border Tower,0,WOD_Border_Tower_04,,420,72,31,108,4203172108,Urvaius,"420,2421875","-72,15625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,,422,60,42,44,422426044,Urvaius,"422,328125","-60,65625"
Urvaius Border Tower,0,WOD_Scout_Tower_05,,420,53,38,44,420385344,Urvaius,"420,296875","-53,65625"
