name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale
Small Mountain,3,WOD_Mountain_Brown_08,648,420,37,81,6483742081,Santaki,648.2890625,-420.3671875,70,0.52
Small Mountain,3,WOD_Mountain_Brown_02,659,425,22,3,6592242503,Santaki,659.171875,-425.9765625,-155,0.5
Small Mountain,3,WOD_Mountain_Brown_06,663,428,58,72,6635842872,Santaki,663.453125,-428.4375,115,0.74
Small Mountain,3,WOD_Mountain_Brown_04,657,430,67,127,65767430127,Santaki,657.5234375,-430.0078125,-177,0.5
Small Mountain,3,WOD_Mountain_Brown_07,648,414,73,115,64873414115,Santaki,648.5703125,-414.1015625,16,0.62
Small Mountain,3,WOD_Mountain_Brown_05,649,414,70,40,6497041440,Santaki,649.546875,-414.6875,-145,0.54
Small Mountain,3,WOD_Mountain_Brown_08,640,411,40,58,6404041158,Santaki,640.3125,-411.546875,-58,0.74
Small Mountain,3,WOD_Mountain_Brown_06,661,426,104,120,661104426120,Santaki,661.8125,-426.0625,82,0.54
Small Mountain,3,WOD_Mountain_Brown_09,663,428,19,26,6631942826,Santaki,663.1484375,-428.796875,145,0.74
Small Mountain,3,WOD_Mountain_Brown_08,654,414,97,64,6549741464,Santaki,654.7578125,-414.5,46,0.56
Small Mountain,3,WOD_Mountain_Brown_07,647,421,113,72,64711342172,Santaki,647.8828125,-421.4375,108,0.56
Small Mountain,3,WOD_Mountain_Brown_07,658,425,64,122,65864425122,Santaki,658.5,-425.046875,-139,0.7
Small Mountain,3,WOD_Mountain_Brown_01,658,430,54,125,65854430125,Santaki,658.421875,-430.0234375,-5,0.68
Small Mountain,3,WOD_Mountain_Brown_08,651,410,54,125,65154410125,Santaki,651.421875,-410.0234375,-166,0.73
Small Mountain,3,WOD_Mountain_Brown_03,650,414,46,31,6504641431,Santaki,650.359375,-414.7578125,-165,0.54
Small Mountain,3,WOD_Mountain_Brown_03,644,409,17,15,6441740915,Santaki,644.1328125,-409.8828125,59,0.73
Small Mountain,3,WOD_Mountain_Brown_02,648,421,27,109,64827421109,Santaki,648.2109375,-421.1484375,-134,0.64
Small Mountain,3,WOD_Mountain_Brown_09,663,436,20,100,66320436100,Santaki,663.15625,-436.21875,33,0.68
Small Mountain,3,WOD_Mountain_Brown_08,641,411,87,114,64187411114,Santaki,641.6796875,-411.109375,-96,0.72
Small Mountain,3,WOD_Mountain_Brown_03,658,430,122,74,65812243074,Santaki,658.953125,-430.421875,171,0.61
Small Mountain,3,WOD_Mountain_Brown_09,648,418,28,23,6482841823,Santaki,648.21875,-418.8203125,120,0.7
Small Mountain,3,WOD_Mountain_Brown_06,659,429,69,69,6596942969,Santaki,659.5390625,-429.4609375,-126,0.7
Small Mountain,3,WOD_Mountain_Brown_07,643,408,45,32,6434540832,Santaki,643.3515625,-408.75,-2,0.72
Small Mountain,3,WOD_Mountain_Brown_07,656,425,44,83,6564442583,Santaki,656.34375,-425.3515625,108,0.65
Small Mountain,3,WOD_Mountain_Brown_05,646,407,91,23,6469140723,Santaki,646.7109375,-407.8203125,-103,0.58
Small Mountain,3,WOD_Mountain_Brown_01,658,430,35,38,6583543038,Santaki,658.2734375,-430.703125,33,0.64
Small Mountain,3,WOD_Mountain_Brown_06,664,435,44,24,6644443524,Santaki,664.34375,-435.8125,90,0.67
Small Mountain,3,WOD_Mountain_Brown_05,657,427,22,65,6572242765,Santaki,657.171875,-427.4921875,28,0.57
Small Mountain,3,WOD_Mountain_Brown_07,659,427,91,72,6599142772,Santaki,659.7109375,-427.4375,174,0.59
Small Mountain,3,WOD_Mountain_Brown_09,650,429,29,74,6502942974,Santaki,650.2265625,-429.421875,155,0.63
Small Mountain,3,WOD_Mountain_Brown_09,645,410,15,56,6451541056,Santaki,645.1171875,-410.5625,-6,0.72
Small Mountain,3,WOD_Mountain_Brown_09,656,425,84,90,6568442590,Santaki,656.65625,-425.296875,-108,0.53
Small Mountain,3,WOD_Mountain_Brown_04,663,428,127,0,66312742800,Santaki,663.9921875,-429,-22,0.51
