name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Mountain,1,WOD_Mountain_07,-17,663,431,86,82,6638643182,Santaki,663.671875,-431.359375,4.0,9,1,0.7148206079678519
Mountain,1,WOD_Mountain_09,119,643,410,70,15,6437041015,Santaki,643.546875,-410.8828125,4.0,9,1,0.9032774865415296
Mountain,1,WOD_Mountain_03,33,658,430,58,15,6585843015,Santaki,658.453125,-430.8828125,4.0,5,1,0.8828004851551126
Mountain,1,WOD_Mountain_04,-18,663,432,29,73,6632943273,Santaki,663.2265625,-432.4296875,4.0,5,1,0.691608773295736
Mountain,1,WOD_Mountain_02,128,659,430,51,104,65951430104,Santaki,659.3984375,-430.1875,4.0,5,1,0.9436740157180844
Mountain,1,WOD_Mountain_02,27,664,430,28,67,6642843067,Santaki,664.21875,-430.4765625,4.0,5,1,0.7950460926963812
Mountain,1,WOD_Mountain_09,33,666,431,3,5,6660343105,Santaki,666.0234375,-431.9609375,4.0,5,1,0.7886818134083415
Mountain,1,WOD_Mountain_07,-15,656,431,84,69,6568443169,Santaki,656.65625,-431.4609375,4.0,5,1,0.6920481886077049
Mountain,1,WOD_Mountain_06,170,652,414,79,111,65279414111,Santaki,652.6171875,-414.1328125,4.0,5,1,0.8667049565156386
Mountain,1,WOD_Mountain_03,-159,646,413,52,106,64652413106,Santaki,646.40625,-413.171875,4.0,5,1,0.7885852104911538
Mountain,1,WOD_Mountain_04,9,644,423,74,59,6447442359,Santaki,644.578125,-423.5390625,4.0,5,1,0.6073123695118697
Mountain,1,WOD_Mountain_04,-104,654,424,114,52,65411442452,Santaki,654.890625,-424.59375,4.0,5,1,0.8096802036799863
Mountain,1,WOD_Mountain_07,-169,642,410,127,24,64212741024,Santaki,642.9921875,-410.8125,4.0,5,1,0.6683201194166003
Mountain,1,WOD_Mountain_05,129,649,417,9,99,6490941799,Santaki,649.0703125,-417.2265625,4.0,5,1,0.7354818083928705
Mountain,1,WOD_Mountain_04,-123,645,423,27,99,6452742399,Santaki,645.2109375,-423.2265625,4.0,5,1,0.9909361662021868
Mountain,1,WOD_Mountain_08,-158,644,422,78,27,6447842227,Santaki,644.609375,-422.7890625,4.0,5,1,0.990956133773908
Mountain,1,WOD_Mountain_07,-33,665,431,29,33,6652943133,Santaki,665.2265625,-431.7421875,4.0,5,1,0.8093977983444711
Mountain,1,WOD_Mountain_05,-29,648,416,5,73,6480541673,Santaki,648.0390625,-416.4296875,4.0,5,1,0.9895702932014376
Mountain,1,WOD_Mountain_06,149,656,430,41,17,6564143017,Santaki,656.3203125,-430.8671875,4.0,5,1,0.9035336973703654
Mountain,1,WOD_Mountain_07,-129,666,431,60,28,6666043128,Santaki,666.46875,-431.78125,4.0,5,1,0.976668608612002
Mountain,1,WOD_Mountain_07,-65,651,412,102,64,65110241264,Santaki,651.796875,-412.5,4.0,5,1,0.9888122000844546
Mountain,1,WOD_Mountain_06,-31,658,431,18,27,6581843127,Santaki,658.140625,-431.7890625,4.0,5,1,0.6882753494202438
Mountain,1,WOD_Mountain_01,4,645,423,128,79,64512842379,Santaki,646.0,-423.3828125,4.0,5,1,0.7805092139999974
Mountain,1,WOD_Mountain_05,-120,648,416,91,96,6489141696,Santaki,648.7109375,-416.25,4.0,5,1,0.7547771998737665
Mountain,1,WOD_Mountain_07,-177,658,431,86,1,6588643101,Santaki,658.671875,-431.9921875,4.0,5,1,0.8610079573342431
Mountain,1,WOD_Mountain_05,-116,666,431,106,101,666106431101,Santaki,666.828125,-431.2109375,4.0,5,1,0.6444226624042718
Mountain,1,WOD_Mountain_07,175,649,409,27,111,64927409111,Santaki,649.2109375,-409.1328125,4.0,5,1,0.6504938332397127
Mountain,1,WOD_Mountain_09,152,641,411,87,105,64187411105,Santaki,641.6796875,-411.1796875,4.0,5,1,0.9745592503736532
Mountain,1,WOD_Mountain_02,-40,644,410,28,69,6442841069,Santaki,644.21875,-410.4609375,4.0,5,1,0.926842564151711
Mountain,1,WOD_Mountain_09,-147,646,412,72,78,6467241278,Santaki,646.5625,-412.390625,4.0,5,1,0.9005447961586825
Mountain,1,WOD_Mountain_06,-141,666,432,44,125,66644432125,Santaki,666.34375,-432.0234375,4.0,5,1,0.9512339115040308
Mountain,1,WOD_Mountain_02,124,643,411,35,118,64335411118,Santaki,643.2734375,-411.078125,4.0,5,1,0.6929610346512258
Mountain,1,WOD_Mountain_08,-43,653,413,24,23,6532441323,Santaki,653.1875,-413.8203125,4.0,5,1,0.6959318191522982
Mountain,1,WOD_Mountain_05,-174,651,413,65,101,65165413101,Santaki,651.5078125,-413.2109375,4.0,5,1,0.7295343220047767
Mountain,1,WOD_Mountain_05,112,640,411,110,104,640110411104,Santaki,640.859375,-411.1875,4.0,5,1,0.8383988566142249
Mountain,1,WOD_Mountain_03,-150,647,422,90,90,6479042290,Santaki,647.703125,-422.296875,4.0,5,1,0.8545020053153345
Mountain,1,WOD_Mountain_04,-35,658,429,4,127,65804429127,Santaki,658.03125,-429.0078125,4.0,5,1,0.8475399065680171
Mountain,1,WOD_Mountain_02,139,664,432,90,70,6649043270,Santaki,664.703125,-432.453125,4.0,5,1,0.774841655688675
Mountain,1,WOD_Mountain_02,80,639,410,101,114,639101410114,Santaki,639.7890625,-410.109375,4.0,5,1,0.7669572231125095
Mountain,1,WOD_Mountain_08,-174,658,429,3,3,6580342903,Santaki,658.0234375,-429.9765625,4.0,5,1,0.6360875007615662
