name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale
Small Mountain,3,WOD_Mountain_Brown_09,583,302,1,76,5830130276,Tigonus,583.0078125,-302.40625,-178,0.71
Small Mountain,3,WOD_Mountain_Brown_08,590,338,77,5,5907733805,Tigonus,590.6015625,-338.9609375,-157,0.55
Small Mountain,3,WOD_Mountain_Brown_03,590,291,47,6,5904729106,Tigonus,590.3671875,-291.953125,-3,0.66
Small Mountain,3,WOD_Mountain_Brown_08,583,303,44,100,58344303100,Tigonus,583.34375,-303.21875,-78,0.64
Small Mountain,3,WOD_Mountain_Brown_08,583,308,9,68,5830930868,Tigonus,583.0703125,-308.46875,169,0.61
Small Mountain,3,WOD_Mountain_Brown_09,591,292,3,65,5910329265,Tigonus,591.0234375,-292.4921875,168,0.61
Small Mountain,3,WOD_Mountain_Brown_07,591,293,12,125,59112293125,Tigonus,591.09375,-293.0234375,-17,0.55
Small Mountain,3,WOD_Mountain_Brown_05,589,278,8,72,5890827872,Tigonus,589.0625,-278.4375,8,0.52
Small Mountain,3,WOD_Mountain_Brown_08,583,307,22,64,5832230764,Tigonus,583.171875,-307.5,114,0.7
Small Mountain,3,WOD_Mountain_Brown_01,600,360,70,33,6007036033,Tigonus,600.546875,-360.7421875,91,0.57
Small Mountain,3,WOD_Mountain_Brown_08,603,370,56,41,6035637041,Tigonus,603.4375,-370.6796875,-19,0.75
Small Mountain,3,WOD_Mountain_Brown_09,590,279,73,70,5907327970,Tigonus,590.5703125,-279.453125,164,0.68
Small Mountain,3,WOD_Mountain_Brown_07,583,305,96,51,5839630551,Tigonus,583.75,-305.6015625,121,0.5
Small Mountain,3,WOD_Mountain_Brown_04,589,298,13,127,58913298127,Tigonus,589.1015625,-298.0078125,-139,0.66
Small Mountain,3,WOD_Mountain_Brown_05,604,371,115,18,60411537118,Tigonus,604.8984375,-371.859375,-9,0.62
Small Mountain,3,WOD_Mountain_Brown_08,593,344,6,68,5930634468,Tigonus,593.046875,-344.46875,-67,0.62
Small Mountain,3,WOD_Mountain_Brown_06,583,306,37,8,5833730608,Tigonus,583.2890625,-306.9375,144,0.69
Small Mountain,3,WOD_Mountain_Brown_03,591,339,33,84,5913333984,Tigonus,591.2578125,-339.34375,52,0.67
Small Mountain,3,WOD_Mountain_Brown_08,598,361,119,125,598119361125,Tigonus,598.9296875,-361.0234375,152,0.69
Small Mountain,3,WOD_Mountain_Brown_06,587,334,102,96,58710233496,Tigonus,587.796875,-334.25,-171,0.73
Small Mountain,3,WOD_Mountain_Brown_01,594,279,26,47,5942627947,Tigonus,594.203125,-279.6328125,-180,0.66
Small Mountain,3,WOD_Mountain_Brown_08,583,306,105,19,58310530619,Tigonus,583.8203125,-306.8515625,8,0.6
Small Mountain,3,WOD_Mountain_Brown_07,584,305,95,106,58495305106,Tigonus,584.7421875,-305.171875,45,0.56
Small Mountain,3,WOD_Mountain_Brown_03,587,297,124,99,58712429799,Tigonus,587.96875,-297.2265625,-36,0.62
Small Mountain,3,WOD_Mountain_Brown_06,592,343,26,49,5922634349,Tigonus,592.203125,-343.6171875,-50,0.69
Small Mountain,3,WOD_Mountain_Brown_07,582,306,92,68,5829230668,Tigonus,582.71875,-306.46875,15,0.55
Small Mountain,3,WOD_Mountain_Brown_05,590,294,102,59,59010229459,Tigonus,590.796875,-294.5390625,-15,0.74
Small Mountain,3,WOD_Mountain_Brown_09,585,297,79,61,5857929761,Tigonus,585.6171875,-297.5234375,127,0.68
Small Mountain,3,WOD_Mountain_Brown_06,589,293,54,17,5895429317,Tigonus,589.421875,-293.8671875,5,0.69
Small Mountain,3,WOD_Mountain_Brown_04,593,277,68,81,5936827781,Tigonus,593.53125,-277.3671875,-133,0.58
Small Mountain,3,WOD_Mountain_Brown_05,600,360,52,114,60052360114,Tigonus,600.40625,-360.109375,-16,0.75
Small Mountain,3,WOD_Mountain_Brown_03,589,277,65,82,5896527782,Tigonus,589.5078125,-277.359375,-141,0.72
Small Mountain,3,WOD_Mountain_Brown_09,584,305,14,55,5841430555,Tigonus,584.109375,-305.5703125,140,0.72
Small Mountain,3,WOD_Mountain_Brown_07,590,294,60,110,59060294110,Tigonus,590.46875,-294.140625,126,0.61
Small Mountain,3,WOD_Mountain_Brown_09,582,310,60,109,58260310109,Tigonus,582.46875,-310.1484375,178,0.67
Small Mountain,3,WOD_Mountain_Brown_01,589,294,74,0,5897429400,Tigonus,589.578125,-295,-133,0.64
