fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
578,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,158,600,365,95,42,6009536542,Tigonus,600.7421875,-365.671875,4
579,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,42,600,365,14,78,6001436578,Tigonus,600.109375,-365.390625,4
878,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,-180,585,278,67,120,58567278120,Tigonus,585.5234375,-278.0625,4
568,Orc Camp,0,WOD_OrcCamp_Small_01,-107,578,335,65,14,5786533514,Tigonus,578.5078125,-335.890625,7
569,Orc Camp,0,WOD_OrcCamp_Small_02,42,579,334,6,79,5790333479,Tigonus,579.0234375,-334.3828125,7
570,Orc Camp,0,WOD_OrcCamp_Small_03,144,577,333,61,55,5776133355,Tigonus,577.4765625,-333.5703125,7
571,Orc Camp,0,WOD_OrcCamp_Medium_01,-109,564,339,60,42,5646033942,Tigonus,564.46875,-339.671875,7
572,Orc Camp,0,WOD_OrcCamp_Medium_02,119,564,337,60,119,56460337119,Tigonus,564.46875,-337.0703125,7
574,Orc Camp,0,WOD_OrcCamp_Large_01,176,555,360,60,113,55560360125,Tigonus,555.46875,-360.0234375,7
575,Orc Camp,0,WOD_OrcCamp_Small_01,177,555,359,95,97,5559535997,Tigonus,555.7421875,-359.2421875,7
576,Orc Camp,0,WOD_OrcCamp_Small_02,-65,556,358,24,109,55624358109,Tigonus,556.1875,-358.1484375,7
580,Orc Camp,0,WOD_OrcCamp_Medium_03,-24,604,380,85,51,60412038051,Tigonus,604.9375,-380.6015625,7
581,Orc Camp,0,WOD_OrcCamp_Large_01,54,603,380,35,22,6033538022,Tigonus,603.2734375,-380.828125,7
582,Orc Camp,0,WOD_OrcCamp_Small_01,174,604,380,70,119,60470380119,Tigonus,604.546875,-380.0703125,7
1429,Orc Camp,0,WOD_OrcCamp_Small_01,-160,574,306,72,74,5747230674,Tigonus,574.5625,-306.421875,7
1433,Orc Camp,0,WOD_OrcCamp_Medium_02,-119,487,360,84,120,48784360127,Tigonus,487.65625,-360.0078125,7
1439,Orc Camp,0,WOD_OrcCamp_Medium_01,141,565,314,27,38,5652731438,Tigonus,565.2109375,-314.703125,7
1443,Orc Camp,0,WOD_OrcCamp_Small_01,94,503,360,23,111,50323360111,Tigonus,503.1796875,-360.1328125,7
1445,Orc Camp,0,WOD_OrcCamp_Small_03,-55,576,374,51,110,57651374110,Tigonus,576.3984375,-374.140625,7
1446,Orc Camp,0,WOD_OrcCamp_Medium_01,-139,563,311,63,63,5636331163,Tigonus,563.4921875,-311.5078125,7
1447,Orc Camp,0,WOD_OrcCamp_Medium_02,65,576,366,96,8,5769636600,Tigonus,576.75,-367.0,7
1450,Orc Camp,0,WOD_OrcCamp_Small_01,-97,565,350,101,123,565101350123,Tigonus,565.7890625,-350.0390625,7
