name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,135,105,10,4,1351010504,Glenpoint,135.078125,-105.96875
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,131,116,13,81,1311311681,Glenpoint,131.1015625,-116.3671875
Glenpoint Border Tower,0,WOD_Glenpoint_ScoutTower_01,,213,150,65,13,2136515013,Glenpoint,213.5078125,-150.8984375
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,136,151,36,10,1363615110,Glenpoint,136.28125,-151.921875
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,149,86,84,8,149848608,Glenpoint,149.65625,-86.9375
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,126,120,13,101,12613120101,Glenpoint,126.1015625,-120.2109375
Glenpoint Border Tower,0,WOD_Glenpoint_ScoutTower_01,,163,145,51,8,1635114508,Glenpoint,163.3984375,-145.9375
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,152,146,23,10,1522314610,Glenpoint,152.1796875,-146.921875
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,147,85,14,99,147148599,Glenpoint,147.109375,-85.2265625
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,186,71,118,26,1861187126,Glenpoint,186.921875,-71.796875
Glenpoint Border Tower,0,WOD_Glenpoint_ScoutTower_01,,237,123,27,99,2372712399,Glenpoint,237.2109375,-123.2265625
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,150,66,31,119,1503166119,Glenpoint,150.2421875,-66.0703125
Glenpoint Border Tower,0,WOD_Glenpoint_ScoutTower_01,,126,142,44,50,1264414250,Glenpoint,126.34375,-142.609375
Glenpoint Border Tower,0,WOD_Glenpoint_ScoutTower_01,,145,151,45,17,1454515117,Glenpoint,145.3515625,-151.8671875
Glenpoint Border Tower,0,WOD_Glenpoint_ScoutTower_01,,145,98,99,120,1459998120,Glenpoint,145.7734375,-98.0625
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,181,67,115,116,18111567116,Glenpoint,181.8984375,-67.09375
Glenpoint Border Tower,0,WOD_Glenpoint_BorderTower_01,,224,106,120,50,22412010650,Glenpoint,224.9375,-106.609375
