fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
523,Orc Camp,0,WOD_OrcCamp_Medium_02,400,105,38,90,4003810590,Daenia,400.296875,-105.296875,1
524,Orc Camp,0,WOD_OrcCamp_Medium_03,401,105,45,46,4012610546,Daenia,401.203125,-105.640625,1
525,Orc Camp,0,WOD_OrcCamp_Large_01,400,105,90,70,4009010570,Daenia,400.703125,-105.453125,1
526,Orc Camp,0,WOD_OrcCamp_Small_01,357,115,67,84,3576711584,Daenia,357.5234375,-115.34375,1
527,Orc Camp,0,WOD_OrcCamp_Small_02,357,114,92,6,3579211406,Daenia,357.71875,-114.953125,1
528,Orc Camp,0,WOD_OrcCamp_Small_03,358,114,33,81,3583311481,Daenia,358.2578125,-114.3671875,1
529,Orc Camp,0,WOD_OrcCamp_Medium_01,365,117,42,40,3654211740,Daenia,365.328125,-117.6875,1
530,Orc Camp,0,WOD_OrcCamp_Medium_02,365,116,42,37,3654211637,Daenia,365.328125,-116.7109375,1
531,Orc Camp,0,WOD_OrcCamp_Medium_03,367,116,43,87,3673711691,Daenia,367.2890625,-116.2890625,1
1239,Orc Camp,0,WOD_OrcCamp_Large_01,378,67,108,19,3781226719,Daenia,378.953125,-67.8515625,1
1278,Orc Camp,0,WOD_OrcCamp_Medium_01,411,61,35,45,411356145,Daenia,411.2734375,-61.6484375,1
1279,Orc Camp,0,WOD_OrcCamp_Medium_02,387,63,50,12,387506312,Daenia,387.390625,-63.90625,1
1282,Orc Camp,0,WOD_OrcCamp_Small_01,413,84,67,38,413678438,Daenia,413.5234375,-84.703125,1
1302,Orc Camp,0,WOD_OrcCamp_Large_01,401,85,22,102,4010985102,Daenia,401.0703125,-85.203125,1
1308,Orc Camp,0,WOD_OrcCamp_Medium_03,381,39,35,97,3812339106,Daenia,381.1796875,-39.171875,1
1311,Orc Camp,0,WOD_OrcCamp_Small_02,367,59,40,42,367405942,Daenia,367.3125,-59.671875,1
1329,Orc Camp,0,WOD_OrcCamp_Medium_03,400,112,84,60,40012511260,Daenia,400.9765625,-112.53125,1
1348,Orc Camp,0,WOD_OrcCamp_Medium_01,369,70,36,82,369367082,Daenia,369.28125,-70.359375,1
1364,Orc Camp,0,WOD_OrcCamp_Medium_03,410,53,50,44,410505304,Daenia,410.390625,-53.96875,1
1375,Orc Camp,0,WOD_OrcCamp_Small_03,397,73,11,58,397037358,Daenia,397.0234375,-73.546875,1
1387,Orc Camp,0,WOD_OrcCamp_Small_01,386,100,18,13,3861810013,Daenia,386.140625,-100.8984375,1
