name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Daenia Border Tower,0,WOD_Border_Tower_02,,353,43,14,110,3531443110,Daenia,"353,109375","-43,140625"
Daenia Border Tower,0,WOD_Scout_Tower_02,,369,44,3,101,3690344101,Daenia,"369,0234375","-44,2109375"
Daenia Border Tower,0,WOD_Scout_Tower_02,,372,44,55,105,3725544105,Daenia,"372,4296875","-44,1796875"
Daenia Border Tower,0,WOD_Scout_Tower_02,,379,43,52,104,3795243104,Daenia,"379,40625","-43,1875"
Daenia Border Tower,0,WOD_Scout_Tower_02,,380,36,26,78,380263678,Daenia,"380,203125","-36,390625"
Daenia Border Tower,0,WOD_Scout_Tower_02,,390,39,100,105,39010039105,Daenia,"390,78125","-39,1796875"
Daenia Border Tower,0,WOD_Border_Tower_02,,394,39,77,113,3947739113,Daenia,"394,6015625","-39,1171875"
Daenia Border Tower,0,WOD_Border_Tower_02,,419,44,108,102,41910844102,Daenia,"419,84375","-44,203125"
Daenia Border Tower,0,WOD_Scout_Tower_02,,419,52,118,15,4191185215,Daenia,"419,921875","-52,8828125"
Daenia Border Tower,0,WOD_Scout_Tower_02,,421,59,110,15,4211105915,Daenia,"421,859375","-59,8828125"
Daenia Border Tower,0,WOD_Border_Tower_02,,419,72,109,51,4191097251,Daenia,"419,8515625","-72,6015625"
Daenia Border Tower,0,WOD_Scout_Tower_02,,417,85,59,52,417598552,Daenia,"417,4609375","-85,59375"
Daenia Border Tower,0,WOD_Border_Tower_02,,415,92,101,52,4151019252,Daenia,"415,7890625","-92,59375"
Daenia Border Tower,0,WOD_Scout_Tower_02,,405,107,92,115,40592107115,Daenia,"405,71875","-107,1015625"
Daenia Border Tower,0,WOD_Scout_Tower_02,,402,116,93,33,4029311633,Daenia,"402,7265625","-116,7421875"
Daenia Border Tower,0,WOD_Scout_Tower_02,,387,118,78,73,3877811873,Daenia,"387,609375","-118,4296875"
Daenia Border Tower,0,WOD_Border_Tower_02,,382,119,20,29,3822011929,Daenia,"382,15625","-119,7734375"
Daenia Border Tower,0,WOD_Scout_Tower_02,,377,119,28,36,3772811936,Daenia,"377,21875","-119,71875"
Daenia Border Tower,0,WOD_Border_Tower_02,,362,119,23,41,3622311941,Daenia,"362,1796875","-119,6796875"
Daenia Border Tower,0,WOD_Scout_Tower_02,,354,126,52,101,35452126101,Daenia,"354,40625","-126,2109375"
Daenia Border Tower,0,WOD_Scout_Tower_02,,346,119,26,128,34626119128,Daenia,"346,203125",-119
Daenia Border Tower,0,WOD_Scout_Tower_02,,346,106,50,46,3465010646,Daenia,"346,390625","-106,640625"
Daenia Border Tower,0,WOD_Scout_Tower_02,,346,103,8,78,3460810378,Daenia,"346,0625","-103,390625"
Daenia Border Tower,0,WOD_Scout_Tower_02,,347,97,113,97,3471139797,Daenia,"347,8828125","-97,2421875"
Daenia Border Tower,0,WOD_Scout_Tower_02,,348,92,77,1,348779201,Daenia,"348,6015625","-92,9921875"
Daenia Border Tower,0,WOD_Border_Tower_02,,347,88,50,51,347508851,Daenia,"347,390625","-88,6015625"
Daenia Border Tower,0,WOD_Border_Tower_02,,347,65,65,128,3476565128,Daenia,"347,5078125",-65
