fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
436,Orc Camp,0,WOD_OrcCamp_Small_02,856,177,79,56,8567917756,Orsinium Area,856.6171875,-177.5625,1
439,Orc Camp,0,WOD_OrcCamp_Medium_02,864,182,56,20,8645618220,Orsinium Area,864.4375,-182.84375,1
440,Orc Camp,0,WOD_OrcCamp_Medium_03,863,182,70,90,86370182122,Orsinium Area,863.546875,-182.046875,1
441,Orc Camp,0,WOD_OrcCamp_Large_01,864,182,22,20,8641318217,Orsinium Area,864.1015625,-182.8671875,1
1271,Orc Camp,0,WOD_OrcCamp_Medium_01,855,176,64,46,8556417646,Orsinium Area,855.5,-176.640625,1
1330,Orc Camp,0,WOD_OrcCamp_Large_01,864,174,18,17,8640817417,Orsinium Area,864.0625,-174.8671875,1
1510,Orc Camp,0,WOD_OrcCamp_Medium_02,858,180,23,87,8582318087,Orsinium Area,858.1796875,-180.3203125,1
1512,Orc Camp,0,WOD_OrcCamp_Large_01,864,176,102,83,86410217683,Orsinium Area,864.796875,-176.3515625,1
1518,Orc Camp,0,WOD_OrcCamp_Medium_03,868,174,63,46,8686317446,Orsinium Area,868.4921875,-174.640625,1
1540,Orc Camp,0,WOD_OrcCamp_Large_01,866,176,21,106,86618176115,Orsinium Area,866.140625,-176.1015625,1
1544,Orc Camp,0,WOD_OrcCamp_Medium_01,871,181,12,51,8710518151,Orsinium Area,871.0390625,-181.6015625,1
1560,Orc Camp,0,WOD_OrcCamp_Medium_03,854,175,90,56,85411917556,Orsinium Area,854.9296875,-175.5625,1
1565,Orc Camp,0,WOD_OrcCamp_Medium_01,866,175,29,58,8662917558,Orsinium Area,866.2265625,-175.546875,1
1569,Orc Camp,0,WOD_OrcCamp_Small_01,866,182,83,119,86683182119,Orsinium Area,866.6484375,-182.0703125,1
1570,Orc Camp,0,WOD_OrcCamp_Small_02,860,179,52,64,8605217964,Orsinium Area,860.40625,-179.5,1
1573,Orc Camp,0,WOD_OrcCamp_Medium_02,867,175,10,32,8671017532,Orsinium Area,867.078125,-175.75,1
1591,Orc Camp,0,WOD_OrcCamp_Small_02,865,178,122,63,86512417863,Orsinium Area,865.96875,-178.5078125,1
1617,Orc Camp,0,WOD_OrcCamp_Large_01,872,178,54,49,8725417849,Orsinium Area,872.421875,-178.6171875,1
1623,Orc Camp,0,WOD_OrcCamp_Medium_03,850,180,35,70,8500518070,Orsinium Area,850.0390625,-180.453125,1
1625,Orc Camp,0,WOD_OrcCamp_Small_01,862,174,42,63,8624217463,Orsinium Area,862.328125,-174.5078125,1
1643,Orc Camp,0,WOD_OrcCamp_Medium_02,858,176,77,70,8587717670,Orsinium Area,858.6015625,-176.453125,1
1649,Orc Camp,0,WOD_OrcCamp_Medium_01,869,181,33,100,86933181100,Orsinium Area,869.2578125,-181.21875,1
1658,Orc Camp,0,WOD_OrcCamp_Medium_03,858,174,42,82,8582217482,Orsinium Area,858.171875,-174.359375,1
1678,Orc Camp,0,WOD_OrcCamp_Medium_02,853,180,82,73,8538218073,Orsinium Area,853.640625,-180.4296875,1
1685,Orc Camp,0,WOD_OrcCamp_Medium_02,866,174,96,104,86696174104,Orsinium Area,866.75,-174.1875,1
1688,Orc Camp,0,WOD_OrcCamp_Small_01,859,175,114,122,859114175124,Orsinium Area,859.890625,-175.03125,1
1691,Orc Camp,0,WOD_OrcCamp_Medium_01,867,176,60,14,8676017614,Orsinium Area,867.46875,-176.890625,1
1696,Orc Camp,0,WOD_OrcCamp_Small_02,870,178,123,101,870123178101,Orsinium Area,870.9609375,-178.2109375,1
1698,Orc Camp,0,WOD_OrcCamp_Medium_01,852,181,20,33,8522018133,Orsinium Area,852.15625,-181.7421875,1
133,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,900,160,51,32,9005116032,Orsinium Area,900.3984375,-160.75,3
134,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,900,161,20,68,9002016168,Orsinium Area,900.15625,-161.46875,3
135,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,899,159,56,79,8995615979,Orsinium Area,899.4375,-159.3828125,3
238,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,879,178,106,65,87911017865,Orsinium Area,879.859375,-178.4921875,3
325,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,852,161,40,8,8524016100,Orsinium Area,852.3125,-162,3
327,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,850,161,27,8,8502716105,Orsinium Area,850.2109375,-161.9609375,3
387,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,867,146,78,10,8677814610,Orsinium Area,867.609375,-146.921875,3
389,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,891,146,12,88,8910814688,Orsinium Area,891.0625,-146.3125,3
390,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,893,146,15,32,8931514632,Orsinium Area,893.1171875,-146.75,3
391,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,892,148,72,96,89272148122,Orsinium Area,892.5625,-148.046875,3
394,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,868,149,15,23,8681514923,Orsinium Area,868.1171875,-149.8203125,3
395,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,867,151,81,42,8678115142,Orsinium Area,867.6328125,-151.671875,3
396,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,867,149,108,96,86710814996,Orsinium Area,867.84375,-149.25,3
398,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,871,150,88,61,87112315061,Orsinium Area,871.9609375,-150.5234375,3
399,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,871,149,24,22,8712414901,Orsinium Area,871.1875,-149.9921875,3
400,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,875,151,68,28,8756815128,Orsinium Area,875.53125,-151.78125,3
401,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,876,152,47,31,8764715231,Orsinium Area,876.3671875,-152.7578125,3
403,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,899,152,97,118,89997152120,Orsinium Area,899.7578125,-152.0625,3
404,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,897,151,113,20,89711315120,Orsinium Area,897.8828125,-151.84375,3
408,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,870,155,35,50,8703515550,Orsinium Area,870.2734375,-155.609375,3
409,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,878,153,99,119,87899153123,Orsinium Area,878.7734375,-153.0390625,3
410,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,879,154,58,51,8795815451,Orsinium Area,879.453125,-154.6015625,3
411,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,877,154,102,46,87710215446,Orsinium Area,877.796875,-154.640625,3
412,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,852,159,96,93,852111159116,Orsinium Area,852.8671875,-159.09375,3
413,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,851,161,90,106,85190161106,Orsinium Area,851.703125,-161.171875,3
414,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,851,159,92,55,8519215955,Orsinium Area,851.71875,-159.5703125,3
416,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,864,162,23,47,8642316247,Orsinium Area,864.1796875,-162.6328125,3
417,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,865,161,113,113,865113161113,Orsinium Area,865.8828125,-161.1171875,3
418,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,879,162,13,40,8791316240,Orsinium Area,879.1015625,-162.6875,3
419,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,877,162,84,63,87712316263,Orsinium Area,877.9609375,-162.5078125,3
420,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,877,161,107,73,87711316173,Orsinium Area,877.8828125,-161.4296875,3
421,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,869,162,51,35,8695116235,Orsinium Area,869.3984375,-162.7265625,3
422,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,868,161,116,64,86811616164,Orsinium Area,868.90625,-161.5,3
424,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,858,164,38,14,8583816414,Orsinium Area,858.296875,-164.890625,3
425,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,859,164,78,65,8597816465,Orsinium Area,859.609375,-164.4921875,3
426,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,858,165,88,58,85811516558,Orsinium Area,858.8984375,-165.546875,3
427,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,866,167,55,112,86655167119,Orsinium Area,866.4296875,-167.0703125,3
428,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,867,167,110,77,86711016777,Orsinium Area,867.859375,-167.3984375,3
429,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,867,165,108,52,86710816552,Orsinium Area,867.84375,-165.59375,3
430,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,879,170,27,90,8792717090,Orsinium Area,879.2109375,-170.296875,3
