name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,gisX,gisY
WOD_Ruins,0,WOD_Ruins_05,616,0,107,64,6161070064,616.8359375,-0.5
WOD_BanditCamp,0,WOD_BanditCamp_05,640,0,107,107,64010700107,640.8359375,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_06,699,0,21,107,6992100107,699.1640625,-0.1640625
WOD_Ruins,0,WOD_Ruins_05,725,0,107,21,7251070021,725.8359375,-0.8359375
WOD_FarmA,0,WOD_Farmaa01,725,0,107,107,72510700107,725.8359375,-0.1640625
WOD_FarmA,0,WOD_Farmaa01,732,0,21,64,732210064,732.1640625,-0.5
WOD_Ruins,0,WOD_Ruins_01,735,0,107,21,7351070021,735.8359375,-0.8359375
WOD_BanditCamp,0,WOD_BanditCamp_06,739,0,64,21,739640021,739.5,-0.8359375
WOD_BanditCamp,0,WOD_BanditCamp_02,754,0,64,107,7546400107,754.5,-0.1640625
WOD_FarmA,0,WOD_Farmaa02,765,0,21,64,765210064,765.1640625,-0.5
WOD_BanditCamp,0,WOD_BanditCamp_06,780,0,21,64,780210064,780.1640625,-0.5
WOD_FarmA,0,WOD_Farmaa03,811,0,21,107,8112100107,811.1640625,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,817,0,21,107,8172100107,817.1640625,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,841,0,21,21,841210021,841.1640625,-0.8359375
WOD_FarmA,0,WOD_Farmaa03,858,0,21,21,858210021,858.1640625,-0.8359375
WOD_FarmA,0,WOD_Farmaa01,862,0,21,21,862210021,862.1640625,-0.8359375
WOD_FarmA,0,WOD_Farmaa04,870,0,107,107,87010700107,870.8359375,-0.1640625
WOD_FarmA,0,WOD_Farmaa02,900,0,107,64,9001070064,900.8359375,-0.5
WOD_Ruins,0,WOD_Ruins_05,917,0,21,107,9172100107,917.1640625,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,942,0,107,21,9421070021,942.8359375,-0.8359375
WOD_FarmA,0,WOD_Farmaa00,943,0,21,107,9432100107,943.1640625,-0.1640625
WOD_FarmA,0,WOD_Farmaa00,952,0,107,21,9521070021,952.8359375,-0.8359375
WOD_FarmA,0,WOD_Farmaa04,953,0,107,64,9531070064,953.8359375,-0.5
WOD_OrcCamp,0,WOD_OrcCamp_Large_01,959,0,64,107,9596400107,959.5,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,984,0,64,107,9846400107,984.5,-0.1640625
WOD_BanditCamp,0,WOD_BanditCamp_01,616,1,21,21,616210121,616.1640625,-1.8359375
WOD_FarmA,0,WOD_Farmaa01,627,1,107,107,62710701107,627.8359375,-1.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_01,651,1,21,66,651210164,651.1640625,-1.5
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_02,652,1,21,62,652210164,652.1640625,-1.5
WOD_Ruins,0,WOD_Ruins_03,652,1,21,107,6522101107,652.1640625,-1.1640625
WOD_FarmA,0,WOD_Farmaa04,653,1,107,74,6531070164,653.8359375,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_02,654,1,64,21,654640121,654.5,-1.8359375
WOD_Ruins,0,WOD_Ruins_06,658,1,107,58,6581070164,658.8359375,-1.5
WOD_FarmA,0,WOD_Farmaa04,675,1,107,64,6751070164,675.8359375,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_04,684,1,21,21,684210121,684.1640625,-1.8359375
WOD_Ruins,0,WOD_Ruins_06,684,1,21,64,684210164,684.1640625,-1.5
WOD_Ruins,0,WOD_Ruins_04,684,1,107,64,6841070164,684.8359375,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_05,690,1,21,107,6902101107,690.1640625,-1.1640625
WOD_BanditFort,0,WOD_BanditFort_01,718,1,21,64,718210164,718.1640625,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_04,728,1,64,21,728640121,728.5,-1.8359375
WOD_Ruins,0,WOD_Ruins_01,731,1,64,107,7316401107,731.5,-1.1640625
WOD_FarmA,0,WOD_Farmaa04,756,1,107,107,75610701107,756.8359375,-1.1640625
WOD_FarmA,0,WOD_Farmaa02,765,1,64,21,765640121,765.5,-1.8359375
WOD_Ruins,0,WOD_Ruins_06,799,1,107,107,79910701107,799.8359375,-1.1640625
WOD_GuardTower,0,WOD_Guardtower_01,804,1,21,64,804210164,804.1640625,-1.5
WOD_Ruins,0,WOD_Ruins_05,814,1,107,21,8141070121,814.8359375,-1.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_04,816,1,107,64,8161070164,816.8359375,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_09,820,1,107,107,82010701107,820.8359375,-1.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,827,1,21,64,827210164,827.1640625,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_09,854,1,107,21,8541070121,854.8359375,-1.8359375
WOD_BanditCamp,0,WOD_BanditCamp_07,866,1,21,64,866210164,866.1640625,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_04,874,1,21,107,8742101107,874.1640625,-1.1640625
WOD_FarmA,0,WOD_Farmaa04,878,1,64,21,878640121,878.5,-1.8359375
WOD_BanditCamp,0,WOD_BanditCamp_05,880,1,107,21,8801070121,880.8359375,-1.8359375
WOD_BanditFort,0,WOD_BanditFort_01,891,1,64,21,891640121,891.5,-1.8359375
WOD_BanditFort,0,WOD_BanditFort_01,897,1,21,64,897210164,897.1640625,-1.5
WOD_Ruins,0,WOD_Ruins_01,924,1,21,107,9242101107,924.1640625,-1.1640625
WOD_Ruins,0,WOD_Ruins_02,931,1,64,107,9316401107,931.5,-1.1640625
WOD_Ruins,0,WOD_Ruins_01,935,1,21,21,935210121,935.1640625,-1.8359375
WOD_GuardTower,0,WOD_Guardtower_01,935,1,64,107,9356401107,935.5,-1.1640625
WOD_FarmA,0,WOD_Farmaa03,935,1,107,64,9351070164,935.8359375,-1.5
WOD_FarmA,0,WOD_Farmaa00,952,1,21,21,952210121,952.1640625,-1.8359375
WOD_Ruins,0,WOD_Ruins_02,960,1,21,64,960210164,960.1640625,-1.5
WOD_BanditCamp,0,WOD_BanditCamp_03,969,1,21,107,9692101107,969.1640625,-1.1640625
WOD_Ruins,0,WOD_Ruins_03,969,1,107,21,9691070121,969.8359375,-1.8359375
WOD_BanditFort,0,WOD_BanditFort_01,627,2,21,21,627210221,627.1640625,-2.8359375
WOD_BanditCamp,0,WOD_BanditCamp_01,640,2,21,21,640210221,640.1640625,-2.8359375
WOD_Ruins,0,WOD_Ruins_05,646,2,21,21,646210221,646.1640625,-2.8359375
WOD_BanditFort,0,WOD_BanditFort_01,646,2,107,64,6461070264,646.8359375,-2.5
WOD_BanditCamp,0,WOD_BanditCamp_02,647,2,21,30,647210221,647.1640625,-2.8359375
WOD_BanditCamp,0,WOD_BanditCamp_07,647,2,107,21,6471070221,647.8359375,-2.8359375
WOD_FarmA,0,WOD_Farmaa04,647,2,107,74,6471070264,647.8359375,-2.5
WOD_FarmA,0,WOD_Farmaa04,663,2,64,21,663640221,663.5,-2.8359375
WOD_BanditFort,0,WOD_BanditFort_01,667,2,64,21,667640221,667.5,-2.8359375
WOD_FarmA,0,WOD_Farmaa03,669,2,21,42,669210221,669.1640625,-2.8359375
WOD_Ruins,0,WOD_Ruins_02,670,2,21,60,670210264,670.1640625,-2.5
WOD_Ruins,0,WOD_Ruins_01,674,2,107,60,6741070264,674.8359375,-2.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_03,675,2,64,66,675640264,675.5,-2.5
WOD_Ruins,0,WOD_Ruins_03,678,2,21,107,6782102107,678.1640625,-2.1640625
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_06,683,2,21,67,683210264,683.1640625,-2.5
WOD_BanditCamp,0,WOD_BanditCamp_06,686,2,107,68,6861070264,686.8359375,-2.5
WOD_BanditCamp,0,WOD_BanditCamp_01,687,2,107,69,6871070264,687.8359375,-2.5
WOD_FarmA,0,WOD_Farmaa01,689,2,21,74,689210264,689.1640625,-2.5
WOD_FarmA,0,WOD_Farmaa04,696,2,21,64,696210264,696.1640625,-2.5
WOD_FarmA,0,WOD_Farmaa04,702,2,107,107,70210702107,702.8359375,-2.1640625
WOD_Ruins,0,WOD_Ruins_04,705,2,107,21,7051070221,705.8359375,-2.8359375
WOD_Ruins,0,WOD_Ruins_04,712,2,21,21,712210221,712.1640625,-2.8359375
WOD_BanditFort,0,WOD_BanditFort_01,717,2,64,21,717640221,717.5,-2.8359375
WOD_Ruins,0,WOD_Ruins_06,724,2,107,21,7241070221,724.8359375,-2.8359375
WOD_Ruins,0,WOD_Ruins_02,726,2,64,107,7266402107,726.5,-2.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,728,2,107,107,72810702107,728.8359375,-2.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,730,2,21,21,730210221,730.1640625,-2.8359375
WOD_FarmA,0,WOD_Farmaa03,755,2,21,64,755210264,755.1640625,-2.5
WOD_BanditFort,0,WOD_BanditFort_01,757,2,107,21,7571070221,757.8359375,-2.8359375
WOD_Ruins,0,WOD_Ruins_06,768,2,64,107,7686402107,768.5,-2.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,769,2,107,64,7691070264,769.8359375,-2.5
WOD_OrcCamp,0,WOD_OrcCamp_Small_01,776,2,107,64,7761070264,776.8359375,-2.5
WOD_Ruins,0,WOD_Ruins_05,781,2,107,64,7811070264,781.8359375,-2.5
WOD_Ruins,0,WOD_Ruins_02,822,2,107,64,8221070264,822.8359375,-2.5
WOD_BanditCamp,0,WOD_BanditCamp_06,827,2,21,107,8272102107,827.1640625,-2.1640625
WOD_FarmA,0,WOD_Farmaa04,838,2,21,64,838210264,838.1640625,-2.5
WOD_Ruins,0,WOD_Ruins_03,843,2,64,21,843640221,843.5,-2.8359375
WOD_FarmA,0,WOD_Farmaa04,844,2,64,107,8446402107,844.5,-2.1640625
WOD_Ruins,0,WOD_Ruins_01,850,2,64,21,850640221,850.5,-2.8359375
WOD_Ruins,0,WOD_Ruins_02,851,2,21,64,851210264,851.1640625,-2.5
