fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
112,Orc Camp,0,WOD_OrcCamp_Large_01,593,33,76,81,593763381,Wrothgarian Mountains,593.59375,-33.3671875,1
113,Orc Camp,0,WOD_OrcCamp_Small_01,593,35,59,77,593593577,Wrothgarian Mountains,593.4609375,-35.3984375,1
114,Orc Camp,0,WOD_OrcCamp_Small_02,595,35,59,101,5955935101,Wrothgarian Mountains,595.4609375,-35.2109375,1
314,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,933,202,81,46,9338120246,Wrothgarian Mountains,933.6328125,-202.640625,3
315,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,935,202,84,16,9358420215,Wrothgarian Mountains,935.65625,-202.8828125,3
10,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,977,124,105,118,977105124122,Wrothgarian Mountains,977.8203125,-124.046875,4
11,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,977,124,115,55,97712512455,Wrothgarian Mountains,977.9765625,-124.5703125,4
12,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,978,124,55,23,9785512423,Wrothgarian Mountains,978.4296875,-124.8203125,4
61,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,709,3,38,88,709380388,Wrothgarian Mountains,709.296875,-3.3125,4
62,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,710,3,60,45,710600337,Wrothgarian Mountains,710.46875,-3.7109375,4
63,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,709,5,22,59,709170559,Wrothgarian Mountains,709.1328125,-5.5390625,4
64,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,954,11,42,14,954421114,Wrothgarian Mountains,954.328125,-11.890625,4
65,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,954,12,31,119,9543112119,Wrothgarian Mountains,954.2421875,-12.0703125,4
66,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,955,12,105,118,95510512118,Wrothgarian Mountains,955.8203125,-12.078125,4
67,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,905,14,77,18,905771418,Wrothgarian Mountains,905.6015625,-14.859375,4
68,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,903,14,86,78,903861478,Wrothgarian Mountains,903.671875,-14.390625,4
69,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,905,13,93,36,905951336,Wrothgarian Mountains,905.7421875,-13.71875,4
78,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,928,16,46,44,928461644,Wrothgarian Mountains,928.359375,-16.65625,4
79,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,637,20,102,8,6371022008,Wrothgarian Mountains,637.796875,-20.9375,4
80,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,636,20,64,79,636642079,Wrothgarian Mountains,636.5,-20.3828125,4
81,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,636,20,91,87,636912087,Wrothgarian Mountains,636.7109375,-20.3203125,4
82,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,723,18,9,27,723091827,Wrothgarian Mountains,723.0703125,-18.7890625,4
84,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,721,19,29,38,721291938,Wrothgarian Mountains,721.2265625,-19.703125,4
85,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,922,19,29,50,922291950,Wrothgarian Mountains,922.2265625,-19.609375,4
86,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,922,18,91,46,922911846,Wrothgarian Mountains,922.7109375,-18.640625,4
88,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,980,19,109,31,9801091931,Wrothgarian Mountains,980.8515625,-19.7578125,4
89,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,982,19,7,74,982011974,Wrothgarian Mountains,982.0078125,-19.421875,4
94,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,728,22,37,121,7283722124,Wrothgarian Mountains,728.2890625,-22.03125,4
95,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,728,23,104,41,7281042341,Wrothgarian Mountains,728.8125,-23.6796875,4
98,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,852,23,108,106,85210823106,Wrothgarian Mountains,852.84375,-23.171875,4
99,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,852,23,87,38,852872338,Wrothgarian Mountains,852.6796875,-23.703125,4
100,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,743,24,36,14,743362414,Wrothgarian Mountains,743.28125,-24.890625,4
101,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,742,24,101,100,74210124100,Wrothgarian Mountains,742.7890625,-24.21875,4
102,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,744,22,49,91,744492291,Wrothgarian Mountains,744.3828125,-22.2890625,4
103,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,721,28,106,105,72110628105,Wrothgarian Mountains,721.828125,-28.1796875,4
104,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,722,29,83,45,722832908,Wrothgarian Mountains,722.6484375,-29.9375,4
107,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,594,29,123,23,5941242923,Wrothgarian Mountains,594.96875,-29.8203125,4
108,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,594,29,95,63,594952963,Wrothgarian Mountains,594.7421875,-29.5078125,4
115,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,741,34,54,92,741543492,Wrothgarian Mountains,741.421875,-34.28125,4
116,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,741,33,70,65,741703365,Wrothgarian Mountains,741.546875,-33.4921875,4
117,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,740,33,95,105,7409533105,Wrothgarian Mountains,740.7421875,-33.1796875,4
118,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,987,35,60,81,987603581,Wrothgarian Mountains,987.46875,-35.3671875,4
119,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,986,36,21,42,986133642,Wrothgarian Mountains,986.1015625,-36.671875,4
120,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,986,34,32,50,986323450,Wrothgarian Mountains,986.25,-34.609375,4
122,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,806,37,37,67,806373767,Wrothgarian Mountains,806.2890625,-37.4765625,4
123,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,806,37,52,24,806523724,Wrothgarian Mountains,806.40625,-37.8125,4
127,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,750,44,101,5,7501014401,Wrothgarian Mountains,750.7890625,-44.9921875,4
128,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,751,44,44,67,751444467,Wrothgarian Mountains,751.34375,-44.4765625,4
129,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,750,46,83,26,750834626,Wrothgarian Mountains,750.6484375,-46.796875,4
130,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,856,45,73,104,8567345104,Wrothgarian Mountains,856.5703125,-45.1875,4
131,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,856,44,56,28,856564428,Wrothgarian Mountains,856.4375,-44.78125,4
132,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,856,44,37,88,8560444105,Wrothgarian Mountains,856.03125,-44.1796875,4
136,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,947,45,36,104,9473645104,Wrothgarian Mountains,947.28125,-45.1875,4
137,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,946,46,79,119,9467946122,Wrothgarian Mountains,946.6171875,-46.046875,4
138,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,946,44,26,38,946264438,Wrothgarian Mountains,946.203125,-44.703125,4
142,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,757,47,56,33,757564733,Wrothgarian Mountains,757.4375,-47.7421875,4
143,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,755,49,118,93,7551254993,Wrothgarian Mountains,755.9765625,-49.2734375,4
144,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,757,49,37,60,757374960,Wrothgarian Mountains,757.2890625,-49.53125,4
148,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,960,50,84,49,960845049,Wrothgarian Mountains,960.65625,-50.6171875,4
149,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,960,52,119,9,9601195209,Wrothgarian Mountains,960.9296875,-52.9296875,4
150,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,961,51,28,101,9612851101,Wrothgarian Mountains,961.21875,-51.2109375,4
151,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,854,52,76,111,8547652111,Wrothgarian Mountains,854.59375,-52.1328125,4
152,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,854,51,100,31,8541005131,Wrothgarian Mountains,854.78125,-51.7578125,4
153,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,853,51,50,89,8535051110,Wrothgarian Mountains,853.390625,-51.140625,4
154,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,917,56,93,107,9179356118,Wrothgarian Mountains,917.7265625,-56.078125,4
155,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,917,54,19,77,917195477,Wrothgarian Mountains,917.1484375,-54.3984375,4
156,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,916,56,99,14,916995614,Wrothgarian Mountains,916.7734375,-56.890625,4
159,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,738,58,120,46,7381245846,Wrothgarian Mountains,738.96875,-58.640625,4
161,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,929,57,73,22,929735704,Wrothgarian Mountains,929.5703125,-57.96875,4
162,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,927,58,118,101,92711858101,Wrothgarian Mountains,927.921875,-58.2109375,4
163,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,943,65,106,26,9431066526,Wrothgarian Mountains,943.828125,-65.796875,4
164,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,942,65,104,76,9421046576,Wrothgarian Mountains,942.8125,-65.40625,4
165,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,943,65,99,69,943996569,Wrothgarian Mountains,943.7734375,-65.4609375,4
166,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,785,65,108,40,7851086540,Wrothgarian Mountains,785.84375,-65.6875,4
167,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,786,67,84,83,786966786,Wrothgarian Mountains,786.75,-67.328125,4
168,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,785,65,35,28,785356528,Wrothgarian Mountains,785.2734375,-65.78125,4
172,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,822,68,115,52,8221256852,Wrothgarian Mountains,822.9765625,-68.59375,4
173,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,824,67,61,114,8246167114,Wrothgarian Mountains,824.4765625,-67.109375,4
174,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,824,68,44,64,824286864,Wrothgarian Mountains,824.21875,-68.5,4
176,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,804,72,105,115,80410572115,Wrothgarian Mountains,804.8203125,-72.1015625,4
177,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,804,71,33,28,804337128,Wrothgarian Mountains,804.2578125,-71.78125,4
178,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,912,71,92,9,912927104,Wrothgarian Mountains,912.71875,-71.96875,4
179,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,913,70,17,36,913177036,Wrothgarian Mountains,913.1328125,-70.71875,4
180,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,913,72,47,65,913477265,Wrothgarian Mountains,913.3671875,-72.4921875,4
181,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,978,72,76,78,978767278,Wrothgarian Mountains,978.59375,-72.390625,4
182,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,979,71,22,87,979087187,Wrothgarian Mountains,979.0625,-71.3203125,4
183,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,979,71,32,46,979327146,Wrothgarian Mountains,979.25,-71.640625,4
184,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,904,72,61,14,904617214,Wrothgarian Mountains,904.4765625,-72.890625,4
185,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,904,72,45,40,904457240,Wrothgarian Mountains,904.3515625,-72.6875,4
186,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,906,72,70,108,9067072108,Wrothgarian Mountains,906.546875,-72.15625,4
187,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,715,79,72,52,715727952,Wrothgarian Mountains,715.5625,-79.59375,4
188,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,715,79,51,89,7155179102,Wrothgarian Mountains,715.3984375,-79.203125,4
189,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,717,78,106,18,7171067809,Wrothgarian Mountains,717.828125,-78.9296875,4
190,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,855,82,10,61,855108261,Wrothgarian Mountains,855.078125,-82.5234375,4
191,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,856,82,19,35,856198235,Wrothgarian Mountains,856.1484375,-82.7265625,4
192,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,854,81,58,44,854588144,Wrothgarian Mountains,854.453125,-81.65625,4
193,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,985,80,35,42,985358042,Wrothgarian Mountains,985.2734375,-80.671875,4
194,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,985,81,100,61,9851008161,Wrothgarian Mountains,985.78125,-81.5234375,4
195,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,985,81,73,40,985738105,Wrothgarian Mountains,985.5703125,-81.9609375,4
197,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,944,87,51,99,944518799,Wrothgarian Mountains,944.3984375,-87.2265625,4
199,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,749,97,63,84,749639784,Wrothgarian Mountains,749.4921875,-97.34375,4
200,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,750,96,55,55,750559655,Wrothgarian Mountains,750.4296875,-96.5703125,4
201,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,748,96,120,19,7481229619,Wrothgarian Mountains,748.953125,-96.8515625,4
203,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,977,96,88,19,977889610,Wrothgarian Mountains,977.6875,-96.921875,4
204,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,977,97,36,115,9773697115,Wrothgarian Mountains,977.28125,-97.1015625,4
205,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,861,97,14,99,861149799,Wrothgarian Mountains,861.109375,-97.2265625,4
206,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,861,97,90,72,861909772,Wrothgarian Mountains,861.703125,-97.4375,4
207,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,861,96,12,79,861109679,Wrothgarian Mountains,861.078125,-96.3828125,4
208,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,953,97,33,106,9533397106,Wrothgarian Mountains,953.2578125,-97.171875,4
209,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,955,97,58,56,955589756,Wrothgarian Mountains,955.453125,-97.5625,4
210,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,954,96,83,84,954839684,Wrothgarian Mountains,954.6484375,-96.34375,4
211,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,757,100,64,122,75764100127,Wrothgarian Mountains,757.5,-100.0078125,4
212,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,758,99,61,46,758619946,Wrothgarian Mountains,758.4765625,-99.640625,4
214,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,933,101,40,42,9334010142,Wrothgarian Mountains,933.3125,-101.671875,4
215,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,933,99,42,70,933429970,Wrothgarian Mountains,933.328125,-99.453125,4
217,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,819,100,22,22,8190610018,Wrothgarian Mountains,819.046875,-100.859375,4
218,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,818,102,122,23,81812210223,Wrothgarian Mountains,818.953125,-102.8203125,4
219,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,819,100,24,113,81924100113,Wrothgarian Mountains,819.1875,-100.1171875,4
220,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,873,135,84,59,8738413559,Wrothgarian Mountains,873.65625,-135.5390625,4
223,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,883,100,84,83,8839610087,Wrothgarian Mountains,883.75,-100.3203125,4
224,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,884,102,37,22,8843710220,Wrothgarian Mountains,884.2890625,-102.84375,4
225,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,885,101,109,63,88510910163,Wrothgarian Mountains,885.8515625,-101.5078125,4
226,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,847,103,100,41,84710010341,Wrothgarian Mountains,847.78125,-103.6796875,4
227,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,848,101,102,23,84810210123,Wrothgarian Mountains,848.796875,-101.8203125,4
228,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,848,102,13,35,8481210235,Wrothgarian Mountains,848.09375,-102.7265625,4
229,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,732,107,105,10,73210510710,Wrothgarian Mountains,732.8203125,-107.921875,4
231,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,732,107,64,60,7326410760,Wrothgarian Mountains,732.5,-107.53125,4
232,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,892,108,81,63,8928110863,Wrothgarian Mountains,892.6328125,-108.5078125,4
233,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,894,107,101,115,894101107115,Wrothgarian Mountains,894.7890625,-107.1015625,4
234,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,894,107,11,19,8940510719,Wrothgarian Mountains,894.0390625,-107.8515625,4
235,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,743,110,13,109,74308110109,Wrothgarian Mountains,743.0625,-110.1484375,4
236,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,741,111,99,121,74199111127,Wrothgarian Mountains,741.7734375,-111.0078125,4
237,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,742,109,64,84,74264109125,Wrothgarian Mountains,742.5,-109.0234375,4
241,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,809,113,22,96,8092211396,Wrothgarian Mountains,809.171875,-113.25,4
242,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,809,111,32,22,8093211122,Wrothgarian Mountains,809.25,-111.828125,4
243,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,808,112,72,93,8087211293,Wrothgarian Mountains,808.5625,-112.2734375,4
244,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,789,114,85,86,789101114127,Wrothgarian Mountains,789.7890625,-114.0078125,4
246,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,788,113,77,46,7887711346,Wrothgarian Mountains,788.6015625,-113.640625,4
247,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,966,112,109,79,96610911279,Wrothgarian Mountains,966.8515625,-112.3828125,4
248,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,966,112,55,22,9665511222,Wrothgarian Mountains,966.4296875,-112.828125,4
249,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,967,114,41,60,9674111460,Wrothgarian Mountains,967.3203125,-114.53125,4
250,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,868,117,59,121,86859117124,Wrothgarian Mountains,868.4609375,-117.03125,4
251,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,868,117,56,88,86856117100,Wrothgarian Mountains,868.4375,-117.21875,4
252,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,869,119,58,106,86958119106,Wrothgarian Mountains,869.453125,-119.171875,4
253,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,860,121,115,67,86011512167,Wrothgarian Mountains,860.8984375,-121.4765625,4
254,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,862,121,54,27,8625412127,Wrothgarian Mountains,862.421875,-121.7890625,4
255,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,861,120,42,97,8614212097,Wrothgarian Mountains,861.328125,-120.2421875,4
256,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,831,122,84,23,8318412223,Wrothgarian Mountains,831.65625,-122.8203125,4
257,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,833,123,114,40,83311412340,Wrothgarian Mountains,833.890625,-123.6875,4
258,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,833,123,51,82,8335112382,Wrothgarian Mountains,833.3984375,-123.359375,4
259,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,936,125,20,18,9361012505,Wrothgarian Mountains,936.078125,-125.9609375,4
260,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,937,126,67,24,9376712624,Wrothgarian Mountains,937.5234375,-126.8125,4
261,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,938,125,69,110,93869125110,Wrothgarian Mountains,938.5390625,-125.140625,4
265,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,890,130,40,70,8900913070,Wrothgarian Mountains,890.0703125,-130.453125,4
267,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,890,128,56,6,8905612805,Wrothgarian Mountains,890.4375,-128.9609375,4
268,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,958,129,6,76,9580612976,Wrothgarian Mountains,958.046875,-129.40625,4
269,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,958,130,10,59,9580813059,Wrothgarian Mountains,958.0625,-130.5390625,4
270,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,956,129,115,115,956122129116,Wrothgarian Mountains,956.953125,-129.09375,4
271,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,976,128,108,91,97610812891,Wrothgarian Mountains,976.84375,-128.2890625,4
272,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,977,128,86,40,9779612823,Wrothgarian Mountains,977.75,-128.8203125,4
273,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,976,129,88,56,9768812956,Wrothgarian Mountains,976.6875,-129.5625,4
274,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,890,133,99,105,89099133105,Wrothgarian Mountains,890.7734375,-133.1796875,4
276,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,892,132,35,51,8923513251,Wrothgarian Mountains,892.2734375,-132.6015625,4
277,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,882,134,13,23,8820613423,Wrothgarian Mountains,882.046875,-134.8203125,4
278,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,882,132,97,13,8829713213,Wrothgarian Mountains,882.7578125,-132.8984375,4
279,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,882,134,39,37,8822613419,Wrothgarian Mountains,882.203125,-134.8515625,4
280,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,828,136,22,44,8281213644,Wrothgarian Mountains,828.09375,-136.65625,4
281,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,829,135,83,109,82983135109,Wrothgarian Mountains,829.6484375,-135.1484375,4
282,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,829,137,122,20,82912513720,Wrothgarian Mountains,829.9765625,-137.84375,4
290,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,816,138,61,101,81661138101,Wrothgarian Mountains,816.4765625,-138.2109375,4
295,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,966,154,10,64,9661015464,Wrothgarian Mountains,966.078125,-154.5,4
296,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,965,152,60,9,9656015209,Wrothgarian Mountains,965.46875,-152.9296875,4
297,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,965,152,86,41,9658615241,Wrothgarian Mountains,965.671875,-152.6796875,4
