fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
578,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,600,365,95,42,6009536542,Tigonus,600.7421875,-365.671875,4
579,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,600,365,14,78,6001436578,Tigonus,600.109375,-365.390625,4
878,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,585,278,67,120,58567278120,Tigonus,585.5234375,-278.0625,4
568,Orc Camp,0,WOD_OrcCamp_Small_01,578,335,65,14,5786533514,Tigonus,578.5078125,-335.890625,7
569,Orc Camp,0,WOD_OrcCamp_Small_02,579,334,6,79,5790333479,Tigonus,579.0234375,-334.3828125,7
570,Orc Camp,0,WOD_OrcCamp_Small_03,577,333,61,55,5776133355,Tigonus,577.4765625,-333.5703125,7
571,Orc Camp,0,WOD_OrcCamp_Medium_01,564,339,60,42,5646033942,Tigonus,564.46875,-339.671875,7
572,Orc Camp,0,WOD_OrcCamp_Medium_02,564,337,60,119,56460337119,Tigonus,564.46875,-337.0703125,7
574,Orc Camp,0,WOD_OrcCamp_Large_01,555,360,60,113,55560360125,Tigonus,555.46875,-360.0234375,7
575,Orc Camp,0,WOD_OrcCamp_Small_01,555,359,95,97,5559535997,Tigonus,555.7421875,-359.2421875,7
576,Orc Camp,0,WOD_OrcCamp_Small_02,556,358,24,109,55624358109,Tigonus,556.1875,-358.1484375,7
580,Orc Camp,0,WOD_OrcCamp_Medium_03,604,380,85,51,60412038051,Tigonus,604.9375,-380.6015625,7
581,Orc Camp,0,WOD_OrcCamp_Large_01,603,380,35,22,6033538022,Tigonus,603.2734375,-380.828125,7
582,Orc Camp,0,WOD_OrcCamp_Small_01,604,380,70,119,60470380119,Tigonus,604.546875,-380.0703125,7
1429,Orc Camp,0,WOD_OrcCamp_Small_01,574,306,72,74,5747230674,Tigonus,574.5625,-306.421875,7
1433,Orc Camp,0,WOD_OrcCamp_Medium_02,487,360,84,120,48784360127,Tigonus,487.65625,-360.0078125,7
1439,Orc Camp,0,WOD_OrcCamp_Medium_01,565,314,27,38,5652731438,Tigonus,565.2109375,-314.703125,7
1443,Orc Camp,0,WOD_OrcCamp_Small_01,503,360,23,111,50323360111,Tigonus,503.1796875,-360.1328125,7
1445,Orc Camp,0,WOD_OrcCamp_Small_03,576,374,51,110,57651374110,Tigonus,576.3984375,-374.140625,7
1446,Orc Camp,0,WOD_OrcCamp_Medium_01,563,311,63,63,5636331163,Tigonus,563.4921875,-311.5078125,7
1447,Orc Camp,0,WOD_OrcCamp_Medium_02,576,366,96,8,5769636600,Tigonus,576.75,-367,7
1450,Orc Camp,0,WOD_OrcCamp_Small_01,565,350,101,123,565101350123,Tigonus,565.7890625,-350.0390625,7
643,Orc Camp,0,WOD_OrcCamp_Medium_03,927,278,38,61,9272727861,Mournoth,927.2109375,-278.5234375,5
644,Orc Camp,0,WOD_OrcCamp_Large_01,927,277,63,24,9276327724,Mournoth,927.4921875,-277.8125,5
645,Orc Camp,0,WOD_OrcCamp_Small_01,925,279,56,88,9255627988,Mournoth,925.4375,-279.3125,5
647,Orc Camp,0,WOD_OrcCamp_Small_03,882,294,118,50,88211829450,Mournoth,882.921875,-294.609375,5
648,Orc Camp,0,WOD_OrcCamp_Medium_01,881,293,22,13,8812229313,Mournoth,881.171875,-293.8984375,5
649,Orc Camp,0,WOD_OrcCamp_Medium_02,966,334,90,81,9669033481,Mournoth,966.703125,-334.3671875,5
650,Orc Camp,0,WOD_OrcCamp_Medium_03,966,333,45,74,9663233374,Mournoth,966.25,-333.421875,5
651,Orc Camp,0,WOD_OrcCamp_Large_01,966,332,41,19,9664133208,Mournoth,966.3203125,-332.9375,5
652,Orc Camp,0,WOD_OrcCamp_Small_01,986,371,5,95,9860437195,Mournoth,986.03125,-371.2578125,5
653,Orc Camp,0,WOD_OrcCamp_Small_02,986,369,58,47,9865836947,Mournoth,986.453125,-369.6328125,5
654,Orc Camp,0,WOD_OrcCamp_Small_03,985,369,91,88,9859136988,Mournoth,985.7109375,-369.3125,5
655,Orc Camp,0,WOD_OrcCamp_Medium_01,986,372,68,114,98668372114,Mournoth,986.53125,-372.109375,5
656,Orc Camp,0,WOD_OrcCamp_Medium_02,986,372,58,8,9865837208,Mournoth,986.453125,-372.9375,5
