name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Tigonus Border Tower,0,WOD_Tigonus_BorderTower_01,270.0,483,362,76,15,Tigonus,483.59375,-362.8828125
Tigonus Border Tower,0,WOD_Tigonus_BorderTower_01,,517,312,76,95,Tigonus,517.59375,-312.2578125
Tigonus Border Tower,0,WOD_Tigonus_BorderTower_01,,529,308,73,100,Tigonus,529.5703125,-308.21875
Tigonus Border Tower,0,WOD_Tigonus_ScoutTower_01,270.0,519,362,84,20,Tigonus,519.65625,-362.84375
Tigonus Border Tower,0,WOD_Tigonus_ScoutTower_01,,594,341,31,116,Tigonus,594.2421875,-341.09375
Mournoth Border Tower,0,WOD_Mournoth_BorderTower_01,,961,278,52,113,Mournoth,961.40625,-278.1171875
Mournoth Border Tower,0,WOD_Mournoth_BorderTower_01,,938,383,20,102,Mournoth,938.15625,-383.203125
Mournoth Border Tower,0,WOD_Mournoth_ScoutTower_01,270.0,929,332,4,23,Mournoth,929.0234375,-332.8203125
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_ScoutTower_01,270.0,758,131,26,24,Wrothgarian Mountains,758.203125,-131.8125
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,,897,149,12,95,Wrothgarian Mountains,897.09375,-149.2578125
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_ScoutTower_01,270.0,726,93,33,19,Wrothgarian Mountains,726.2578125,-93.8515625
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,861,135,2,6,Wrothgarian Mountains,861.0078125,-135.953125
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_ScoutTower_01,270.0,625,40,24,19,Wrothgarian Mountains,625.1875,-40.8515625
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,870,135,19,9,Wrothgarian Mountains,870.1484375,-135.9296875
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,638,40,102,46,Wrothgarian Mountains,638.796875,-40.640625
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,881,134,86,10,Wrothgarian Mountains,881.671875,-134.921875
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,823,146,73,18,Wrothgarian Mountains,823.5703125,-146.859375
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,863,135,87,9,Wrothgarian Mountains,863.6796875,-135.9296875
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,859,136,56,10,Wrothgarian Mountains,859.4375,-136.921875
Wrothgaria Border Tower,0,WOD_WrothgarianMountains_BorderTower_01,270.0,871,136,58,9,Wrothgarian Mountains,871.453125,-136.9296875
Sentinel Border Tower,0,WOD_Sentinel_ScoutTower_01,180.0,445,372,108,99,Sentinel,445.84375,-372.2265625
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,445,379,108,20,Sentinel,445.84375,-379.84375
Sentinel Border Tower,0,WOD_Sentinel_ScoutTower_01,180.0,444,388,122,22,Sentinel,444.953125,-388.828125
Sentinel Border Tower,0,WOD_Sentinel_ScoutTower_01,180.0,444,389,108,26,Sentinel,444.84375,-389.796875
