name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Kairou Border Tower,0,WOD_Border_Tower_Desert_01,90,243,428,70,113,24370428113,Kairou,"243,546875","-428,1171875"
Kairou Border Tower,1,WOD_Scout_Tower_05,180,243,448,122,6,24312244806,Kairou,"243,953125","-448,953125"
Kairou Border Tower,2,WOD_Border_Tower_Desert_01,180,249,455,111,124,249111455124,Kairou,"249,8671875","-455,03125"
Kairou Border Tower,3,WOD_Border_Tower_Desert_01,270,238,460,79,14,2387946014,Kairou,"238,6171875","-460,890625"
Kairou Border Tower,4,WOD_Border_Tower_Desert_01,180,235,464,114,45,23511446445,Kairou,"235,890625","-464,6484375"
Kairou Border Tower,5,WOD_Scout_Tower_05,270,234,472,23,10,2342347210,Kairou,"234,1796875","-472,921875"
Kairou Border Tower,6,WOD_Border_Tower_Desert_01,270,225,476,74,10,2257447610,Kairou,"225,578125","-476,921875"
Kairou Border Tower,7,WOD_Border_Tower_Desert_01,,211,474,15,50,2111547450,Kairou,"211,1171875","-474,609375"
Kairou Border Tower,8,WOD_Scout_Tower_05,,208,463,13,111,20813463111,Kairou,"208,1015625","-463,1328125"
Kairou Border Tower,9,WOD_Border_Tower_Desert_01,,206,461,108,26,20610846126,Kairou,"206,84375","-461,796875"
Kairou Border Tower,10,WOD_Border_Tower_Desert_01,,201,435,76,110,20176435110,Kairou,"201,59375","-435,140625"
Kairou Border Tower,11,WOD_Border_Tower_Desert_01,,210,425,113,17,21011342517,Kairou,"210,8828125","-425,8671875"
Kairou Border Tower,12,WOD_Border_Tower_Desert_01,,195,449,100,64,19510044964,Kairou,"195,78125","-449,5"
