name,type,prefab,worldX,worldY,terrainX,terrainY,gisX,gisY
WOD_BanditFort,0,WOD_BanditFort_01,217,422,21,21,217.1640625,-422.8359375
WOD_BanditCamp,0,WOD_BanditCamp_09,223,422,21,107,223.1640625,-422.1640625
WOD_Ruins,0,WOD_Ruins_05,220,423,64,68,220.5,-423.5
WOD_Ruins,0,WOD_Ruins_05,220,423,21,107,220.1640625,-423.1640625
WOD_Ruins,0,WOD_Ruins_06,222,423,21,70,222.1640625,-423.5
WOD_BanditCamp,0,WOD_BanditCamp_09,214,425,64,107,214.5,-425.1640625
WOD_Ruins,0,WOD_Ruins_06,224,425,107,107,224.8359375,-425.1640625
WOD_BanditFort,0,WOD_BanditFort_01,226,425,21,107,226.1640625,-425.1640625
WOD_BanditFort,0,WOD_BanditFort_01,217,426,59,107,217.5,-426.1640625
WOD_BanditCamp,0,WOD_BanditCamp_04,225,426,107,64,225.8359375,-426.5
WOD_BanditCamp,0,WOD_BanditCamp_08,226,426,59,64,226.5,-426.5
WOD_BanditCamp,0,WOD_BanditCamp_07,226,426,70,107,226.5,-426.1640625
WOD_BanditCamp,0,WOD_BanditCamp_06,226,426,69,21,226.5,-426.8359375
WOD_BanditFort,0,WOD_BanditFort_01,229,426,21,64,229.1640625,-426.5
WOD_Ruins,0,WOD_Ruins_04,209,427,21,107,209.1640625,-427.1640625
WOD_Ruins,0,WOD_Ruins_01,217,427,58,107,217.5,-427.1640625
WOD_BanditCamp,0,WOD_BanditCamp_08,220,427,107,64,220.8359375,-427.5
WOD_BanditCamp,0,WOD_BanditCamp_05,227,427,21,107,227.1640625,-427.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_06,227,427,64,107,227.5,-427.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_06,218,428,62,21,218.5,-428.8359375
WOD_Ruins,0,WOD_Ruins_06,222,428,21,107,222.1640625,-428.1640625
WOD_BanditCamp,0,WOD_BanditCamp_03,224,428,64,21,224.5,-428.8359375
WOD_BanditCamp,0,WOD_BanditCamp_05,224,428,64,107,224.5,-428.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,224,428,107,21,224.8359375,-428.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_06,227,428,21,110,227.1640625,-428.1640625
