name,type,prefab,worldX,worldY,terrainX,terrainY,gisX,gisY
WOD_BanditCamp,0,WOD_BanditCamp_06,875,182,21,64,875.1640625,-182.5
WOD_BanditCamp,0,WOD_BanditCamp_01,878,182,64,107,878.5,-182.1640625
WOD_BanditCamp,0,WOD_BanditCamp_03,880,182,71,21,880.5,-182.8359375
WOD_BanditCamp,0,WOD_BanditCamp_06,885,182,64,107,885.5,-182.1640625
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_03,888,182,64,21,888.5,-182.8359375
WOD_GuardTower,0,WOD_Guardtower_01,890,182,21,107,890.1640625,-182.1640625
WOD_GuardTower,0,WOD_Guardtower_01,890,182,64,21,890.5,-182.8359375
WOD_BanditFort,0,WOD_BanditFort_01,891,182,107,107,891.8359375,-182.1640625
WOD_Ruins,0,WOD_Ruins_06,875,183,64,21,875.5,-183.8359375
WOD_Ruins,0,WOD_Ruins_03,879,183,21,107,879.1640625,-183.1640625
WOD_BanditCamp,0,WOD_BanditCamp_01,882,183,57,64,882.5,-183.5
WOD_GuardTower,0,WOD_Guardtower_01,883,183,107,21,883.8359375,-183.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_04,884,183,64,68,884.5,-183.5
WOD_Ruins,0,WOD_Ruins_01,884,183,107,28,884.8359375,-183.8359375
WOD_BanditFort,0,WOD_BanditFort_01,884,183,21,107,884.1640625,-183.1640625
WOD_BanditCamp,0,WOD_BanditCamp_06,887,183,107,113,887.8359375,-183.1640625
WOD_Ruins,0,WOD_Ruins_02,891,183,107,64,891.8359375,-183.5
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_07,858,184,64,66,858.5,-184.5
WOD_Ruins,0,WOD_Ruins_03,859,184,21,70,859.1640625,-184.5
WOD_BanditCamp,0,WOD_BanditCamp_04,859,184,21,107,859.1640625,-184.1640625
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_05,860,184,107,66,860.8359375,-184.5
WOD_GuardTower,0,WOD_Guardtower_01,861,184,67,107,861.5,-184.1640625
WOD_Ruins,0,WOD_Ruins_03,874,184,107,21,874.8359375,-184.8359375
WOD_Ruins,0,WOD_Ruins_02,875,184,21,64,875.1640625,-184.5
WOD_Ruins,0,WOD_Ruins_03,881,184,21,70,881.1640625,-184.5
WOD_Ruins,0,WOD_Ruins_06,881,184,107,64,881.8359375,-184.5
WOD_BanditCamp,0,WOD_BanditCamp_02,884,184,107,107,884.8359375,-184.1640625
WOD_BanditCamp,0,WOD_BanditCamp_05,885,184,21,21,885.1640625,-184.8359375
WOD_BanditFort,0,WOD_BanditFort_01,885,184,64,21,885.5,-184.8359375
WOD_BanditCamp,0,WOD_BanditCamp_04,885,184,107,57,885.8359375,-184.5
WOD_BanditCamp,0,WOD_BanditCamp_04,886,184,21,57,886.1640625,-184.5
WOD_BanditCamp,0,WOD_BanditCamp_02,894,184,107,21,894.8359375,-184.8359375
WOD_BanditCamp,0,WOD_BanditCamp_05,894,184,107,107,894.8359375,-184.1640625
WOD_BanditFort,0,WOD_BanditFort_01,911,184,107,64,911.8359375,-184.5
WOD_Ruins,0,WOD_Ruins_02,855,185,21,60,855.1640625,-185.5
WOD_GuardTower,0,WOD_Guardtower_01,856,185,61,21,856.5,-185.8359375
WOD_BanditFort,0,WOD_BanditFort_01,859,185,107,64,859.8359375,-185.5
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_03,870,185,21,64,870.1640625,-185.5
WOD_BanditFort,0,WOD_BanditFort_01,879,185,107,107,879.8359375,-185.1640625
WOD_BanditFort,0,WOD_BanditFort_01,882,185,107,21,882.8359375,-185.8359375
WOD_Ruins,0,WOD_Ruins_03,884,185,107,107,884.8359375,-185.1640625
