fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
319,Orc Camp,0,WOD_OrcCamp_Medium_01,-153,867,211,54,40,8675421140,Wayrest,867.421875,-211.6875,1
320,Orc Camp,0,WOD_OrcCamp_Medium_02,-23,868,212,28,78,8682821278,Wayrest,868.21875,-212.390625,1
321,Orc Camp,0,WOD_OrcCamp_Medium_03,89,867,212,38,105,86738212105,Wayrest,867.296875,-212.1796875,1
334,Orc Camp,0,WOD_OrcCamp_Medium_02,114,891,191,17,79,8911719179,Wayrest,891.1328125,-191.3828125,1
335,Orc Camp,0,WOD_OrcCamp_Medium_03,-9,890,190,64,125,89064190125,Wayrest,890.5,-190.0234375,1
336,Orc Camp,0,WOD_OrcCamp_Large_01,-108,892,189,64,3,8926418903,Wayrest,892.5,-189.9765625,3
337,Orc Camp,0,WOD_OrcCamp_Small_01,-151,884,196,58,123,88458196123,Wayrest,884.453125,-196.0390625,1
338,Orc Camp,0,WOD_OrcCamp_Small_02,103,882,194,31,36,8823119436,Wayrest,882.2421875,-194.71875,1
339,Orc Camp,0,WOD_OrcCamp_Small_03,-59,883,195,42,84,8834219584,Wayrest,883.328125,-195.34375,1
340,Orc Camp,0,WOD_OrcCamp_Medium_01,-128,925,199,124,54,92512419954,Wayrest,925.96875,-199.578125,3
341,Orc Camp,0,WOD_OrcCamp_Medium_02,103,926,200,84,77,9268420077,Wayrest,926.65625,-200.3984375,3
342,Orc Camp,0,WOD_OrcCamp_Medium_03,107,926,199,78,33,9267819933,Wayrest,926.609375,-199.7421875,3
343,Orc Camp,0,WOD_OrcCamp_Large_01,81,945,212,70,106,94570212106,Wayrest,945.546875,-212.171875,3
344,Orc Camp,0,WOD_OrcCamp_Small_01,-30,944,213,26,92,9442621392,Wayrest,944.203125,-213.28125,3
345,Orc Camp,0,WOD_OrcCamp_Small_02,-44,945,213,79,61,9457921361,Wayrest,945.6171875,-213.5234375,3
346,Orc Camp,0,WOD_OrcCamp_Small_03,95,944,214,44,122,94444214122,Wayrest,944.34375,-214.046875,3
347,Orc Camp,0,WOD_OrcCamp_Medium_01,-117,944,213,74,41,9447421341,Wayrest,944.578125,-213.6796875,3
348,Orc Camp,0,WOD_OrcCamp_Medium_02,-153,946,212,47,22,9464721222,Wayrest,946.3671875,-212.828125,3
355,Orc Camp,0,WOD_OrcCamp_Medium_02,-68,940,218,14,86,9401421886,Wayrest,940.109375,-218.328125,3
356,Orc Camp,0,WOD_OrcCamp_Medium_03,93,941,217,22,35,9412221735,Wayrest,941.171875,-217.7265625,3
357,Orc Camp,0,WOD_OrcCamp_Large_01,-34,939,217,52,90,9395221790,Wayrest,939.40625,-217.296875,3
358,Orc Camp,0,WOD_OrcCamp_Small_01,-145,880,227,19,69,8801922769,Wayrest,880.1484375,-227.4609375,1
359,Orc Camp,0,WOD_OrcCamp_Small_02,66,882,226,24,44,8822422644,Wayrest,882.1875,-226.65625,1
360,Orc Camp,0,WOD_OrcCamp_Small_03,157,882,227,115,122,882115227122,Wayrest,882.8984375,-227.046875,1
361,Orc Camp,0,WOD_OrcCamp_Medium_01,43,896,231,47,32,8964723132,Wayrest,896.3671875,-231.75,1
362,Orc Camp,0,WOD_OrcCamp_Medium_02,158,895,230,26,5,8952623005,Wayrest,895.203125,-230.9609375,1
363,Orc Camp,0,WOD_OrcCamp_Medium_03,34,896,231,116,20,89611623120,Wayrest,896.90625,-231.84375,1
364,Orc Camp,0,WOD_OrcCamp_Large_01,14,925,235,29,91,9252923591,Wayrest,925.2265625,-235.2890625,1
365,Orc Camp,0,WOD_OrcCamp_Small_01,-108,926,236,32,114,92632236114,Wayrest,926.25,-236.109375,1
366,Orc Camp,0,WOD_OrcCamp_Small_02,-91,925,235,119,44,92511923544,Wayrest,925.9296875,-235.65625,1
373,Orc Camp,0,WOD_OrcCamp_Small_02,108,885,240,104,8,88510424008,Wayrest,885.8125,-240.9375,1
374,Orc Camp,0,WOD_OrcCamp_Small_03,64,885,241,4,67,8850424167,Wayrest,885.03125,-241.4765625,1
375,Orc Camp,0,WOD_OrcCamp_Medium_01,177,886,241,13,88,8861324188,Wayrest,886.1015625,-241.3125,1
376,Orc Camp,0,WOD_OrcCamp_Medium_02,52,981,241,65,14,9816524114,Wayrest,981.5078125,-241.890625,1
377,Orc Camp,0,WOD_OrcCamp_Medium_03,26,982,240,100,47,98210024047,Wayrest,982.78125,-240.6328125,1
378,Orc Camp,0,WOD_OrcCamp_Large_01,77,981,241,87,93,9818724193,Wayrest,981.6796875,-241.2734375,1
379,Orc Camp,0,WOD_OrcCamp_Small_01,31,944,250,81,74,9448125074,Wayrest,944.6328125,-250.421875,1
380,Orc Camp,0,WOD_OrcCamp_Small_02,4,945,250,100,28,94510025028,Wayrest,945.78125,-250.78125,1
381,Orc Camp,0,WOD_OrcCamp_Small_03,-48,944,251,79,0,9447925100,Wayrest,944.6171875,-252,1
1200,Orc Camp,0,WOD_OrcCamp_Small_03,-85,832,221,47,58,8324722158,Wayrest,832.3671875,-221.546875,1
1201,Orc Camp,0,WOD_OrcCamp_Medium_01,-45,891,251,96,49,8919625149,Wayrest,891.75,-251.6171875,1
1204,Orc Camp,0,WOD_OrcCamp_Large_01,84,897,239,127,49,89712723949,Wayrest,897.9921875,-239.6171875,1
1205,Orc Camp,0,WOD_OrcCamp_Small_01,-119,918,255,51,113,91851255113,Wayrest,918.3984375,-255.1171875,1
