fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
16,Orc Camp,0,WOD_OrcCamp_Small_02,-80,697,363,87,63,6978736363,Dragontail Mountains,697.6796875,-363.5078125,4
17,Orc Camp,0,WOD_OrcCamp_Small_03,44,698,364,101,82,69810136482,Dragontail Mountains,698.7890625,-364.359375,4
18,Orc Camp,0,WOD_OrcCamp_Medium_01,47,697,363,127,68,69712736368,Dragontail Mountains,697.9921875,-363.46875,4
19,Orc Camp,0,WOD_OrcCamp_Medium_02,52,733,384,96,79,7339638479,Dragontail Mountains,733.75,-384.3828125,4
20,Orc Camp,0,WOD_OrcCamp_Medium_03,-24,734,384,54,78,7345438478,Dragontail Mountains,734.421875,-384.390625,4
21,Orc Camp,0,WOD_OrcCamp_Large_01,143,732,384,51,35,7325138435,Dragontail Mountains,732.3984375,-384.7265625,4
22,Orc Camp,0,WOD_OrcCamp_Small_01,116,701,396,92,83,7019239683,Dragontail Mountains,701.71875,-396.3515625,4
23,Orc Camp,0,WOD_OrcCamp_Small_02,145,700,396,90,1,7009039601,Dragontail Mountains,700.703125,-396.9921875,4
24,Orc Camp,0,WOD_OrcCamp_Small_03,-107,702,396,122,22,70212239622,Dragontail Mountains,702.953125,-396.828125,4
25,Orc Camp,0,WOD_OrcCamp_Medium_01,-144,884,397,18,47,8841839747,Dragontail Mountains,884.140625,-397.6328125,4
26,Orc Camp,0,WOD_OrcCamp_Medium_02,141,883,396,114,32,88311439632,Dragontail Mountains,883.890625,-396.75,4
27,Orc Camp,0,WOD_OrcCamp_Medium_03,-37,883,396,88,120,88388396120,Dragontail Mountains,883.6875,-396.0625,4
28,Orc Camp,0,WOD_OrcCamp_Large_01,-77,973,398,9,63,9730939863,Dragontail Mountains,973.0703125,-398.5078125,4
29,Orc Camp,0,WOD_OrcCamp_Small_01,24,974,398,65,38,9746539838,Dragontail Mountains,974.5078125,-398.703125,4
30,Orc Camp,0,WOD_OrcCamp_Small_02,119,975,397,38,5,9753839705,Dragontail Mountains,975.296875,-397.9609375,4
31,Orc Camp,0,WOD_OrcCamp_Small_03,-172,879,405,32,46,8793240546,Dragontail Mountains,879.25,-405.640625,4
32,Orc Camp,0,WOD_OrcCamp_Medium_01,-111,879,403,9,6,8790940306,Dragontail Mountains,879.0703125,-403.953125,4
33,Orc Camp,0,WOD_OrcCamp_Medium_02,-16,879,404,95,77,8799540477,Dragontail Mountains,879.7421875,-404.3984375,4
34,Orc Camp,0,WOD_OrcCamp_Medium_03,154,715,419,29,27,7152941927,Dragontail Mountains,715.2265625,-419.7890625,4
35,Orc Camp,0,WOD_OrcCamp_Large_01,73,715,419,27,70,7152741970,Dragontail Mountains,715.2109375,-419.453125,4
36,Orc Camp,0,WOD_OrcCamp_Small_01,-55,715,418,28,46,7152841846,Dragontail Mountains,715.21875,-418.640625,4
37,Orc Camp,0,WOD_OrcCamp_Small_02,-93,980,418,32,4,9803241804,Dragontail Mountains,980.25,-418.96875,4
38,Orc Camp,0,WOD_OrcCamp_Small_03,70,980,417,79,46,9807941746,Dragontail Mountains,980.6171875,-417.640625,4
39,Orc Camp,0,WOD_OrcCamp_Medium_01,-169,979,419,67,109,97967419109,Dragontail Mountains,979.5234375,-419.1484375,4
40,Orc Camp,0,WOD_OrcCamp_Medium_02,49,701,439,79,35,7017943935,Dragontail Mountains,701.6171875,-439.7265625,4
41,Orc Camp,0,WOD_OrcCamp_Medium_03,-78,701,439,110,20,70111043920,Dragontail Mountains,701.859375,-439.84375,4
42,Orc Camp,0,WOD_OrcCamp_Large_01,-65,702,440,49,5,7024944005,Dragontail Mountains,702.3828125,-440.9609375,4
43,Orc Camp,0,WOD_OrcCamp_Small_01,143,779,457,106,52,77910645752,Dragontail Mountains,779.828125,-457.59375,4
44,Orc Camp,0,WOD_OrcCamp_Small_02,-54,780,458,47,9,7804745809,Dragontail Mountains,780.3671875,-458.9296875,4
45,Orc Camp,0,WOD_OrcCamp_Small_03,-115,779,459,63,119,77963459119,Dragontail Mountains,779.4921875,-459.0703125,4
46,Orc Camp,0,WOD_OrcCamp_Medium_01,69,733,462,83,22,7338346222,Dragontail Mountains,733.6484375,-462.828125,4
47,Orc Camp,0,WOD_OrcCamp_Medium_02,-88,733,462,10,92,7331046292,Dragontail Mountains,733.078125,-462.28125,4
48,Orc Camp,0,WOD_OrcCamp_Medium_03,-69,733,462,90,28,7339046228,Dragontail Mountains,733.703125,-462.78125,4
49,Orc Camp,0,WOD_OrcCamp_Large_01,-33,769,464,44,23,7694446423,Dragontail Mountains,769.34375,-464.8203125,4
50,Orc Camp,0,WOD_OrcCamp_Small_01,23,771,465,87,97,7718746597,Dragontail Mountains,771.6796875,-465.2421875,4
51,Orc Camp,0,WOD_OrcCamp_Small_02,-151,769,466,83,42,7698346642,Dragontail Mountains,769.6484375,-466.671875,4
283,Orc Camp,0,WOD_OrcCamp_Small_03,-18,822,471,124,104,822124471104,Dragontail Mountains,822.96875,-471.1875,4
700,Orc Camp,0,WOD_OrcCamp_Large_01,-152,995,473,110,23,99511047323,Dragontail Mountains,995.859375,-473.8203125,4
707,Orc Camp,0,WOD_OrcCamp_Large_01,174,857,490,38,3,8573849003,Dragontail Mountains,857.296875,-490.9765625,4
708,Orc Camp,0,WOD_OrcCamp_Small_01,91,980,423,26,54,9802642354,Dragontail Mountains,980.203125,-423.578125,4
710,Orc Camp,0,WOD_OrcCamp_Small_03,-157,732,372,38,90,7323837290,Dragontail Mountains,732.296875,-372.296875,4
711,Orc Camp,0,WOD_OrcCamp_Medium_01,21,998,464,41,65,9984146465,Dragontail Mountains,998.3203125,-464.4921875,4
719,Orc Camp,0,WOD_OrcCamp_Medium_02,116,885,400,14,24,8851440024,Dragontail Mountains,885.109375,-400.8125,4
720,Orc Camp,0,WOD_OrcCamp_Medium_03,-2,608,301,55,31,6085530131,Dragontail Mountains,608.4296875,-301.7578125,4
724,Orc Camp,0,WOD_OrcCamp_Small_03,58,668,337,22,54,6682233754,Dragontail Mountains,668.171875,-337.578125,4
725,Orc Camp,0,WOD_OrcCamp_Medium_01,130,739,463,12,86,7391246386,Dragontail Mountains,739.09375,-463.328125,4
731,Orc Camp,0,WOD_OrcCamp_Small_03,130,610,316,38,88,6103831688,Dragontail Mountains,610.296875,-316.3125,4
735,Orc Camp,0,WOD_OrcCamp_Large_01,-42,693,347,91,99,6939134799,Dragontail Mountains,693.7109375,-347.2265625,4
737,Orc Camp,0,WOD_OrcCamp_Small_02,-51,815,470,51,28,8155147028,Dragontail Mountains,815.3984375,-470.78125,4
741,Orc Camp,0,WOD_OrcCamp_Medium_03,64,822,386,58,92,8225838692,Dragontail Mountains,822.453125,-386.28125,4
742,Orc Camp,0,WOD_OrcCamp_Large_01,141,888,499,32,18,8883249918,Dragontail Mountains,888.25,-499.859375,4
744,Orc Camp,0,WOD_OrcCamp_Small_02,129,618,325,12,99,6181232599,Dragontail Mountains,618.09375,-325.2265625,4
745,Orc Camp,0,WOD_OrcCamp_Small_03,-8,956,397,51,44,9565139744,Dragontail Mountains,956.3984375,-397.65625,4
746,Orc Camp,0,WOD_OrcCamp_Medium_01,67,673,377,8,38,6730837738,Dragontail Mountains,673.0625,-377.703125,4
747,Orc Camp,0,WOD_OrcCamp_Medium_02,-138,830,411,63,79,8306341179,Dragontail Mountains,830.4921875,-411.3828125,4
749,Orc Camp,0,WOD_OrcCamp_Large_01,33,629,334,61,113,62961334113,Dragontail Mountains,629.4765625,-334.1171875,4
750,Orc Camp,0,WOD_OrcCamp_Small_01,106,942,497,26,44,9422649744,Dragontail Mountains,942.203125,-497.65625,4
751,Orc Camp,0,WOD_OrcCamp_Small_02,-102,924,400,65,78,9246540078,Dragontail Mountains,924.5078125,-400.390625,4
753,Orc Camp,0,WOD_OrcCamp_Medium_01,179,811,394,100,82,81110039482,Dragontail Mountains,811.78125,-394.359375,4
756,Orc Camp,0,WOD_OrcCamp_Large_01,15,979,417,5,125,97905417125,Dragontail Mountains,979.0390625,-417.0234375,4
761,Orc Camp,0,WOD_OrcCamp_Medium_02,175,908,418,115,56,90811541856,Dragontail Mountains,908.8984375,-418.5625,4
762,Orc Camp,0,WOD_OrcCamp_Medium_03,71,662,358,110,12,66211035812,Dragontail Mountains,662.859375,-358.90625,4
763,Orc Camp,0,WOD_OrcCamp_Large_01,153,676,430,58,20,6765843020,Dragontail Mountains,676.453125,-430.84375,4
767,Orc Camp,0,WOD_OrcCamp_Medium_01,-7,931,399,90,38,9319039938,Dragontail Mountains,931.703125,-399.703125,4
768,Orc Camp,0,WOD_OrcCamp_Medium_02,12,715,414,32,23,7153241423,Dragontail Mountains,715.25,-414.8203125,4
769,Orc Camp,0,WOD_OrcCamp_Medium_03,-49,920,478,99,32,9209947832,Dragontail Mountains,920.7734375,-478.75,4
