name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,sink,scale
Foothills,1,WOD_Mountain_Small_01,104,944,449,58,6,Dragontail Mountains,944.453125,-449.953125,4.0,1,0.9567092
Foothills,1,WOD_Mountain_Small_05,-128,769,377,101,119,Dragontail Mountains,769.7890625,-377.0703125,4.0,1,0.9854651
Foothills,1,WOD_Mountain_Small_03,-170,658,385,64,72,Dragontail Mountains,658.5,-385.4375,4.0,1,0.8115579
Foothills,1,WOD_Mountain_Small_04,-163,978,383,63,23,Dragontail Mountains,978.4921875,-383.8203125,4.0,1,0.8272178
Foothills,1,WOD_Mountain_Small_03,-84,761,460,70,49,Dragontail Mountains,761.546875,-460.6171875,4.0,1,0.9702386
Foothills,1,WOD_Mountain_Small_02,129,791,456,59,93,Dragontail Mountains,791.4609375,-456.2734375,4.0,1,0.8559684
Foothills,1,WOD_Mountain_Small_03,-67,691,356,73,42,Dragontail Mountains,691.5703125,-356.671875,4.0,1,0.8087393
Foothills,1,WOD_Mountain_Small_07,-79,753,451,111,51,Dragontail Mountains,753.8671875,-451.6015625,4.0,1,0.7658648
Foothills,1,WOD_Mountain_Small_06,-78,749,423,55,90,Dragontail Mountains,749.4296875,-423.296875,4.0,1,0.7824602
Foothills,1,WOD_Mountain_Small_03,178,961,412,9,9,Dragontail Mountains,961.0703125,-412.9296875,4.0,1,0.8273736
Foothills,1,WOD_Mountain_Small_02,63,916,418,87,70,Dragontail Mountains,916.6796875,-418.453125,4.0,1,0.8470542
Foothills,1,WOD_Mountain_Small_07,0,812,385,46,41,Dragontail Mountains,812.359375,-385.6796875,4.0,1,0.8448383
Foothills,1,WOD_Mountain_Small_07,-9,962,480,99,10,Dragontail Mountains,962.7734375,-480.921875,4.0,1,0.7438031
Foothills,1,WOD_Mountain_Small_01,82,875,392,114,6,Dragontail Mountains,875.890625,-392.953125,4.0,1,0.7748128
Foothills,1,WOD_Mountain_Small_04,-99,694,372,14,61,Dragontail Mountains,694.109375,-372.5234375,4.0,1,0.8667067
Foothills,1,WOD_Mountain_Small_03,-164,620,331,14,5,Dragontail Mountains,620.109375,-331.9609375,4.0,1,0.7754406
Foothills,1,WOD_Mountain_Small_03,-145,726,476,64,67,Dragontail Mountains,726.5,-476.4765625,4.0,1,0.6977702
Foothills,1,WOD_Mountain_Small_05,108,985,416,96,59,Dragontail Mountains,985.75,-416.5390625,4.0,1,0.8625318
Foothills,1,WOD_Mountain_Small_05,-134,899,492,78,27,Dragontail Mountains,899.609375,-492.7890625,4.0,1,0.6388405
Foothills,1,WOD_Mountain_Small_05,-27,764,431,77,0,Dragontail Mountains,764.6015625,-432.0,4.0,1,0.6384394
Foothills,1,WOD_Mountain_Small_01,24,797,435,73,115,Dragontail Mountains,797.5703125,-435.1015625,4.0,1,0.8769888
Foothills,1,WOD_Mountain_Small_07,22,721,459,119,84,Dragontail Mountains,721.9296875,-459.34375,4.0,1,0.8266406
Foothills,1,WOD_Mountain_Small_06,-108,645,328,70,1,Dragontail Mountains,645.546875,-328.9921875,4.0,1,0.8303786
Foothills,1,WOD_Mountain_Small_07,121,996,463,95,113,Dragontail Mountains,996.7421875,-463.1171875,4.0,1,0.7157624
Foothills,1,WOD_Mountain_Small_01,-100,983,398,128,29,Dragontail Mountains,984.0,-398.7734375,4.0,1,0.6018782
Foothills,1,WOD_Mountain_Small_05,114,761,450,0,102,Dragontail Mountains,761.0,-450.203125,4.0,1,0.8940776
Foothills,1,WOD_Mountain_Small_03,-89,882,402,36,70,Dragontail Mountains,882.28125,-402.453125,4.0,1,0.8289008
Foothills,1,WOD_Mountain_Small_05,176,991,488,6,90,Dragontail Mountains,991.046875,-488.296875,4.0,1,0.9385635
Foothills,1,WOD_Mountain_Small_05,-60,902,497,67,96,Dragontail Mountains,902.5234375,-497.25,4.0,1,0.8797917
Foothills,1,WOD_Mountain_Small_06,136,672,328,106,64,Dragontail Mountains,672.828125,-328.5,4.0,1,0.7189748
Foothills,1,WOD_Mountain_Small_03,7,755,421,82,108,Dragontail Mountains,755.640625,-421.15625,4.0,1,0.8325092
Foothills,1,WOD_Mountain_Small_07,149,794,493,44,36,Dragontail Mountains,794.34375,-493.71875,4.0,1,0.9526941
Foothills,1,WOD_Mountain_Small_04,105,613,346,88,42,Dragontail Mountains,613.6875,-346.671875,4.0,1,0.8901017
Foothills,1,WOD_Mountain_Small_01,148,796,383,78,61,Dragontail Mountains,796.609375,-383.5234375,4.0,1,0.8575961
Foothills,1,WOD_Mountain_Small_01,-60,806,420,29,19,Dragontail Mountains,806.2265625,-420.8515625,4.0,1,0.8425573
Foothills,1,WOD_Mountain_Small_04,-168,882,490,124,105,Dragontail Mountains,882.96875,-490.1796875,4.0,1,0.7725674
Foothills,1,WOD_Mountain_Small_01,161,935,426,46,47,Dragontail Mountains,935.359375,-426.6328125,4.0,1,0.774346
Foothills,1,WOD_Mountain_Small_06,23,893,410,22,29,Dragontail Mountains,893.171875,-410.7734375,4.0,1,0.9224776
Foothills,1,WOD_Mountain_Small_02,-171,974,483,41,81,Dragontail Mountains,974.3203125,-483.3671875,4.0,1,0.6597793
Foothills,1,WOD_Mountain_Small_04,-43,977,387,93,50,Dragontail Mountains,977.7265625,-387.609375,4.0,1,0.6649972
Foothills,1,WOD_Mountain_Small_05,-176,992,423,46,124,Dragontail Mountains,992.359375,-423.03125,4.0,1,0.649528
Foothills,1,WOD_Mountain_Small_07,-100,749,442,90,102,Dragontail Mountains,749.703125,-442.203125,4.0,1,0.8789715
Foothills,1,WOD_Mountain_Small_05,-91,760,430,104,76,Dragontail Mountains,760.8125,-430.40625,4.0,1,0.8888223
Foothills,1,WOD_Mountain_Small_02,-14,977,482,81,38,Dragontail Mountains,977.6328125,-482.703125,4.0,1,0.7439912
Foothills,1,WOD_Mountain_Small_04,179,948,417,42,115,Dragontail Mountains,948.328125,-417.1015625,4.0,1,0.6217352
Foothills,1,WOD_Mountain_Small_07,19,859,391,119,119,Dragontail Mountains,859.9296875,-391.0703125,4.0,1,0.9174791
Foothills,1,WOD_Mountain_Small_02,160,790,450,128,27,Dragontail Mountains,791.0,-450.7890625,4.0,1,0.6658776
Foothills,1,WOD_Mountain_Small_01,-48,760,442,95,78,Dragontail Mountains,760.7421875,-442.390625,4.0,1,0.6951571
Foothills,1,WOD_Mountain_Small_06,-35,854,414,0,5,Dragontail Mountains,854.0,-414.9609375,4.0,1,0.9736856
Foothills,1,WOD_Mountain_Small_06,17,869,408,119,95,Dragontail Mountains,869.9296875,-408.2578125,4.0,1,0.8455864
Foothills,1,WOD_Mountain_Small_07,-150,654,398,93,95,Dragontail Mountains,654.7265625,-398.2578125,4.0,1,0.7592884
Foothills,1,WOD_Mountain_Small_07,-154,721,418,12,120,Dragontail Mountains,721.09375,-418.0625,4.0,1,0.7961835
Foothills,1,WOD_Mountain_Small_03,-25,779,415,19,118,Dragontail Mountains,779.1484375,-415.078125,4.0,1,0.6909658
Foothills,1,WOD_Mountain_Small_02,-9,851,386,108,77,Dragontail Mountains,851.84375,-386.3984375,4.0,1,0.7247183
Foothills,1,WOD_Mountain_Small_05,-114,768,431,119,54,Dragontail Mountains,768.9296875,-431.578125,4.0,1,0.8785374
Foothills,1,WOD_Mountain_Small_04,-20,785,418,120,49,Dragontail Mountains,785.9375,-418.6171875,4.0,1,0.7511007
Foothills,1,WOD_Mountain_Small_05,103,819,491,19,87,Dragontail Mountains,819.1484375,-491.3203125,4.0,1,0.6268998
Foothills,1,WOD_Mountain_Small_06,86,790,385,73,33,Dragontail Mountains,790.5703125,-385.7421875,4.0,1,0.8652313
Foothills,1,WOD_Mountain_Small_05,11,809,398,35,9,Dragontail Mountains,809.2734375,-398.9296875,4.0,1,0.9490603
Foothills,1,WOD_Mountain_Small_03,79,781,433,120,60,Dragontail Mountains,781.9375,-433.53125,4.0,1,0.6862031
Foothills,1,WOD_Mountain_Small_03,-130,725,405,13,56,Dragontail Mountains,725.1015625,-405.5625,4.0,1,0.8923423
Foothills,1,WOD_Mountain_Small_07,117,657,387,118,125,Dragontail Mountains,657.921875,-387.0234375,4.0,1,0.682988
Foothills,1,WOD_Mountain_Small_04,132,795,391,111,59,Dragontail Mountains,795.8671875,-391.5390625,4.0,1,0.7110515
Foothills,1,WOD_Mountain_Small_04,133,788,461,18,64,Dragontail Mountains,788.140625,-461.5,4.0,1,0.8867438
Foothills,1,WOD_Mountain_Small_07,39,984,386,6,51,Dragontail Mountains,984.046875,-386.6015625,4.0,1,0.6733119
Foothills,1,WOD_Mountain_Small_02,-152,852,390,26,15,Dragontail Mountains,852.203125,-390.8828125,4.0,1,0.9061301
Foothills,1,WOD_Mountain_Small_02,-3,679,386,23,67,Dragontail Mountains,679.1796875,-386.4765625,4.0,1,0.9847745
Foothills,1,WOD_Mountain_Small_07,-54,800,455,127,42,Dragontail Mountains,800.9921875,-455.671875,4.0,1,0.6963315
Foothills,1,WOD_Mountain_Small_03,-47,614,352,93,42,Dragontail Mountains,614.7265625,-352.671875,4.0,1,0.6401176
Foothills,1,WOD_Mountain_Small_07,-174,895,478,35,56,Dragontail Mountains,895.2734375,-478.5625,4.0,1,0.6065719
Foothills,1,WOD_Mountain_Small_03,47,985,445,50,70,Dragontail Mountains,985.390625,-445.453125,4.0,1,0.990998
Foothills,1,WOD_Mountain_Small_01,128,985,459,105,96,Dragontail Mountains,985.8203125,-459.25,4.0,1,0.8521792
Foothills,1,WOD_Mountain_Small_03,-98,678,351,125,123,Dragontail Mountains,678.9765625,-351.0390625,4.0,1,0.7172081
Foothills,1,WOD_Mountain_Small_06,165,812,479,0,78,Dragontail Mountains,812.0,-479.390625,4.0,1,0.6052948
Foothills,1,WOD_Mountain_Small_02,84,981,389,101,93,Dragontail Mountains,981.7890625,-389.2734375,4.0,1,0.855789
Foothills,1,WOD_Mountain_Small_06,141,786,436,97,108,Dragontail Mountains,786.7578125,-436.15625,4.0,1,0.7474338
Foothills,1,WOD_Mountain_Small_05,132,706,409,70,8,Dragontail Mountains,706.546875,-409.9375,4.0,1,0.6759391
Foothills,1,WOD_Mountain_Small_02,14,956,495,1,60,Dragontail Mountains,956.0078125,-495.53125,4.0,1,0.6391378
Foothills,1,WOD_Mountain_Small_07,5,802,416,122,72,Dragontail Mountains,802.953125,-416.4375,4.0,1,0.7628965
Foothills,1,WOD_Mountain_Small_01,100,734,485,104,59,Dragontail Mountains,734.8125,-485.5390625,4.0,1,0.652995
Foothills,1,WOD_Mountain_Small_06,-71,975,420,84,114,Dragontail Mountains,975.65625,-420.109375,4.0,1,0.6213709
Foothills,1,WOD_Mountain_Small_05,88,733,411,118,44,Dragontail Mountains,733.921875,-411.65625,4.0,1,0.604571
Foothills,1,WOD_Mountain_Small_02,160,793,436,84,14,Dragontail Mountains,793.65625,-436.890625,4.0,1,0.9154182
Foothills,1,WOD_Mountain_Small_07,-128,976,456,61,8,Dragontail Mountains,976.4765625,-456.9375,4.0,1,0.6307826
Foothills,1,WOD_Mountain_Small_03,-108,680,392,76,88,Dragontail Mountains,680.59375,-392.3125,4.0,1,0.807534
Foothills,1,WOD_Mountain_Small_06,20,684,404,18,93,Dragontail Mountains,684.140625,-404.2734375,4.0,1,0.722724
Foothills,1,WOD_Mountain_Small_03,101,794,452,113,67,Dragontail Mountains,794.8828125,-452.4765625,4.0,1,0.614145
Foothills,1,WOD_Mountain_Small_02,-167,914,485,114,10,Dragontail Mountains,914.890625,-485.921875,4.0,1,0.7721609
Foothills,1,WOD_Mountain_Small_03,56,994,435,58,83,Dragontail Mountains,994.453125,-435.3515625,4.0,1,0.6515442
