name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale
Small Mountain,3,WOD_Mountain_06,717,97,3,81,717039781,Alcaire,717.0234375,-97.3671875,-102,0.6
Small Mountain,3,WOD_Mountain_08,721,93,74,123,7217493123,Alcaire,721.578125,-93.0390625,1,0.59
Small Mountain,3,WOD_Mountain_05,730,104,28,36,7302810436,Alcaire,730.21875,-104.71875,127,0.5
Small Mountain,3,WOD_Mountain_05,789,148,95,102,78995148102,Alcaire,789.7421875,-148.203125,83,0.56
Small Mountain,3,WOD_Mountain_08,717,95,29,128,7172995128,Alcaire,717.2265625,-95,81,0.71
Small Mountain,3,WOD_Mountain_02,722,94,108,22,7221089422,Alcaire,722.84375,-94.828125,-55,0.62
Small Mountain,3,WOD_Mountain_07,735,119,97,76,7359711976,Alcaire,735.7578125,-119.40625,23,0.52
Small Mountain,3,WOD_Mountain_03,738,121,127,81,73812712181,Alcaire,738.9921875,-121.3671875,-105,0.53
Small Mountain,3,WOD_Mountain_05,720,93,60,56,720609356,Alcaire,720.46875,-93.5625,100,0.58
Small Mountain,3,WOD_Mountain_01,719,93,45,50,719459350,Alcaire,719.3515625,-93.609375,-87,0.75
Small Mountain,3,WOD_Mountain_01,727,107,47,114,72747107114,Alcaire,727.3671875,-107.109375,126,0.62
Small Mountain,3,WOD_Mountain_09,785,145,44,35,7854414535,Alcaire,785.34375,-145.7265625,174,0.68
Small Mountain,3,WOD_Mountain_09,724,94,5,78,724059478,Alcaire,724.0390625,-94.390625,-25,0.58
Small Mountain,3,WOD_Mountain_02,737,120,122,59,73712212059,Alcaire,737.953125,-120.5390625,-152,0.57
Small Mountain,3,WOD_Mountain_05,738,121,27,95,7382712195,Alcaire,738.2109375,-121.2578125,-178,0.64
Small Mountain,3,WOD_Mountain_01,736,119,49,97,7364911997,Alcaire,736.3828125,-119.2421875,-91,0.69
Small Mountain,3,WOD_Mountain_05,728,104,10,127,72810104127,Alcaire,728.078125,-104.0078125,28,0.57
Small Mountain,3,WOD_Mountain_08,733,118,91,109,73391118109,Alcaire,733.7109375,-118.1484375,146,0.57
