name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Rocks,1,WOD_Rocks_Round_Small_08,34,703,103,101,113,70310110269,Alcaire,703.7890625,-103.1171875,1.0,4.0,0.3479650554914613,0.9645346276747662
Rocks,1,WOD_Rocks_Round_Small_05,-149,722,101,81,112,7228110068,Alcaire,722.6328125,-101.125,1.0,4.0,0.4035479560128374,0.958514971421659
Rocks,1,WOD_Rocks_Round_Small_05,2,706,105,38,98,7063810454,Alcaire,706.296875,-105.234375,1.0,4.0,0.301503193041882,0.9096399655488266
Rocks,1,WOD_Rocks_Round_Small_06,33,710,105,123,109,71012310465,Alcaire,710.9609375,-105.1484375,1.0,4.0,0.4286123647515461,0.931981292486068
Rocks,1,WOD_Rocks_Round_Small_07,-7,708,108,33,94,7083310750,Alcaire,708.2578125,-108.265625,1.0,4.0,0.4313568381067488,0.9643244858658936
Rocks,1,WOD_Rocks_Round_Small_02,36,722,100,19,61,722199917,Alcaire,722.1484375,-100.5234375,1.0,4.0,0.3129102506598312,0.7873317197810521
Rocks,1,WOD_Rocks_Round_Small_10,165,716,100,13,109,716139965,Alcaire,716.1015625,-100.1484375,1.0,4.0,0.3838659520517784,0.7949848473961199
Rocks,1,WOD_Rocks_Round_Small_01,159,707,108,58,80,7075810736,Alcaire,707.453125,-108.375,1.0,4.0,0.294298046992328,0.9756689687741392
Rocks,1,WOD_Rocks_Round_Small_05,119,723,113,27,26,72327113109,Alcaire,723.2109375,-113.796875,1.0,4.0,0.4115968436670481,0.7714723026191119
Rocks,1,WOD_Rocks_Round_Small_09,-124,719,105,44,85,7194410441,Alcaire,719.34375,-105.3359375,1.0,4.0,0.4280182218495563,0.8829308122176062
Rocks,1,WOD_Rocks_RoundSpiky_Small_08,97,719,97,68,14,719689797,Alcaire,719.53125,-97.890625,4.0,4.0,0.3084342560515429,0.8771661372392918
Rocks,1,WOD_Rocks_Round_Small_03,-145,707,100,45,88,707459944,Alcaire,707.3515625,-100.3125,1.0,4.0,0.2834417245433228,0.8386979188931334
Rocks,1,WOD_Rocks_Round_Small_05,-88,726,114,86,67,7268611323,Alcaire,726.671875,-114.4765625,1.0,4.0,0.3384197219828019,0.9063956851564186
Rocks,1,WOD_Rocks_Round_Small_05,166,728,115,46,118,7284611474,Alcaire,728.359375,-115.078125,1.0,4.0,0.4055005610556297,0.8499838259470428
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,-106,731,115,8,56,7310811412,Alcaire,731.0625,-115.5625,4.0,4.0,0.4064865381907709,0.8541380536084922
Rocks,1,WOD_Rocks_Round_Small_07,144,704,97,101,103,7041019659,Alcaire,704.7890625,-97.1953125,1.0,4.0,0.3442926052455769,0.7884904346337338
Rocks,1,WOD_Rocks_Round_Small_04,-172,729,124,87,84,7298712340,Alcaire,729.6796875,-124.34375,1.0,4.0,0.2660206165294411,0.7792732653365273
Rocks,1,WOD_Rocks_Round_Small_02,39,711,100,100,118,7111009974,Alcaire,711.78125,-100.078125,1.0,4.0,0.3681286208182124,0.974496503554332
Rocks,1,WOD_Rocks_Round_Small_05,78,726,105,23,123,7262310479,Alcaire,726.1796875,-105.0390625,1.0,4.0,0.275581947781056,0.9928423954167706
Rocks,1,WOD_Rocks_Round_Small_04,99,707,98,108,117,7071089773,Alcaire,707.84375,-98.0859375,1.0,4.0,0.4282968299245367,0.9178995655471758
Rocks,1,WOD_Rocks_Round_Small_05,131,707,101,99,10,7079910193,Alcaire,707.7734375,-101.921875,1.0,4.0,0.2904445347945673,0.9716250680997508
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,111,714,97,35,100,714359656,Alcaire,714.2734375,-97.21875,4.0,4.0,0.2526299321364571,0.9438562130046272
Rocks,1,WOD_Rocks_RoundSpiky_Small_03,-73,716,98,28,75,716289731,Alcaire,716.21875,-98.4140625,4.0,4.0,0.4044148633907156,0.8856583520673554
