name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Balfiera Border Tower,0,WOD_Balfiera_Scout_Tower_01,270,631,161,81,37,6318116137,Isle of Balfiera,"631,6328125","-161,7109375"
Balfiera Border Tower,0,WOD_Balfiera_Scout_Tower_01,,643,165,120,52,64312016552,Isle of Balfiera,"643,9375","-165,59375"
Balfiera Border Tower,0,WOD_Balfiera_Scout_Tower_01,270,651,206,83,55,6518320655,Isle of Balfiera,"651,6484375","-206,5703125"
Balfiera Border Tower,0,WOD_Balfiera_Border_Tower_01,,709,203,15,45,7091520345,Isle of Balfiera,"709,1171875","-203,6484375"
Balfiera Border Tower,0,WOD_Balfiera_Scout_Tower_01,,678,202,27,42,6782720242,Isle of Balfiera,"678,2109375","-202,671875"
Balfiera Border Tower,0,WOD_Balfiera_Scout_Tower_01,,698,220,124,99,69812422099,Isle of Balfiera,"698,96875","-220,2265625"
Balfiera Border Tower,0,WOD_Balfiera_Border_Tower_01,,723,229,127,101,723127229101,Isle of Balfiera,"723,9921875","-229,2109375"
Balfiera Border Tower,0,WOD_Balfiera_Border_Tower_01,,735,210,29,81,7352921081,Isle of Balfiera,"735,2265625","-210,3671875"
Balfiera Border Tower,0,WOD_Balfiera_Border_Tower_01,,648,199,97,127,64897199127,Isle of Balfiera,"648,7578125","-199,0078125"
Balfiera Border Tower,0,WOD_Balfiera_Border_Tower_01,,653,193,33,116,65333193116,Isle of Balfiera,"653,2578125","-193,09375"
