name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Mountain,1,WOD_Mountain_10,141,701,191,47,100,70147191100,Isle of Balfiera,701.3671875,-191.21875,4.0,9,1,0.9953495352236904
Mountain,1,WOD_Mountain_03,82,723,205,82,65,7238220565,Isle of Balfiera,723.640625,-205.4921875,4.0,9,1,0.8797917101270016
Mountain,1,WOD_Mountain_09,-98,711,198,31,33,7113119833,Isle of Balfiera,711.2421875,-198.7421875,4.0,9,1,0.7737666502232483
Mountain,1,WOD_Mountain_05,-118,722,207,106,106,722106207106,Isle of Balfiera,722.828125,-207.171875,4.0,9,1,0.9033514615344566
Mountain,1,WOD_Mountain_05,-87,719,202,81,28,7198120228,Isle of Balfiera,719.6328125,-202.78125,4.0,9,1,0.9626221996884716
Mountain,1,WOD_Mountain_07,-57,720,205,54,5,7205420505,Isle of Balfiera,720.421875,-205.9609375,4.0,9,1,0.9199183538282472
Mountain,1,WOD_Mountain_02,160,730,212,9,111,73009212111,Isle of Balfiera,730.0703125,-212.1328125,4.0,9,1,0.8687828562383288
Mountain,1,WOD_Mountain_04,-156,719,203,68,20,7196820320,Isle of Balfiera,719.53125,-203.84375,4.0,9,1,0.7672436846992003
Mountain,1,WOD_Mountain_08,153,727,206,79,33,7277920633,Isle of Balfiera,727.6171875,-206.7421875,4.0,9,1,0.8400851472525176
Mountain,1,WOD_Mountain_10,-85,717,198,22,124,71722198124,Isle of Balfiera,717.171875,-198.03125,4.0,9,1,0.6719181163334166
Mountain,1,WOD_Mountain_07,-136,730,206,6,93,7300620693,Isle of Balfiera,730.046875,-206.2734375,4.0,9,1,0.6654737044606593
Mountain,1,WOD_Mountain_01,100,716,202,102,12,71610220212,Isle of Balfiera,716.796875,-202.90625,4.0,9,1,0.953905928919752
Mountain,1,WOD_Mountain_04,64,717,204,127,115,717127204115,Isle of Balfiera,717.9921875,-204.1015625,4.0,9,1,0.7818359468921932
Mountain,1,WOD_Mountain_08,14,716,203,77,37,7167720337,Isle of Balfiera,716.6015625,-203.7109375,4.0,9,1,0.8884792451723611
Mountain,1,WOD_Mountain_08,95,728,205,91,23,7289120523,Isle of Balfiera,728.7109375,-205.8203125,4.0,9,1,0.8794519803392635
Mountain,1,WOD_Mountain_02,-85,720,207,127,122,720127207122,Isle of Balfiera,720.9921875,-207.046875,4.0,9,1,0.8790070935475374
Mountain,1,WOD_Mountain_06,77,728,199,125,79,72812519979,Isle of Balfiera,728.9765625,-199.3828125,4.0,9,1,0.9619772853187292
Mountain,1,WOD_Mountain_01,-90,709,202,101,12,70910120212,Isle of Balfiera,709.7890625,-202.90625,4.0,9,1,0.7141344098501655
Mountain,1,WOD_Mountain_10,36,730,212,27,41,7302721241,Isle of Balfiera,730.2109375,-212.6796875,4.0,9,1,0.99693878492787
Mountain,1,WOD_Mountain_01,-147,733,202,55,88,7335520288,Isle of Balfiera,733.4296875,-202.3125,4.0,9,1,0.6363703719281522
Mountain,1,WOD_Mountain_03,-122,727,205,41,33,7274120533,Isle of Balfiera,727.3203125,-205.7421875,4.0,9,1,0.6069370987225968
Mountain,1,WOD_Mountain_02,-95,729,212,44,33,7294421233,Isle of Balfiera,729.34375,-212.7421875,4.0,9,1,0.8818294869134478
Mountain,1,WOD_Mountain_07,-64,728,206,119,38,72811920638,Isle of Balfiera,728.9296875,-206.703125,4.0,9,1,0.978598244675277
Mountain,1,WOD_Mountain_04,-176,723,205,38,118,72338205118,Isle of Balfiera,723.296875,-205.078125,4.0,9,1,0.9605981207399726
Mountain,1,WOD_Mountain_01,118,709,201,41,93,7094120193,Isle of Balfiera,709.3203125,-201.2734375,4.0,9,1,0.8012039328880324
Mountain,1,WOD_Mountain_02,-108,728,198,51,17,7285119817,Isle of Balfiera,728.3984375,-198.8671875,4.0,9,1,0.6536936819259064
Mountain,1,WOD_Mountain_07,-48,722,206,108,79,72210820679,Isle of Balfiera,722.84375,-206.3828125,4.0,9,1,0.7445200175089602
Mountain,1,WOD_Mountain_06,75,727,206,12,5,7271220605,Isle of Balfiera,727.09375,-206.9609375,4.0,9,1,0.6655712267308346
Mountain,1,WOD_Mountain_04,-15,717,204,51,88,7175120488,Isle of Balfiera,717.3984375,-204.3125,4.0,9,1,0.7776669750848473
Mountain,1,WOD_Mountain_03,-53,727,205,73,22,7277320522,Isle of Balfiera,727.5703125,-205.828125,4.0,9,1,0.7837175440344394
Mountain,1,WOD_Mountain_04,38,712,191,63,29,7126319129,Isle of Balfiera,712.4921875,-191.7734375,4.0,9,1,0.6790801692410715
Mountain,1,WOD_Mountain_01,-153,722,192,104,31,72210419231,Isle of Balfiera,722.8125,-192.7578125,4.0,9,1,0.8384776171733012
Mountain,1,WOD_Mountain_10,-121,727,206,73,10,7277320610,Isle of Balfiera,727.5703125,-206.921875,4.0,9,1,0.6629589795027896
Mountain,1,WOD_Mountain_06,62,715,198,113,17,71511319817,Isle of Balfiera,715.8828125,-198.8671875,4.0,9,1,0.8364763953633336
Mountain,1,WOD_Mountain_10,47,722,198,118,19,72211819819,Isle of Balfiera,722.921875,-198.8515625,4.0,9,1,0.9454390808945324
Mountain,1,WOD_Mountain_06,56,722,203,36,87,7223620387,Isle of Balfiera,722.28125,-203.3203125,4.0,9,1,0.6658362184813682
Mountain,1,WOD_Mountain_04,-40,722,205,100,23,72210020523,Isle of Balfiera,722.78125,-205.8203125,4.0,9,1,0.675891230519457
Mountain,1,WOD_Mountain_04,-41,730,212,36,24,7303621224,Isle of Balfiera,730.28125,-212.8125,4.0,9,1,0.793994725254415
Mountain,1,WOD_Mountain_02,-161,710,203,79,58,7107920358,Isle of Balfiera,710.6171875,-203.546875,4.0,9,1,0.8236926455156205
Mountain,1,WOD_Mountain_10,47,718,202,58,86,7185820286,Isle of Balfiera,718.453125,-202.328125,4.0,9,1,0.6165716349875822
Mountain,1,WOD_Mountain_06,80,728,197,83,76,7288319776,Isle of Balfiera,728.6484375,-197.40625,4.0,9,1,0.7200940959671887
Mountain,1,WOD_Mountain_07,114,734,203,22,76,7342220376,Isle of Balfiera,734.171875,-203.40625,4.0,9,1,0.6493147115782667
Mountain,1,WOD_Mountain_01,82,718,203,87,108,71887203108,Isle of Balfiera,718.6796875,-203.15625,4.0,9,1,0.7705604234883535
Mountain,1,WOD_Mountain_06,125,715,198,44,108,71544198108,Isle of Balfiera,715.34375,-198.15625,4.0,9,1,0.7176737110119044
Mountain,1,WOD_Mountain_07,-116,716,199,14,42,7161419942,Isle of Balfiera,716.109375,-199.671875,4.0,9,1,0.865053164137467
Mountain,1,WOD_Mountain_10,7,702,192,51,110,70251192110,Isle of Balfiera,702.3984375,-192.140625,4.0,9,1,0.8736133822728023
Mountain,1,WOD_Mountain_08,51,699,190,84,8,6998419008,Isle of Balfiera,699.65625,-190.9375,4.0,9,1,0.8943836079212779
Mountain,1,WOD_Mountain_03,29,711,199,109,118,711109199118,Isle of Balfiera,711.8515625,-199.078125,4.0,9,1,0.789327478263462
Mountain,1,WOD_Mountain_10,66,717,202,29,109,71729202109,Isle of Balfiera,717.2265625,-202.1484375,4.0,9,1,0.840853855410346
Mountain,1,WOD_Mountain_01,153,717,198,69,111,71769198111,Isle of Balfiera,717.5390625,-198.1328125,4.0,9,1,0.8469318878478576
Mountain,1,WOD_Mountain_06,-26,710,203,113,92,71011320392,Isle of Balfiera,710.8828125,-203.28125,4.0,9,1,0.6940898992751975
Mountain,1,WOD_Mountain_09,115,727,206,65,122,72765206122,Isle of Balfiera,727.5078125,-206.046875,4.0,9,1,0.6935349979349787
Mountain,1,WOD_Mountain_02,-38,720,207,24,120,72024207120,Isle of Balfiera,720.1875,-207.0625,4.0,9,1,0.6915251386914645
Mountain,1,WOD_Mountain_06,92,723,195,69,3,7236919503,Isle of Balfiera,723.5390625,-195.9765625,4.0,5,1,0.8418579634990864
Mountain,1,WOD_Mountain_06,127,725,199,84,101,72584199101,Isle of Balfiera,725.65625,-199.2109375,4.0,5,1,0.859644789451792
Mountain,1,WOD_Mountain_10,18,699,198,97,41,6999719841,Isle of Balfiera,699.7578125,-198.6796875,4.0,5,1,0.6758412110026146
Mountain,1,WOD_Mountain_08,-70,694,193,90,106,69490193106,Isle of Balfiera,694.703125,-193.171875,4.0,5,1,0.6584472228755694
Mountain,1,WOD_Mountain_07,16,716,194,33,114,71633194114,Isle of Balfiera,716.2578125,-194.109375,4.0,5,1,0.7178006228211732
Mountain,1,WOD_Mountain_01,1,704,193,0,13,7040019313,Isle of Balfiera,704.0,-193.8984375,4.0,5,1,0.6062997255720325
Mountain,1,WOD_Mountain_06,21,724,195,86,13,7248619513,Isle of Balfiera,724.671875,-195.8984375,4.0,5,1,0.6894535324689086
Mountain,1,WOD_Mountain_08,64,730,198,61,125,73061198125,Isle of Balfiera,730.4765625,-198.0234375,4.0,5,1,0.7273290641459366
Mountain,1,WOD_Mountain_02,-124,715,193,74,18,7157419318,Isle of Balfiera,715.578125,-193.859375,4.0,5,1,0.8392181329006277
Mountain,1,WOD_Mountain_03,-13,726,197,127,99,72612719799,Isle of Balfiera,726.9921875,-197.2265625,4.0,5,1,0.803456583031687
Mountain,1,WOD_Mountain_01,28,732,201,106,55,73210620155,Isle of Balfiera,732.828125,-201.5703125,4.0,5,1,0.7242436465495773
Mountain,1,WOD_Mountain_03,20,704,188,31,81,7043118881,Isle of Balfiera,704.2421875,-188.3671875,4.0,5,1,0.8256309414400766
Mountain,1,WOD_Mountain_01,85,735,206,109,12,73510920612,Isle of Balfiera,735.8515625,-206.90625,4.0,5,1,0.841560528556493
Mountain,1,WOD_Mountain_05,123,725,195,101,17,72510119517,Isle of Balfiera,725.7890625,-195.8671875,4.0,5,1,0.7126947860174608
Mountain,1,WOD_Mountain_01,147,723,192,79,1,7237919201,Isle of Balfiera,723.6171875,-192.9921875,4.0,5,1,0.970348680511251
Mountain,1,WOD_Mountain_03,39,725,209,59,12,7255920912,Isle of Balfiera,725.4609375,-209.90625,4.0,5,1,0.6109684179356377
Mountain,1,WOD_Mountain_01,-20,728,191,119,102,728119191102,Isle of Balfiera,728.9296875,-191.203125,4.0,5,1,0.6570059348582251
Mountain,1,WOD_Mountain_01,146,721,190,55,44,7215519044,Isle of Balfiera,721.4296875,-190.65625,4.0,5,1,0.7609469825245406
Mountain,1,WOD_Mountain_05,45,719,189,51,61,7195118961,Isle of Balfiera,719.3984375,-189.5234375,4.0,5,1,0.8396897235911568
