name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,sink,scale
Foothills,1,WOD_Mountain_Small_07,115,724,198,26,36,Isle of Balfiera,724.203125,-198.71875,4.0,1,0.8583577
Foothills,1,WOD_Mountain_Small_01,64,726,190,20,96,Isle of Balfiera,726.15625,-190.25,4.0,1,0.7184561
Foothills,1,WOD_Mountain_Small_07,130,720,205,46,35,Isle of Balfiera,720.359375,-205.7265625,4.0,1,0.8092992
Foothills,1,WOD_Mountain_Small_07,126,731,208,83,46,Isle of Balfiera,731.6484375,-208.640625,4.0,1,0.7824562
Foothills,1,WOD_Mountain_Small_05,134,713,203,38,67,Isle of Balfiera,713.296875,-203.4765625,4.0,1,0.7007764
Foothills,1,WOD_Mountain_Small_02,180,719,206,9,13,Isle of Balfiera,719.0703125,-206.8984375,4.0,1,0.8663436
Foothills,1,WOD_Mountain_Small_04,-62,718,194,59,5,Isle of Balfiera,718.4609375,-194.9609375,4.0,1,0.8218751
Foothills,1,WOD_Mountain_Small_04,148,692,192,110,41,Isle of Balfiera,692.859375,-192.6796875,4.0,1,0.7171176
Foothills,1,WOD_Mountain_Small_03,177,724,201,110,37,Isle of Balfiera,724.859375,-201.7109375,4.0,1,0.9679132
Foothills,1,WOD_Mountain_Small_01,-14,734,195,127,127,Isle of Balfiera,734.9921875,-195.0078125,4.0,1,0.9631503
Foothills,1,WOD_Mountain_Small_05,35,721,195,113,58,Isle of Balfiera,721.8828125,-195.546875,4.0,1,0.9559175
Foothills,1,WOD_Mountain_Small_04,-28,722,193,29,4,Isle of Balfiera,722.2265625,-193.96875,4.0,1,0.7176307
Foothills,1,WOD_Mountain_Small_05,39,724,197,77,82,Isle of Balfiera,724.6015625,-197.359375,4.0,1,0.9112687
Foothills,1,WOD_Mountain_Small_03,82,693,194,78,111,Isle of Balfiera,693.609375,-194.1328125,4.0,1,0.9678029
Foothills,1,WOD_Mountain_Small_06,-162,702,205,87,77,Isle of Balfiera,702.6796875,-205.3984375,4.0,1,0.8911085
Foothills,1,WOD_Mountain_Small_05,103,711,193,91,72,Isle of Balfiera,711.7109375,-193.4375,4.0,1,0.7196615
Foothills,1,WOD_Mountain_Small_04,-92,717,195,52,10,Isle of Balfiera,717.40625,-195.921875,4.0,1,0.7558194
