name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Koegria Border Tower,0,WOD_Scout_Tower_05,270,658,39,17,111,6581739111,Koegria,"658,1328125","-39,1328125"
Koegria Border Tower,0,WOD_Scout_Tower_05,270,666,39,79,114,6667939114,Koegria,"666,6171875","-39,109375"
Koegria Border Tower,0,WOD_Border_Tower_04,180,675,43,115,100,67511543100,Koegria,"675,8984375","-43,21875"
Koegria Border Tower,0,WOD_Scout_Tower_05,180,677,49,113,52,6771134952,Koegria,"677,8828125","-49,59375"
Koegria Border Tower,0,WOD_Scout_Tower_05,270,700,59,51,102,7005159102,Koegria,"700,3984375","-59,203125"
Koegria Border Tower,0,WOD_Border_Tower_04,270,703,59,27,116,7032759116,Koegria,"703,2109375","-59,09375"
Koegria Border Tower,0,WOD_Border_Tower_04,180,712,77,116,47,7121167747,Koegria,"712,90625","-77,6328125"
Koegria Border Tower,0,WOD_Border_Tower_04,270,711,88,79,12,711798812,Koegria,"711,6171875","-88,90625"
Koegria Border Tower,0,WOD_Scout_Tower_05,270,707,88,87,9,707878809,Koegria,"707,6796875","-88,9296875"
Koegria Border Tower,0,WOD_Scout_Tower_05,180,704,94,111,0,7041119400,Koegria,"704,8671875",-95
Koegria Border Tower,0,WOD_Scout_Tower_05,270,701,98,82,20,701829820,Koegria,"701,640625","-98,84375"
Koegria Border Tower,0,WOD_Border_Tower_04,270,692,98,101,19,6921019819,Koegria,"692,7890625","-98,8515625"
Koegria Border Tower,0,WOD_Border_Tower_04,180,687,100,108,100,687108100100,Koegria,"687,84375","-100,21875"
Koegria Border Tower,0,WOD_Scout_Tower_05,180,685,108,110,50,68511010850,Koegria,"685,859375","-108,609375"
Koegria Border Tower,0,WOD_Border_Tower_04,180,687,113,110,52,68711011352,Koegria,"687,859375","-113,59375"
Koegria Border Tower,0,WOD_Scout_Tower_05,180,687,122,115,49,68711512249,Koegria,"687,8984375","-122,6171875"
Koegria Border Tower,0,WOD_Border_Tower_04,,666,127,28,19,6662812719,Koegria,"666,21875","-127,8515625"
Koegria Border Tower,0,WOD_Border_Tower_04,,657,108,22,101,65722108101,Koegria,"657,171875","-108,2109375"
Koegria Border Tower,0,WOD_Scout_Tower_05,,656,101,19,106,65619101106,Koegria,"656,1484375","-101,171875"
Koegria Border Tower,0,WOD_Scout_Tower_05,,657,93,14,101,6571493101,Koegria,"657,109375","-93,2109375"
Koegria Border Tower,0,WOD_Border_Tower_04,,658,84,50,95,658508495,Koegria,"658,390625","-84,2578125"
Koegria Border Tower,0,WOD_Border_Tower_04,,658,77,27,122,6582777122,Koegria,"658,2109375","-77,046875"
Koegria Border Tower,0,WOD_Scout_Tower_05,,658,74,23,27,658237427,Koegria,"658,1796875","-74,7890625"
Koegria Border Tower,0,WOD_Scout_Tower_05,,656,62,15,100,6561562100,Koegria,"656,1171875","-62,21875"
,,,,656,53,24,105,6562453105,Koegria,"656,1875","-53,1796875"
