name,type,prefab,worldX,worldY,terrainX,terrainY,gisX,gisY
WOD_Ruins,0,WOD_Ruins_03,658,39,107,107,658.8359375,-39.1640625
WOD_BanditCamp,0,WOD_BanditCamp_08,666,39,21,107,666.1640625,-39.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_02,667,40,21,21,667.1640625,-40.8359375
WOD_OrcCamp,0,WOD_OrcCamp_Small_03,667,40,64,107,667.5,-40.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_01,667,40,107,64,667.8359375,-40.5
WOD_OrcCamp,0,WOD_OrcCamp_Small_01,671,40,21,21,671.1640625,-40.8359375
WOD_BanditCamp,0,WOD_BanditCamp_08,669,43,107,21,669.8359375,-43.8359375
WOD_BanditCamp,0,WOD_BanditCamp_03,660,44,107,21,660.8359375,-44.8359375
WOD_Ruins,0,WOD_Ruins_03,661,44,107,107,661.8359375,-44.1640625
WOD_BanditCamp,0,WOD_BanditCamp_09,670,44,64,21,670.5,-44.8359375
WOD_Ruins,0,WOD_Ruins_05,670,44,64,107,670.5,-44.1640625
WOD_Ruins,0,WOD_Ruins_02,671,44,21,107,671.1640625,-44.1640625
WOD_GuardTower,0,WOD_Guardtower_01,674,44,21,25,674.1640625,-44.8359375
WOD_BanditCamp,0,WOD_BanditCamp_08,674,44,107,21,674.8359375,-44.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_02,674,44,107,110,674.8359375,-44.1640625
WOD_Ruins,0,WOD_Ruins_01,675,44,21,21,675.1640625,-44.8359375
WOD_BanditFort,0,WOD_BanditFort_01,666,45,107,64,666.8359375,-45.5
WOD_BanditCamp,0,WOD_BanditCamp_04,670,45,64,21,670.5,-45.8359375
WOD_Ruins,0,WOD_Ruins_04,659,46,21,21,659.1640625,-46.8359375
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_07,663,46,62,64,663.5,-46.5
WOD_Ruins,0,WOD_Ruins_03,663,46,59,21,663.5,-46.8359375
WOD_BanditCamp,0,WOD_BanditCamp_04,667,46,107,21,667.8359375,-46.8359375
WOD_GuardTower,0,WOD_Guardtower_01,663,47,21,107,663.1640625,-47.1640625
WOD_BanditCamp,0,WOD_BanditCamp_02,664,47,107,107,664.8359375,-47.1640625
WOD_OrcCamp,0,WOD_OrcCamp_Medium_03,668,47,21,64,668.1640625,-47.5
WOD_BanditCamp,0,WOD_BanditCamp_07,672,48,107,21,672.8359375,-48.8359375
WOD_Ruins,0,WOD_Ruins_03,673,48,21,107,673.1640625,-48.1640625
WOD_Ruins,0,WOD_Ruins_03,675,48,107,21,675.8359375,-48.8359375
WOD_Ruins,0,WOD_Ruins_02,657,49,107,21,657.8359375,-49.8359375
WOD_Ruins,0,WOD_Ruins_02,659,49,64,107,659.5,-49.1640625
WOD_BanditCamp,0,WOD_BanditCamp_03,664,49,107,64,664.8359375,-49.5
WOD_Ruins,0,WOD_Ruins_02,671,49,107,64,671.8359375,-49.5
WOD_Ruins,0,WOD_Ruins_03,661,50,21,21,661.1640625,-50.8359375
WOD_OrcCamp,0,WOD_OrcCamp_Small_02,667,51,21,107,667.1640625,-51.1640625
WOD_Shrine,0,WOD_Shrine_Stendarr_Minor_06,671,51,62,107,671.5,-51.1640625
WOD_Ruins,0,WOD_Ruins_01,675,51,107,64,675.8359375,-51.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_01,658,52,107,107,658.8359375,-52.1640625
WOD_Ruins,0,WOD_Ruins_03,659,52,21,21,659.1640625,-52.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_07,659,52,21,62,659.1640625,-52.5
WOD_BanditCamp,0,WOD_BanditCamp_06,659,52,64,21,659.5,-52.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_07,659,52,64,107,659.5,-52.1640625
WOD_BanditCamp,0,WOD_BanditCamp_07,662,52,21,107,662.1640625,-52.1640625
WOD_GuardTower,0,WOD_Guardtower_01,663,52,107,25,663.8359375,-52.8359375
WOD_BanditCamp,0,WOD_BanditCamp_07,656,53,107,60,656.8359375,-53.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_07,656,53,21,107,656.1640625,-53.1640625
WOD_GuardTower,0,WOD_Guardtower_01,664,53,21,111,664.1640625,-53.1640625
WOD_BanditCamp,0,WOD_BanditCamp_05,665,53,21,21,665.1640625,-53.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_04,667,53,62,107,667.5,-53.1640625
WOD_BanditFort,0,WOD_BanditFort_01,667,53,69,21,667.5,-53.8359375
WOD_BanditCamp,0,WOD_BanditCamp_04,672,53,64,107,672.5,-53.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_07,661,54,60,64,661.5,-54.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_06,661,54,107,110,661.8359375,-54.1640625
WOD_Shrine,0,WOD_Shrine_Zenithar_Major_06,666,54,64,66,666.5,-54.5
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_07,667,54,21,107,667.1640625,-54.1640625
WOD_Shrine,0,WOD_Shrine_Stendarr_Major_01,667,54,107,107,667.8359375,-54.1640625
WOD_OrcCamp,0,WOD_OrcCamp_Small_01,663,55,21,64,663.1640625,-55.5
WOD_BanditCamp,0,WOD_BanditCamp_09,668,55,21,21,668.1640625,-55.8359375
WOD_Shrine,0,WOD_Shrine_Zenithar_Minor_03,668,55,64,107,668.5,-55.1640625
WOD_Ruins,0,WOD_Ruins_06,672,55,64,107,672.5,-55.1640625
WOD_BanditCamp,0,WOD_BanditCamp_07,658,56,21,107,658.1640625,-56.1640625
WOD_BanditCamp,0,WOD_BanditCamp_01,661,56,21,64,661.1640625,-56.5
WOD_BanditCamp,0,WOD_BanditCamp_07,665,56,107,64,665.8359375,-56.5
WOD_BanditFort,0,WOD_BanditFort_01,676,56,21,21,676.1640625,-56.8359375
