name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Mountain,1,WOD_Mountain_10,-92,713,79,108,27,7131087927,Koegria,713.84375,-79.7890625,4.0,9,1,0.6449709268849245
Mountain,1,WOD_Mountain_08,81,683,66,22,49,683226649,Koegria,683.171875,-66.6171875,4.0,9,1,0.6620432372642575
Mountain,1,WOD_Mountain_09,28,683,67,104,37,6831046737,Koegria,683.8125,-67.7109375,4.0,9,1,0.9395702515049336
Mountain,1,WOD_Mountain_04,63,683,67,49,79,683496779,Koegria,683.3828125,-67.3828125,4.0,9,1,0.7807387326070363
Mountain,1,WOD_Mountain_04,176,683,67,22,114,6832267114,Koegria,683.171875,-67.109375,4.0,9,1,0.6129411704211756
Mountain,1,WOD_Mountain_05,-116,665,65,95,102,6659565102,Koegria,665.7421875,-65.203125,4.0,9,1,0.6657730758711143
Mountain,1,WOD_Mountain_03,24,714,79,33,20,714337920,Koegria,714.2578125,-79.84375,4.0,9,1,0.9448517321551028
Mountain,1,WOD_Mountain_09,36,711,78,122,59,7111227859,Koegria,711.953125,-78.5390625,4.0,9,1,0.8734870301159794
Mountain,1,WOD_Mountain_05,-19,713,79,61,128,7136179128,Koegria,713.4765625,-79.0,4.0,9,1,0.7662928508951002
Mountain,1,WOD_Mountain_01,-30,658,48,54,17,658544817,Koegria,658.421875,-48.8671875,4.0,5,1,0.6192259990853001
Mountain,1,WOD_Mountain_02,-103,707,87,115,22,7071158722,Koegria,707.8984375,-87.828125,4.0,5,1,0.974600229699012
Mountain,1,WOD_Mountain_03,-97,673,46,91,14,673914614,Koegria,673.7109375,-46.890625,4.0,5,1,0.7936449041370388
Mountain,1,WOD_Mountain_04,51,667,65,54,68,667546568,Koegria,667.421875,-65.46875,4.0,5,1,0.8769425461104365
Mountain,1,WOD_Mountain_01,-7,673,43,56,86,673564386,Koegria,673.4375,-43.328125,4.0,5,1,0.6998840828538611
Mountain,1,WOD_Mountain_03,172,675,55,72,82,675725582,Koegria,675.5625,-55.359375,4.0,5,1,0.6626646425030036
Mountain,1,WOD_Mountain_08,-154,697,76,88,68,697887668,Koegria,697.6875,-76.46875,4.0,5,1,0.8039632181325662
Mountain,1,WOD_Mountain_09,172,658,50,125,56,6581255056,Koegria,658.9765625,-50.5625,4.0,5,1,0.8611045191360238
Mountain,1,WOD_Mountain_07,-165,700,77,104,60,7001047760,Koegria,700.8125,-77.53125,4.0,5,1,0.6443723815950909
Mountain,1,WOD_Mountain_10,147,668,43,54,118,6685443118,Koegria,668.421875,-43.078125,4.0,5,1,0.9666825131256568
Mountain,1,WOD_Mountain_05,-75,671,54,14,88,671145488,Koegria,671.109375,-54.3125,4.0,5,1,0.941225520683996
Mountain,1,WOD_Mountain_06,85,665,65,14,67,665146567,Koegria,665.109375,-65.4765625,4.0,5,1,0.6867051221029157
Mountain,1,WOD_Mountain_03,7,669,43,116,76,6691164376,Koegria,669.90625,-43.40625,4.0,5,1,0.9712115549902184
Mountain,1,WOD_Mountain_07,46,663,63,128,29,6631286329,Koegria,664.0,-63.7734375,4.0,5,1,0.8902792616657236
Mountain,1,WOD_Mountain_04,-139,689,62,26,74,689266274,Koegria,689.203125,-62.421875,4.0,5,1,0.7770001323530173
Mountain,1,WOD_Mountain_05,16,668,42,17,51,668174251,Koegria,668.1328125,-42.6015625,4.0,5,1,0.7663440625780602
Mountain,1,WOD_Mountain_07,65,662,47,88,26,662884726,Koegria,662.6875,-47.796875,4.0,5,1,0.9643109284035252
Mountain,1,WOD_Mountain_04,-151,700,77,3,41,700037741,Koegria,700.0234375,-77.6796875,4.0,5,1,0.9217355688526144
Mountain,1,WOD_Mountain_08,139,690,69,5,22,690056922,Koegria,690.0390625,-69.828125,4.0,5,1,0.7968784687106522
Mountain,1,WOD_Mountain_06,-57,658,49,35,74,658354974,Koegria,658.2734375,-49.421875,4.0,5,1,0.9400900426739526
Mountain,1,WOD_Mountain_10,-176,673,43,100,59,6731004359,Koegria,673.78125,-43.5390625,4.0,5,1,0.9957480485898436
Mountain,1,WOD_Mountain_10,94,662,62,31,88,662316288,Koegria,662.2421875,-62.3125,4.0,5,1,0.7513411305896898
Mountain,1,WOD_Mountain_04,-98,669,47,106,81,6691064781,Koegria,669.828125,-47.3671875,4.0,5,1,0.6437872406595343
Mountain,1,WOD_Mountain_05,-109,669,43,51,128,6695143128,Koegria,669.3984375,-43.0,4.0,5,1,0.6121320884849916
Mountain,1,WOD_Mountain_05,39,670,42,52,35,670524235,Koegria,670.40625,-42.7265625,4.0,5,1,0.6985638373477755
Mountain,1,WOD_Mountain_04,-81,671,51,54,23,671545123,Koegria,671.421875,-51.8203125,4.0,5,1,0.8716364423912617
Mountain,1,WOD_Mountain_02,106,690,60,59,77,690596077,Koegria,690.4609375,-60.3984375,4.0,5,1,0.8483661540650025
Mountain,1,WOD_Mountain_10,-127,669,42,99,29,669994229,Koegria,669.7734375,-42.7734375,4.0,5,1,0.6016967901455001
Mountain,1,WOD_Mountain_01,-151,674,54,23,52,674235452,Koegria,674.1796875,-54.59375,4.0,5,1,0.742782862659874
Mountain,1,WOD_Mountain_03,-53,685,68,60,56,685606856,Koegria,685.46875,-68.5625,4.0,5,1,0.8275988208372678
Mountain,1,WOD_Mountain_08,-107,675,54,59,20,675595420,Koegria,675.4609375,-54.84375,4.0,5,1,0.9461804832814928
Mountain,1,WOD_Mountain_02,159,692,61,92,109,6929261109,Koegria,692.71875,-61.1484375,4.0,5,1,0.7623306221782777
