fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
449,Orc Camp,0,WOD_OrcCamp_Small_01,166,670,75,28,65,670287565,Koegria,670.21875,-75.4921875,1
450,Orc Camp,0,WOD_OrcCamp_Small_02,-4,671,76,17,114,6711776114,Koegria,671.1328125,-76.109375,1
451,Orc Camp,0,WOD_OrcCamp_Small_03,89,665,115,29,22,6652911522,Koegria,665.2265625,-115.828125,1
453,Orc Camp,0,WOD_OrcCamp_Medium_02,79,664,116,121,111,664127116111,Koegria,664.9921875,-116.1328125,1
1236,Orc Camp,0,WOD_OrcCamp_Medium_01,-110,684,99,106,68,6841069968,Koegria,684.828125,-99.46875,1
1292,Orc Camp,0,WOD_OrcCamp_Medium_01,-97,665,76,42,23,665427623,Koegria,665.328125,-76.8203125,1
1393,Orc Camp,0,WOD_OrcCamp_Large_01,-109,663,82,81,24,663818224,Koegria,663.6328125,-82.8125,1
969,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,71,695,78,102,9,6951027806,Koegria,695.796875,-78.953125,4
987,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,152,686,64,54,29,686546429,Koegria,686.421875,-64.7734375,4
1061,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,39,708,76,99,13,708997606,Koegria,708.7734375,-76.953125,4
1075,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,-53,686,76,84,52,686847652,Koegria,686.65625,-76.59375,4
