name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Gavaudon Border Tower,0,WOD_Scout_Tower_05,,982,271,17,50,9821727150,Gavaudon,"982,1328125","-271,609375"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,,984,257,9,3,9840925703,Gavaudon,"984,0703125","-257,9765625"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,,986,249,14,100,98614249100,Gavaudon,"986,109375","-249,21875"
Gavaudon Border Tower,0,WOD_Border_Tower_04,,980,236,15,99,9801523699,Gavaudon,"980,1171875","-236,2265625"
Gavaudon Border Tower,0,WOD_Border_Tower_04,270,973,232,76,14,9737623214,Gavaudon,"973,59375","-232,890625"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,,962,231,24,26,9622423126,Gavaudon,"962,1875","-231,796875"
Gavaudon Border Tower,0,WOD_Border_Tower_04,,961,216,19,49,9611921649,Gavaudon,"961,1484375","-216,6171875"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,270,959,209,82,18,9598220918,Gavaudon,"959,640625","-209,859375"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,,958,205,13,105,95813205105,Gavaudon,"958,1015625","-205,1796875"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,90,971,202,78,114,97178202114,Gavaudon,"971,609375","-202,109375"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,90,980,205,104,102,980104205102,Gavaudon,"980,8125","-205,203125"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,180,999,235,56,99,9995623599,Gavaudon,"999,4375","-235,2265625"
Gavaudon Border Tower,0,WOD_Scout_Tower_05,180,999,253,28,76,9992825376,Gavaudon,"999,21875","-253,40625"
