name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Mountain,1,WOD_Mountain_04,60,969,206,97,83,9699720683,Gavaudon,969.7578125,-206.3515625,4.0,5,1,0.9584512086633076
Mountain,1,WOD_Mountain_08,-167,961,204,1,123,96101204123,Gavaudon,961.0078125,-204.0390625,4.0,5,1,0.8948385749299266
Mountain,1,WOD_Mountain_07,-156,969,206,38,41,9693820641,Gavaudon,969.296875,-206.6796875,4.0,5,1,0.7468300229772217
Mountain,1,WOD_Mountain_03,114,968,202,116,59,96811620259,Gavaudon,968.90625,-202.5390625,4.0,5,1,0.6024957045430978
Mountain,1,WOD_Mountain_09,-33,968,202,70,122,96870202122,Gavaudon,968.546875,-202.046875,4.0,5,1,0.7154474039826086
Mountain,1,WOD_Mountain_08,-137,969,207,73,58,9697320758,Gavaudon,969.5703125,-207.546875,4.0,5,1,0.8695163848777925
Mountain,1,WOD_Mountain_04,-134,965,202,91,29,9659120229,Gavaudon,965.7109375,-202.7734375,4.0,5,1,0.6758007638331158
Mountain,1,WOD_Mountain_01,25,967,202,47,125,96747202125,Gavaudon,967.3671875,-202.0234375,4.0,5,1,0.8854531028897006
Mountain,1,WOD_Mountain_03,47,967,201,5,38,9670520138,Gavaudon,967.0390625,-201.703125,4.0,5,1,0.9909697131555764
Mountain,1,WOD_Mountain_02,31,971,209,91,128,97191209128,Gavaudon,971.7109375,-209.0,4.0,5,1,0.6535916223797369
