name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate,sink,scale
Desert Mountain,1,WOD_Mountain_Small_01,147,397,473,114,6,Alik'r Desert,397.890625,-473.953125,8,1,0.7190497
Desert Mountain,1,WOD_Mountain_Small_02,-175,395,454,26,40,Alik'r Desert,395.203125,-454.6875,8,1,0.6574724
Desert Mountain,1,WOD_Mountain_Small_05,127,343,476,72,81,Alik'r Desert,343.5625,-476.3671875,8,1,0.7152107
Desert Mountain,1,WOD_Mountain_Small_04,-136,480,479,31,14,Alik'r Desert,480.2421875,-479.890625,8,1,0.8314543
Desert Mountain,1,WOD_Mountain_Small_02,172,372,437,70,6,Alik'r Desert,372.546875,-437.953125,8,1,0.7154354
Desert Mountain,1,WOD_Mountain_Small_01,58,399,468,88,12,Alik'r Desert,399.6875,-468.90625,8,1,0.8142201
Desert Mountain,1,WOD_Mountain_Small_07,108,463,471,106,100,Alik'r Desert,463.828125,-471.21875,8,1,0.6704061
Desert Mountain,1,WOD_Mountain_Small_06,175,477,476,12,26,Alik'r Desert,477.09375,-476.796875,8,1,0.6803966
Desert Mountain,1,WOD_Mountain_Small_05,-75,476,477,77,47,Alik'r Desert,476.6015625,-477.6328125,8,1,0.8492593
Desert Mountain,1,WOD_Mountain_Small_05,-66,477,476,4,9,Alik'r Desert,477.03125,-476.9296875,8,1,0.7441402
Desert Mountain,1,WOD_Mountain_Small_06,-28,371,437,124,9,Alik'r Desert,371.96875,-437.9296875,8,1,0.9170681
Desert Mountain,1,WOD_Mountain_Small_06,-135,399,474,9,87,Alik'r Desert,399.0703125,-474.3203125,8,1,0.8453142
Desert Mountain,1,WOD_Mountain_Small_02,-42,488,470,50,40,Alik'r Desert,488.390625,-470.6875,8,1,0.7944648
Desert Mountain,1,WOD_Mountain_Small_03,-130,399,474,22,86,Alik'r Desert,399.171875,-474.328125,8,1,0.8392349
Desert Mountain,1,WOD_Mountain_Small_04,103,476,477,93,93,Alik'r Desert,476.7265625,-477.2734375,8,1,0.7582906
Desert Mountain,1,WOD_Mountain_Small_02,-78,399,469,106,120,Alik'r Desert,399.828125,-469.0625,8,1,0.8329895
Desert Mountain,1,WOD_Mountain_Small_06,59,476,476,1,72,Alik'r Desert,476.0078125,-476.4375,8,1,0.7231932
Desert Mountain,1,WOD_Mountain_Small_03,123,399,469,106,90,Alik'r Desert,399.828125,-469.296875,8,1,0.8166569
Desert Mountain,1,WOD_Mountain_Small_04,32,371,437,119,40,Alik'r Desert,371.9296875,-437.6875,8,1,0.6580968
Desert Mountain,1,WOD_Mountain_Small_03,-5,476,476,38,128,Alik'r Desert,476.296875,-476.0,8,1,0.7226728
Desert Mountain,1,WOD_Mountain_Small_06,84,463,470,120,24,Alik'r Desert,463.9375,-470.8125,8,1,0.8060635
Desert Mountain,1,WOD_Mountain_Small_04,14,463,470,38,12,Alik'r Desert,463.296875,-470.90625,8,1,0.94186
Desert Mountain,1,WOD_Mountain_Small_07,84,464,471,72,123,Alik'r Desert,464.5625,-471.0390625,8,1,0.8728863
Desert Mountain,1,WOD_Mountain_Small_05,152,488,470,37,83,Alik'r Desert,488.2890625,-470.3515625,8,1,0.9180432
Desert Mountain,1,WOD_Mountain_Small_07,158,371,437,102,82,Alik'r Desert,371.796875,-437.359375,8,1,0.8830639
Desert Mountain,1,WOD_Mountain_Small_01,146,476,476,58,83,Alik'r Desert,476.453125,-476.3515625,8,1,0.999332
Desert Mountain,1,WOD_Mountain_Small_05,7,480,480,68,114,Alik'r Desert,480.53125,-480.109375,8,1,0.8763496
Desert Mountain,1,WOD_Mountain_Small_07,-147,400,469,46,95,Alik'r Desert,400.359375,-469.2578125,8,1,0.7426138
Desert Mountain,1,WOD_Mountain_Small_07,79,476,476,45,78,Alik'r Desert,476.3515625,-476.390625,8,1,0.6035625
Desert Mountain,1,WOD_Mountain_Small_04,-53,480,480,26,124,Alik'r Desert,480.203125,-480.03125,8,1,0.9189888
Desert Mountain,1,WOD_Mountain_Small_05,88,463,470,26,12,Alik'r Desert,463.203125,-470.90625,8,1,0.8267303
Desert Mountain,1,WOD_Mountain_Small_05,99,373,438,29,9,Alik'r Desert,373.2265625,-438.9296875,8,1,0.8191496
Desert Mountain,1,WOD_Mountain_Small_01,-61,478,479,49,125,Alik'r Desert,478.3828125,-479.0234375,8,1,0.8671994
Desert Mountain,1,WOD_Mountain_Small_04,-105,475,476,99,105,Alik'r Desert,475.7734375,-476.1796875,8,1,0.7807796
Desert Mountain,1,WOD_Mountain_Small_07,3,394,453,29,51,Alik'r Desert,394.2265625,-453.6015625,8,1,0.6222402
Desert Mountain,1,WOD_Mountain_Small_07,177,480,479,114,4,Alik'r Desert,480.890625,-479.96875,8,1,0.7231745
Desert Mountain,1,WOD_Mountain_Small_01,141,397,474,55,84,Alik'r Desert,397.4296875,-474.34375,8,1,0.6185034
Desert Mountain,1,WOD_Mountain_Small_04,-45,478,478,120,93,Alik'r Desert,478.9375,-478.2734375,8,1,0.6880714
Desert Mountain,1,WOD_Mountain_Small_06,-85,465,471,15,95,Alik'r Desert,465.1171875,-471.2578125,8,1,0.9355189
Desert Mountain,1,WOD_Mountain_Small_02,58,399,474,84,82,Alik'r Desert,399.65625,-474.359375,8,1,0.6240131
Desert Mountain,1,WOD_Mountain_Small_03,-45,479,479,64,19,Alik'r Desert,479.5,-479.8515625,8,1,0.7806907
